id,features
2171,"[0.8388872146606445, -0.09132540225982666, 0.6194286942481995, 0.47086867690086365, 0.6873029470443726, -0.44734829664230347, -0.54608553647995, 0.594239354133606, 0.16774356365203857, -0.6117362380027771]"
2181,"[0.4465714991092682, -0.13530130684375763, 0.6657760143280029, 0.19172358512878418, -0.2621617019176483, -0.7467285990715027, -0.457684189081192, 0.44359105825424194, -0.14667187631130219, -0.9106610417366028]"
2191,"[-0.7982933521270752, -0.5055481195449829, 0.8935961127281189, 0.5618590116500854, 1.3434929847717285, 0.33882153034210205, -1.1965842247009277, -0.08100723475217819, -1.0773155689239502, -1.1672176122665405]"
2201,"[1.0269694328308105, 1.3805855512619019, 0.5371318459510803, -1.3152601718902588, -0.6662659645080566, 0.32931506633758545, -0.43129485845565796, -0.3182257115840912, -0.7034051418304443, -0.8649910092353821]"
2211,"[-1.3512382507324219, 1.6293240785598755, 0.1895148605108261, -0.5471864342689514, -1.4020637273788452, -1.04679274559021, -0.0443674735724926, 1.5521011352539062, 0.47249025106430054, -0.20089919865131378]"
2221,"[-0.22275078296661377, -0.2895682156085968, 0.350900799036026, 0.9201921820640564, -0.3804873824119568, -0.2245270311832428, 0.2373446822166443, 1.4186903238296509, 0.18735766410827637, -1.3328697681427002]"
2231,"[0.5621996521949768, 0.1230398416519165, -0.5805966854095459, -0.07525337487459183, 0.11055722832679749, -0.4426780045032501, -0.5263041853904724, 0.45591333508491516, 0.30770227313041687, -0.742262065410614]"
2241,"[0.5931660532951355, -0.16348692774772644, -0.18060508370399475, -0.30452635884284973, -0.6865248680114746, -0.0987519919872284, -0.3570597469806671, 0.6054837107658386, -0.2848990857601166, -0.8102210164070129]"
2251,"[0.012289881706237793, -0.08630582690238953, -0.01690131612122059, -0.10008051991462708, 0.48368290066719055, -0.6495442986488342, -0.4231259226799011, 0.4015023410320282, 0.04695644602179527, -0.6133673191070557]"
2261,"[0.3219641447067261, 0.7545042634010315, -0.7612674236297607, -0.9944505095481873, -0.23102062940597534, -0.3200419545173645, 0.08638805896043777, 0.5044020414352417, 0.07930485159158707, -0.620086669921875]"
2271,"[0.3355351686477661, 0.4204632639884949, -0.6214298009872437, 0.015507959760725498, -0.007259714882820845, -0.22015699744224548, -0.053403664380311966, 0.17490394413471222, 0.3673839867115021, -1.2054342031478882]"
2281,"[-0.4918905794620514, 0.43682533502578735, -0.665147066116333, 0.22069112956523895, -1.1485620737075806, -1.229532241821289, 0.03707210719585419, 0.09589008241891861, 0.8930837512016296, -1.225200891494751]"
2291,"[0.7440640926361084, 0.7142024636268616, -0.09149059653282166, -0.04709743335843086, 0.20602484047412872, -0.15185944736003876, -0.1811470240354538, 0.24982835352420807, -0.26030978560447693, -0.9945847392082214]"
2301,"[0.45749473571777344, 0.6589049100875854, -0.33384832739830017, -0.4365011155605316, -0.4995545744895935, -0.7091912031173706, 0.4445159435272217, 0.2842588424682617, -0.12724678218364716, -0.9902656674385071]"
2311,"[0.04573017731308937, 0.557884156703949, -0.1516922116279602, -0.4458390772342682, -0.07813268154859543, -0.4529660642147064, -0.3504776656627655, 0.3407546877861023, 0.075365349650383, -0.7650188207626343]"
2321,"[0.49608153104782104, 0.3504025936126709, -0.29287299513816833, -0.18732163310050964, 0.3135074973106384, -0.2333124577999115, 0.021893445402383804, 0.6573598980903625, 0.09358920156955719, -0.9441570043563843]"
2331,"[0.17766819894313812, 0.014216113835573196, -0.010927519761025906, 0.575257420539856, -0.15862807631492615, 0.20563019812107086, -0.603092610836029, 0.47945448756217957, 0.30961453914642334, -1.302005410194397]"
2341,"[0.9892454147338867, 0.343694269657135, -0.29669812321662903, -0.12967517971992493, 0.24020890891551971, -0.09925154596567154, -0.1030919998884201, 1.7952332496643066, 0.6867140531539917, 0.22821857035160065]"
2351,"[0.33873221278190613, 0.8166176676750183, 0.43190762400627136, 0.40264183282852173, 0.22424161434173584, -0.349449098110199, -0.7899218797683716, 0.22147004306316376, 0.3542281985282898, -0.9503695368766785]"
2361,"[-0.27621182799339294, 1.3595250844955444, -0.1844484508037567, -0.1786850541830063, -0.6055173873901367, -0.3098543584346771, -0.5858936905860901, -0.8887633681297302, 0.6131957769393921, -1.4004944562911987]"
2371,"[0.4584648013114929, 0.47782376408576965, -0.47956591844558716, -0.5543264150619507, -0.2610762417316437, -0.7567101120948792, -0.05278331786394119, 0.4078422784805298, -0.8452949523925781, -0.5874100923538208]"
2381,"[0.539928674697876, 0.1340595930814743, -0.4956495761871338, -0.7960567474365234, -0.6689251065254211, 0.003636470064520836, 0.09281252324581146, 0.00015184032963588834, 0.08549665659666061, -0.7282514572143555]"
2391,"[0.09692606329917908, 0.43441393971443176, -0.2323450744152069, 0.22155141830444336, -0.12250127643346786, -0.39709991216659546, -0.5612461566925049, 0.49834975600242615, 0.2865859866142273, -1.0115684270858765]"
2401,"[0.264223575592041, 0.20590533316135406, 0.34562572836875916, -0.2625238597393036, 0.1460619866847992, -0.521751344203949, -0.6153956055641174, 0.5268259048461914, 0.4880788028240204, -0.6426206827163696]"
2411,"[0.10965346544981003, -0.33203133940696716, -0.6411938667297363, -0.7486710548400879, -0.5605157017707825, -0.614554226398468, -0.38106808066368103, 0.252787709236145, -0.2739036977291107, -0.4698304235935211]"
2421,"[0.2242320328950882, 0.06487280130386353, -0.2050558626651764, -0.6530953049659729, -0.3779671788215637, -0.05602699890732765, -0.15725040435791016, 0.5827429890632629, -0.2820452153682709, -0.6503024697303772]"
2431,"[0.15145066380500793, -0.6068295240402222, -0.2753698527812958, -0.6656829714775085, 0.14207106828689575, -0.14932796359062195, -0.03011009842157364, 0.39865878224372864, 0.12091139703989029, -1.023248553276062]"
2441,"[0.6228599548339844, 0.3794691562652588, -2.0512521266937256, -0.6512950658798218, 0.2309543490409851, -0.024082470685243607, -1.8875309228897095, -0.494325190782547, 0.9578033685684204, -0.5494962334632874]"
2451,"[1.158452033996582, 0.379680335521698, -0.3335804045200348, -0.2867295444011688, -0.5891953110694885, -0.13615576922893524, -0.6794551610946655, 0.029286831617355347, 0.051561225205659866, -0.40735122561454773]"
2461,"[0.45523202419281006, 0.07531224191188812, -0.43869709968566895, -0.10894641280174255, -1.396048903465271, -0.021491531282663345, -0.727318525314331, 0.49720096588134766, 0.05610312521457672, -0.40125033259391785]"
2471,"[0.30535635352134705, 0.35500025749206543, 0.12392333149909973, -0.829573392868042, -0.44106945395469666, -0.024521617218852043, 0.04876569285988808, 0.7194650769233704, 0.5083489418029785, -0.47289007902145386]"
2481,"[0.4902060329914093, -0.4364440143108368, -0.5647085309028625, 0.4805486798286438, -0.3388753831386566, -1.132362723350525, -0.294359028339386, 0.6504077911376953, -0.5567607283592224, -0.7966424822807312]"
2491,"[0.5260982513427734, -0.7904667854309082, 0.41477203369140625, -0.13830749690532684, 0.31603047251701355, 0.23284567892551422, -0.7809336185455322, 0.20827239751815796, 0.5821360349655151, -0.9373622536659241]"
2501,"[0.27125781774520874, 0.23207394778728485, 0.0740293562412262, -0.4516732096672058, 0.24484553933143616, -0.4173460006713867, -0.1485903412103653, 0.8951857089996338, 0.041180070489645004, -0.7878924608230591]"
2511,"[0.5389696955680847, 0.711540937423706, 0.45789244771003723, 0.3952041566371918, -0.3551619052886963, -0.41832277178764343, -0.35047927498817444, 0.5908107757568359, -0.4874911904335022, -0.8624619245529175]"
2521,"[0.6241915822029114, -0.1847333163022995, -0.48945361375808716, 0.06178486347198486, -0.6973321437835693, 0.30321353673934937, -0.35097724199295044, 1.1027699708938599, -0.2172287106513977, -0.7760950326919556]"
2531,"[-0.03809451311826706, 0.7156168222427368, -0.16386456787586212, -0.4236971139907837, -1.1666244268417358, -0.22815656661987305, -0.29134419560432434, 0.3991919457912445, -0.25488853454589844, -0.7876291275024414]"
2541,"[0.38941264152526855, -0.1153639405965805, -0.07556144893169403, -0.44145283102989197, 0.1458020657300949, -0.3137088716030121, -0.13345147669315338, -0.006675833370536566, 0.11883298307657242, -1.076074242591858]"
2551,"[0.669572114944458, 0.7484678626060486, -0.35094255208969116, 0.43899303674697876, -0.4658016562461853, -0.08513675630092621, -1.0641170740127563, 0.47259655594825745, 0.3806864321231842, -0.5588899850845337]"
2561,"[0.20166341960430145, 0.045112598687410355, -0.20909158885478973, -0.1830613762140274, -0.1178731620311737, -0.3165943920612335, -0.10155777633190155, 0.8464869856834412, 0.9646430611610413, -0.6938397288322449]"
2571,"[0.39470231533050537, 0.17927348613739014, -0.03289227932691574, -0.44051337242126465, 0.4367658495903015, -0.9456946849822998, -0.1634855717420578, 0.1761605143547058, 0.036971814930438995, -0.9135688543319702]"
2581,"[0.5290473103523254, -0.013421928510069847, 0.0810743123292923, -0.5415316820144653, 0.544243335723877, 0.20918582379817963, -0.23674191534519196, 0.4548632800579071, 0.025950320065021515, -0.8774413466453552]"
2591,"[0.4199105203151703, -0.048389822244644165, 0.0939399003982544, -0.014476505108177662, 0.03682184964418411, -0.2950223982334137, -0.146712526679039, 0.4868912398815155, -0.06379739195108414, -0.6436614990234375]"
2611,"[0.7956019639968872, 0.4515766203403473, -0.015667883679270744, 0.35749581456184387, 0.3269439935684204, -0.12233725935220718, -0.10553676635026932, 1.1677576303482056, 0.15503039956092834, -0.6333836913108826]"
2621,"[1.4909857511520386, 0.9057350754737854, -0.9064711332321167, 0.002818876877427101, -0.010272982530295849, 0.14119425415992737, -0.5918796062469482, 0.15824554860591888, 0.23430952429771423, -0.8803246021270752]"
2631,"[0.04230131208896637, 0.09083586186170578, -0.10568256676197052, 1.1202672719955444, 0.5774193406105042, -0.8146457076072693, -0.3608205020427704, 0.4367311894893646, -0.27111250162124634, -0.02597123384475708]"
2641,"[0.08817041665315628, 0.2871648073196411, -0.04156046360731125, -0.29920268058776855, -0.5551988482475281, -0.25193560123443604, -0.3318127989768982, 0.4725947380065918, -0.5201404690742493, -0.9204726219177246]"
2651,"[0.24860545992851257, 0.678901195526123, 0.9350035190582275, 0.43045711517333984, -1.1712981462478638, -0.139704629778862, -0.8657248616218567, 0.28833523392677307, 0.2191433161497116, -0.9519904851913452]"
2661,"[0.6138561367988586, 0.8973972201347351, 0.9164893627166748, -0.06054982542991638, -0.4009166359901428, -0.19398565590381622, -0.9057767391204834, 0.1971394568681717, -0.363918274641037, -0.4852694272994995]"
2671,"[-0.0032884040847420692, -0.232929989695549, -0.01157369278371334, -0.35699817538261414, 0.3837684094905853, -0.2639957368373871, 0.03754371032118797, 0.5531478524208069, -0.04569138586521149, -1.1387182474136353]"
2681,"[0.6416181921958923, 0.9067906737327576, 0.5011358261108398, -0.4625549018383026, 1.1575641632080078, 0.6618074774742126, -0.16338752210140228, -0.5161482691764832, 0.29246681928634644, -1.5509109497070312]"
2691,"[-0.57459557056427, 0.859937310218811, 0.4993239641189575, 0.2719908654689789, 0.8882441520690918, -0.9955811500549316, -0.15789955854415894, 0.7404247522354126, 0.9227941632270813, -0.08467376232147217]"
2701,"[0.24219956994056702, -0.03227949142456055, 0.025726089254021645, -0.7687464952468872, -0.2618851363658905, -0.040350738912820816, -0.006392788141965866, 0.1966470628976822, 0.39176109433174133, -0.6570414304733276]"
2711,"[-0.5160032510757446, 0.2833065688610077, -1.1145552396774292, 0.24711152911186218, 0.38915959000587463, 0.24535082280635834, -0.11154980957508087, 0.4210995137691498, 1.0466878414154053, -1.6541699171066284]"
2721,"[-0.1487453579902649, 0.13734188675880432, -1.0552536249160767, -0.027537478134036064, 0.5111792683601379, -0.44729378819465637, -0.32994869351387024, 0.6769639849662781, -0.3878139853477478, -0.8919711112976074]"
2731,"[0.4533056616783142, 1.0536112785339355, 0.5997047424316406, 0.4155326187610626, 0.10764637589454651, -0.23814955353736877, -0.23630867898464203, 0.4999663233757019, 0.10889512300491333, -1.0113734006881714]"
2741,"[0.2259780764579773, 0.05451934039592743, -0.7108889222145081, -0.7405991554260254, 0.06666364520788193, 0.0452081561088562, -0.5039753913879395, 0.310474693775177, 1.100003957748413, -0.7334131598472595]"
2751,"[0.3565467298030853, 0.4889717996120453, -0.8061790466308594, -0.8621456027030945, -0.05769866704940796, -0.34238553047180176, 0.6331279873847961, 0.40954452753067017, 0.11280109733343124, -0.766694188117981]"
2761,"[0.4809878468513489, 0.6621842980384827, 0.44874319434165955, -0.23372289538383484, 0.6182783246040344, -0.22122608125209808, -0.28146570920944214, 0.21593467891216278, 0.12416334450244904, -1.052180528640747]"
2771,"[-0.1804094761610031, 0.05907157063484192, -0.3497360944747925, -0.5166158676147461, 0.10036225616931915, 0.11035487800836563, -0.35243910551071167, 0.20559728145599365, 0.44154971837997437, -1.1572742462158203]"
2781,"[-0.2229231745004654, 0.7540885806083679, -0.24919766187667847, 0.19516223669052124, -1.3193366527557373, 0.39218688011169434, -0.6440048217773438, 0.9600623250007629, 0.0968298390507698, -1.0971691608428955]"
2791,"[0.3586702048778534, 0.924699068069458, -0.05863599851727486, -0.4072917401790619, -0.2336728870868683, -0.6200407147407532, -0.03933342918753624, 0.3524109423160553, -0.2966774106025696, -0.8910494446754456]"
2801,"[0.3067673444747925, 0.23928074538707733, -0.7186540961265564, 0.777503490447998, 0.08282291889190674, -0.5225828289985657, 0.12997783720493317, 0.8934524655342102, 0.9078702330589294, -0.9174799919128418]"
2811,"[0.2181674838066101, 0.26410871744155884, 0.07482731342315674, -0.18720513582229614, 0.2283177524805069, -0.4545477628707886, -0.37303605675697327, 0.6093742251396179, -0.04539994150400162, -0.7838008999824524]"
2821,"[0.2799258828163147, 0.5883038640022278, 0.2359819859266281, 0.8315050005912781, 0.20340532064437866, -0.4013608396053314, -0.057981494814157486, 0.46139955520629883, -0.36446765065193176, -1.0874605178833008]"
2831,"[-1.2170690298080444, -0.8564717173576355, -1.8085614442825317, -1.265937089920044, -0.744330108165741, -0.41516467928886414, -0.5100237131118774, 0.3968237340450287, -0.07780834287405014, -1.1042089462280273]"
2841,"[0.4046580195426941, 0.21322941780090332, -0.2149864137172699, -0.4998076856136322, -0.04931148514151573, -0.3016641438007355, -0.3499508798122406, 0.19633498787879944, 0.2819783687591553, -1.0148366689682007]"
2851,"[0.10568642616271973, -0.05580943077802658, -0.6657085418701172, -0.5443323850631714, -0.059790950268507004, 0.0013493086444213986, -0.8952118754386902, 0.012094284407794476, 0.2562747001647949, -0.673477292060852]"
2861,"[0.6153193712234497, -0.4968569278717041, -0.0002373554016230628, -0.6107698082923889, 0.3260905146598816, -0.36746183037757874, -0.5331242680549622, 1.1240630149841309, 0.5366281867027283, -0.010222278535366058]"
2871,"[0.08573669195175171, 0.7900746464729309, 0.022824032232165337, -0.08532238751649857, -0.03320574760437012, -0.36101263761520386, -0.8977726101875305, 0.48193100094795227, 0.15258103609085083, -0.7358434200286865]"
2881,"[0.16639989614486694, -0.18781501054763794, 0.1889328807592392, -0.715134859085083, -0.06334827840328217, -0.07368679344654083, -0.5357062220573425, 0.5754075050354004, 0.3417118191719055, -0.6669334769248962]"
2891,"[0.2174772024154663, 0.2323092371225357, -0.23348255455493927, -0.10470687597990036, 0.4688715934753418, -0.2564961612224579, 0.4468201994895935, 0.5195626616477966, 0.20943504571914673, -1.2003474235534668]"
2901,"[0.8703683614730835, 1.0341428518295288, -0.027026880532503128, -0.3896960914134979, -0.7287589907646179, 0.08862901479005814, -0.9883001446723938, -0.055105406790971756, 0.06587772816419601, -0.5797836184501648]"
2911,"[-0.23101428151130676, 1.4053856134414673, -1.5200177431106567, -0.3912821114063263, -0.370025098323822, 0.0019827792420983315, -0.06666257977485657, 2.0382792949676514, -0.4103807508945465, -0.1254545897245407]"
2921,"[0.2832973897457123, 0.8427979350090027, 0.04465838894248009, -0.3933617174625397, 0.08491403609514236, -0.6119526624679565, -0.6808943152427673, 0.40793344378471375, 0.040949683636426926, -0.45593735575675964]"
2931,"[0.6039799451828003, -0.8341024518013, 0.7683815956115723, 0.9931584596633911, -0.3774125874042511, -1.7159093618392944, -1.7697340250015259, -0.04929095134139061, -0.2947627007961273, -0.9132697582244873]"
2941,"[-0.1305777132511139, 0.30585283041000366, 0.2742204964160919, -0.18238569796085358, 0.4460527300834656, 0.17523568868637085, -0.2532403767108917, 1.1049998998641968, -0.04904765635728836, -0.7733686566352844]"
2951,"[0.1868801712989807, 0.7895326018333435, 0.2017991989850998, -0.31387859582901, 0.02671273984014988, -0.6349791884422302, -0.4652145504951477, 0.3078411817550659, -0.085222989320755, -0.7498549818992615]"
2961,"[0.47432130575180054, -0.581553041934967, 0.1898903250694275, -0.3251192271709442, -0.2815723717212677, 0.04289018362760544, -0.65765380859375, 0.7491973042488098, -0.21719759702682495, -0.5568709373474121]"
2971,"[-0.25408750772476196, 0.9403333067893982, 0.026440147310495377, -0.21348612010478973, 0.22553154826164246, 0.008705109357833862, -0.2686120569705963, 0.5216051340103149, 0.4412510395050049, -1.1138907670974731]"
2981,"[-0.7108210921287537, 1.6618565320968628, -2.112605571746826, 0.6304901838302612, 0.12177074700593948, -0.6071887612342834, -0.44557881355285645, 0.0961247980594635, 0.800421953201294, -1.1809781789779663]"
2991,"[0.10905123502016068, 0.5522496700286865, -0.016398893669247627, -0.6548382043838501, -0.1698513776063919, -0.7001694440841675, -0.15135705471038818, 0.6009625792503357, 0.09065685421228409, -0.47221723198890686]"
3001,"[-0.001464418019168079, -0.2343139797449112, 0.39187008142471313, -0.797692596912384, 0.14532648026943207, -0.5549322366714478, -0.4617091715335846, -0.6134010553359985, 0.7281935214996338, -0.30228933691978455]"
3011,"[0.16515564918518066, 0.9459441304206848, -0.5663679838180542, -0.012899534776806831, 0.41981369256973267, -0.2547115683555603, -0.5767374634742737, 0.7027935981750488, 0.6815527677536011, -0.4811535179615021]"
3021,"[1.517253041267395, 0.18740884959697723, -0.040736280381679535, 0.9926767945289612, -1.620503544807434, 0.16783776879310608, -1.1182026863098145, 1.0093975067138672, -0.046317651867866516, -0.2931024134159088]"
3031,"[1.4286284446716309, 0.28127071261405945, 0.6185522079467773, -0.6347074508666992, -0.36292243003845215, 0.2709428071975708, 0.21542087197303772, -0.0010333465179428458, 0.014505184255540371, -0.599595308303833]"
3041,"[0.1542474627494812, -0.020934145897626877, -0.2543148100376129, -0.2268112301826477, -0.6779339909553528, 0.19112151861190796, 0.13570895791053772, 0.8656662702560425, -0.026075167581439018, -0.6138275265693665]"
3051,"[0.4332355558872223, -0.1164693534374237, 0.13448038697242737, -0.056878186762332916, 0.4389476180076599, 0.19513817131519318, -0.6851564645767212, 0.6778251528739929, 0.23387224972248077, -0.6792059540748596]"
3061,"[0.05641518905758858, 0.493283212184906, 0.36851900815963745, -0.4018889367580414, 0.26056817173957825, 0.08489137887954712, -0.29280543327331543, 0.6945953965187073, -0.022335685789585114, -1.0134557485580444]"
3071,"[0.4190952181816101, 0.2720952332019806, 0.1274745613336563, -0.21565835177898407, 0.029809869825839996, -0.2508341073989868, -0.08145537972450256, 0.8583464622497559, -0.036787841469049454, -0.8941287398338318]"
3081,"[0.8187649250030518, 0.43760550022125244, 0.025560658425092697, -0.3029003441333771, 0.10304752737283707, -0.44426286220550537, -0.2717828154563904, 0.14442896842956543, 0.43988633155822754, -0.778362512588501]"
3091,"[0.26598986983299255, 0.8320091962814331, 0.838697075843811, 0.016391456127166748, 0.18466489017009735, -0.6373819708824158, -0.5358650088310242, 0.42654892802238464, 0.4189676344394684, -0.733859658241272]"
3101,"[0.04921003431081772, 0.229092076420784, -0.20385673642158508, -0.2932070791721344, -0.26443079113960266, -0.27244386076927185, -0.7762409448623657, 0.8609457015991211, 0.13576532900333405, -0.6599143743515015]"
3111,"[-0.07228552550077438, 0.3539530634880066, -0.10198377072811127, -0.17159637808799744, 0.46491414308547974, 0.043420493602752686, -0.24012713134288788, 0.8015668988227844, 0.03963712602853775, -1.001112937927246]"
3121,"[-1.0921831130981445, 0.7543487548828125, 0.7891939282417297, 0.5526108145713806, -0.5964341163635254, -0.6116786003112793, 0.15566013753414154, 0.3787592947483063, -0.24279753863811493, -1.4680297374725342]"
3131,"[0.18158148229122162, 0.540289580821991, 0.01614511013031006, 0.5181899666786194, 0.16573327779769897, -0.4698827564716339, -0.4004131853580475, 0.7475526332855225, 0.16837483644485474, -0.5848246812820435]"
3141,"[0.42678970098495483, 0.3809886872768402, -0.24527643620967865, -0.45236486196517944, 0.3552479147911072, -0.1274174600839615, -0.5966407656669617, 0.15169766545295715, 1.0609248876571655, -0.712245523929596]"
3151,"[0.13464589416980743, 0.15828664600849152, 0.011544170789420605, -0.04555623233318329, 0.14674443006515503, -0.2295134961605072, -0.2532053589820862, 0.22940783202648163, -0.049921803176403046, -0.37067222595214844]"
3161,"[0.12473484128713608, 0.0571783110499382, 0.6648886203765869, 0.19203594326972961, -0.7024124264717102, -1.384917140007019, 1.3974366188049316, -0.5760705471038818, 0.31175872683525085, -2.1392314434051514]"
3171,"[1.165779948234558, 0.16299399733543396, 0.8502029180526733, 1.2290027141571045, 0.388392835855484, -0.7916733026504517, -0.7590039968490601, 0.3314802348613739, 0.5327014923095703, -0.7973244190216064]"
3181,"[0.4772411286830902, 0.7783018350601196, -0.883861243724823, -0.09306281805038452, 0.9948853850364685, -0.215925395488739, 0.0937231034040451, -0.2529539465904236, -0.3610493540763855, -1.3062825202941895]"
3201,"[-0.15514646470546722, 0.8405343890190125, -0.10164818912744522, 0.2981037497520447, 0.11906789243221283, -0.12246248126029968, -0.7851300239562988, 0.38167038559913635, 0.06994351744651794, -1.0813462734222412]"
3211,"[-0.3143889904022217, 0.7426726222038269, -0.03728048875927925, -0.12324820458889008, -0.04428995028138161, 0.12278910726308823, -0.8419049382209778, 0.8535089492797852, -0.04956670105457306, -0.6736740469932556]"
3221,"[0.6330292224884033, 1.3755152225494385, -0.2522866725921631, 1.1118439435958862, 0.6702813506126404, -0.20135942101478577, 0.06923484802246094, 1.1461771726608276, 0.6535901427268982, -0.18652531504631042]"
3241,"[0.01847907342016697, 0.5952507257461548, -0.8696392774581909, 0.30034372210502625, 0.7928661704063416, -0.1608935296535492, -0.9290585517883301, 0.670560359954834, -0.8809802532196045, -0.5310792922973633]"
3251,"[0.3018261194229126, 0.28739792108535767, -0.4385935068130493, -0.13634030520915985, 0.647765576839447, -0.09924545884132385, -0.47399845719337463, 0.6850143671035767, 0.1579342782497406, -0.6198004484176636]"
3261,"[0.08203162997961044, 0.27076852321624756, -0.5104292035102844, -0.0501810647547245, 0.16334578394889832, -0.2613459527492523, -0.172408789396286, 0.5714348554611206, 0.1143450140953064, -1.0203217267990112]"
3271,"[0.30589014291763306, 0.3685152530670166, -0.19577257335186005, -0.18416687846183777, 0.14288553595542908, -0.5367036461830139, -0.05114057660102844, 0.7728598713874817, 0.24925142526626587, -0.8119813799858093]"
3281,"[0.23781464993953705, 0.34394827485084534, -0.6458210349082947, 0.44461506605148315, -0.25868675112724304, 0.20221702754497528, -1.3065844774246216, 0.2180761694908142, -0.05307771638035774, -1.3028746843338013]"
3291,"[0.09527332335710526, 0.21633782982826233, -0.012735828757286072, -0.08452582359313965, 0.05311354622244835, -0.28654423356056213, -0.16276778280735016, 0.1559460312128067, 0.020749574527144432, -0.365124374628067]"
3301,"[0.5515332221984863, -0.10338658839464188, 0.09647130966186523, -0.5309971570968628, 0.20721738040447235, -0.40327057242393494, -0.034811217337846756, 0.37493810057640076, 0.3023790419101715, -0.7935348749160767]"
3311,"[0.9963515996932983, 0.38138338923454285, 0.9498576521873474, 0.04689553380012512, -0.33401617407798767, -0.6372326016426086, -0.16615599393844604, 1.2144556045532227, 0.4837116599082947, -0.19285495579242706]"
3321,"[0.11528104543685913, -0.09609239548444748, 0.036021046340465546, -0.28127753734588623, 0.14948096871376038, -0.25143903493881226, -0.10115011781454086, 0.26277199387550354, 0.01723184436559677, -0.3631303012371063]"
3331,"[0.5752654075622559, 0.7307553887367249, -1.5588699579238892, -1.2847627401351929, -0.5348441004753113, 0.017503468319773674, 0.30608469247817993, 0.8797217011451721, 0.6184868216514587, -0.19866865873336792]"
3341,"[0.40287309885025024, 0.8013319969177246, 0.8038133382797241, 0.09272948652505875, 0.06798946112394333, 0.06506850570440292, -0.19301250576972961, 0.8581715226173401, 0.15318609774112701, -0.9432448744773865]"
3351,"[1.328661322593689, 1.1189006567001343, -0.7317671179771423, -1.1621588468551636, 0.8140753507614136, 0.32702672481536865, -1.6522256135940552, -2.0932061672210693, 0.1807195395231247, -0.6638834476470947]"
3361,"[0.338666707277298, 0.43544718623161316, 0.12749063968658447, -0.16569848358631134, 0.33932289481163025, -0.3236139118671417, -0.2589574158191681, 0.7797103524208069, -0.19977283477783203, -0.7379951477050781]"
3371,"[-0.5707534551620483, 0.7751869559288025, -0.36423590779304504, 0.5638285279273987, 0.12911801040172577, -0.32408401370048523, 0.08714278787374496, 0.9640215039253235, -0.5703322291374207, -1.0864328145980835]"
3381,"[0.3287801444530487, 0.014665351249277592, -0.06489136070013046, -0.16568946838378906, -0.03259805589914322, -0.4165302515029907, -0.15955601632595062, 0.3475652039051056, -0.2893046438694, -0.6701836585998535]"
3391,"[1.1069718599319458, -0.49266767501831055, -0.3418058753013611, -0.10321702063083649, -0.4277467429637909, 0.33154526352882385, -0.24510210752487183, 0.17329241335391998, -0.044089388102293015, -1.0178061723709106]"
3401,"[0.3878745138645172, 0.33171626925468445, 0.05440843850374222, -0.8155035376548767, -0.07482993602752686, 0.615176796913147, 0.17867539823055267, 0.44869139790534973, -0.3984121084213257, -0.8462731838226318]"
3421,"[0.19073404371738434, 0.6065300107002258, -0.1463955044746399, -0.398917019367218, -0.17601469159126282, -0.9587581753730774, -0.44530582427978516, 0.3861605226993561, -0.2460191547870636, -0.6326100826263428]"
3431,"[0.47559916973114014, 0.0908646509051323, 0.11480975151062012, -0.6017457842826843, -1.0572232007980347, -0.3366737961769104, -0.8600408434867859, 0.5115915536880493, 0.11942168325185776, -0.11343421041965485]"
3441,"[0.0062149702571332455, 0.03694313019514084, -0.5100891590118408, -0.9288098216056824, -0.0427606999874115, -0.6124453544616699, -0.5077770352363586, 0.11502499133348465, -0.10857315361499786, -0.6059277057647705]"
3451,"[0.06504331529140472, 0.2410038560628891, 0.25942766666412354, -0.06044076383113861, 0.2650347054004669, -0.435574471950531, -0.26634979248046875, 0.8192782402038574, -0.1228855550289154, -0.8690206408500671]"
3461,"[0.1308649629354477, 0.4819592237472534, -0.09794780611991882, -0.05334753170609474, 0.06376907229423523, -0.14257265627384186, -0.5138357281684875, 0.44940608739852905, 0.6438245177268982, -1.0767853260040283]"
3471,"[-0.17055149376392365, 0.4371873438358307, -0.19959847629070282, -0.16681507229804993, 0.09160428494215012, -0.5004683136940002, -0.6283804178237915, 0.645371675491333, -0.10347334295511246, -0.873447597026825]"
3481,"[0.5566336512565613, 0.5667226314544678, -0.09243655949831009, 0.14020508527755737, 0.27155348658561707, -0.6310120820999146, -0.290220707654953, 0.44804731011390686, 0.013227463699877262, -0.7583843469619751]"
3491,"[0.7416680455207825, 0.3462427258491516, -0.2655716836452484, -0.6399185061454773, -0.0771637037396431, 0.0947800725698471, -0.2328472137451172, 0.7473594546318054, 0.26798468828201294, -0.43450647592544556]"
3501,"[0.31312239170074463, 0.5779919624328613, -0.15825574100017548, -0.3936483860015869, -0.10808118432760239, 0.10682766139507294, 0.10200603306293488, 1.2313220500946045, -0.00674481363967061, -0.7124150395393372]"
3511,"[1.2487841844558716, 0.09982461482286453, -0.8755044341087341, -0.5755560398101807, 0.06688768416643143, 0.10145636647939682, -0.4485814869403839, 0.34887054562568665, -0.2812351882457733, -0.2130759358406067]"
3521,"[0.6492934226989746, 0.6554111838340759, 0.2238602638244629, 0.5822793245315552, -0.019125252962112427, -0.516474723815918, 0.034393202513456345, 0.39552512764930725, 0.5604262351989746, -1.052738904953003]"
