id,post_title,words
107,PHP输出Excel实例代码,php 输出 excel 实例 代码 这里 使用 phpexcel 开源 一个 完整 实例 php require once .. includes function php 提供 sql 注入 检测 函数 inject checkrequire once .. class db php db 操作 自己 扩展 一下 db new db if get show year get show year inject check get show year else echo script location href server request uri script return 查出 开设 预约 班级 学生名单 sql select from bishe student student where bishe student sno student sno if get show year && get show year lagreyear get show year sql and bishe student time get show year 01 01 00 00 00 and bishe student time lagreyear 01 01 00 00 00 sql order by bishe student time asc rs db query sql php 代码 开始 能够 输出 excel 文件 准备 第一步 开头 操作 包括 引入 设定 文件 基本 属性 require once .. excel classes phpexcel php require once .. excel classes phpexcel writer excel5 php 单元格 字母 坐标 colx array aa ab ac ad ae af ag ah ai ak al am an ao ap aq ar as at au av aw ax ay az 创建 一个 处理 对象 实例 objexcel new phpexcel 创建 文件格式 写入 对象 实例 uncomment objwriter new phpexcel writer excel5 objexcel 设置 文档 基本 属性 objprops objexcel getproperties objprops setcreator gbktoutf8 计算机 学院 专业 实践 中心 objprops setlastmodifiedby gbktoutf8 计算机 学院 专业 实践 中心 objprops settitle gbktoutf8 毕业设计 预约 学生 objprops setsubject gbktoutf8 毕业设计 预约 学生 objprops setdescription gbktoutf8 毕业设计 预约 学生 objprops setkeywords gbktoutf8 毕业设计 预约 学生 objprops setcategory gbktoutf8 毕业设计 预约 学生 设置 当前 sheet 索引 用于 后续 内容 操作 一般 只有 使用 多个 sheet 时候 需要 显示 调用 缺省 情况 phpexcel 自动 创建 第一个 sheet 设置 sheetindex objexcel setactivesheetindex objactsheet objexcel getactivesheet 设置 当前 活动 sheet 名称 objactsheet settitle sheet1 设置 宽度 function setwidth index width global objactsheet objactsheet getcolumndimension gbktoutf8 index setwidth width 宽度 设置 for 51 ++ echo colx ind colx setwidth gbktoutf8 ind 11 objactsheet getrowdimension setrowheight 30 objactsheet getrowdimension setrowheight 20 objactsheet getrowdimension setrowheight 16 函数 设置 border function setborder index global objactsheet objactsheet getstyle index getborders gettop setborderstyle phpexcel style border border thin objactsheet getstyle index getborders getleft setborderstyle phpexcel style border border thin objactsheet getstyle index getborders getright setborderstyle phpexcel style border border thin objactsheet getstyle index getborders getbottom setborderstyle phpexcel style border border thin objactsheet getstyle index getalignment sethorizontal phpexcel style alignment horizontal center objactsheet getstyle index getalignment setvertical phpexcel style alignment vertical center objactsheet getstyle index getalignment setwraptext true 设置 function setvalue index value global objactsheet objactsheet setcellvalue index gbktoutf8 value 设置 function setvaluegbk index value global objactsheet objactsheet getcell index setvalueexplicit value phpexcel cell datatype type string 合并 单元格 function merge fc lc global objactsheet objactsheet mergecells fc lc 开始 写入 数据 lastindex 10 objactsheet setcellvalue a1 gbktoutf8 毕业设计 上机 预约 学生 合并 单元格 objactsheet mergecells a1 colx lastindex 设置 样式 objstylea1 objactsheet getstyle a1 objstylea1 getalignment sethorizontal phpexcel style alignment horizontal center objfonta1 objstylea1 getfont objfonta1 setname courier new objfonta1 setsize 18 objfonta1 setbold true rowindexb function showbottomrows xuhao 序号 xuehao xingming 姓名 bishelaoshi 毕设 老师 bishetimu 毕设 题目 phone 电话 email email beizhu 备注 global colx global rowindexb colindexb 分三步 设值 合并 边框 序号 setvalue colx colindexb rowindexb xuhao merge colx colindexb rowindexb colx colindexb rowindexb colindexb colindexb setvalue colx colindexb rowindexb xuehao merge colx colindexb rowindexb colx colindexb rowindexb colindexb colindexb 姓名 setvalue colx colindexb rowindexb xingming merge colx colindexb rowindexb colx colindexb rowindexb colindexb colindexb 毕设 老师 setvalue colx colindexb rowindexb bishelaoshi merge colx colindexb rowindexb colx colindexb rowindexb colindexb colindexb 毕设 题目 setvalue colx colindexb rowindexb bishetimu merge colx colindexb rowindexb colx colindexb rowindexb colindexb colindexb 电话 setvalue colx colindexb rowindexb phone merge colx colindexb rowindexb colx colindexb rowindexb colindexb colindexb email setvalue colx colindexb rowindexb email merge colx colindexb rowindexb colx colindexb rowindexb colindexb colindexb 备注 setvalue colx colindexb rowindexb beizhu merge colx colindexb rowindexb colx colindexb rowindexb colindexb colindexb for xx xx lastindex xx ++ setborder colx xx rowindexb rowindexb ++ showbottomrows 表格 头部 结束 第一步 结束 第二步 可以 开始 打印 数据 下面 主要 函数 里面 order while row db getrows rs showbottomrows order ++ row sno row sname row bishe teacher row bishe title row bishe phone row bishe email 刷新 border for lastindex ++ objstylea3 objactsheet getstyle a3 objstylea3 getborders gettop setborderstyle phpexcel style border border thin objstylea3 getborders getleft setborderstyle phpexcel style border border thin objstylea3 getborders getright setborderstyle phpexcel style border border thin objstylea3 getborders getbottom setborderstyle phpexcel style border border thin objstylea3 getalignment sethorizontal phpexcel style alignment horizontal center objstylea3 getalignment setvertical phpexcel style alignment vertical center objactsheet duplicatestyle objstylea3 a3 colx lastindex mysql num rows result stulist objactsheet duplicatestyle objstylea3 a3 colx lastindex db getrowsnum rs cancel time date ymdhis outputfilename cancel time bisheyuyuestudentlist xls 文件 objwriter save .. temp outputfilename header content type application octet stream header content disposition inline filename get show year 毕业设计 上机 预约 学生 xls readfile .. temp outputfilename echo script language javascript location href server request uri script cdata syntaxhighlighter config clipboardswf http crazyant net js code clipboard swf syntaxhighlighter all
109,java环境变量配置,java 环境变量 配置 安装 jdk 安装 过程 可以 自定义 安装 目录 信息 例如 我们 选择 安装 目录 java jdk1.5 08 安装 完成 右击 电脑 点击 属性 选择 高级 选项卡 点击 环境变量 系统 变量 设置 属性 java home path classpath 大小写 无所谓 存在 点击 编辑 存在 点击 新建 java home 指明 jdk 安装 路径 就是 刚才 安装 时所 选择 路径 java jdk1.5 08 路径 包括 lib bin jre 文件夹 变量 最好 设置 因为 以后 运行 tomcat eclipse 需要 变量 path 使得 系统 可以 任何 路径 识别 java 命令 java home% bin java home% jre binclasspath java 加载 class or lib 路径 只有 classpath java 命令 才能 识别 java home% lib dt jar java home% lib tools jar 要加 表示 当前 路径 java home% 就是 引用 前面 指定 java home 开始 运行 键入 cmd 键入 命令 java version java javac 几个 命令 出现 画面 说明 环境变量 配置 成功 收工 下面 开始 第一个 java 程序 下面 讲讲 java 几个 环境变量 含义 linux 配置 方法 通常 我们 需要 设置 三个 环境变量 java home path classpath java home 环境变量 就是 java 所在 目录 一些 java 软件 一些 java 工具 需要 用到 变量 设置 path classpath 时候 可以 使用 变量 方便 设置 path 指定 一个 路径 列表 用于 搜索 可执行文件 执行 一个 可执行文件 如果 文件 不能 当前 路径 找到 依次 寻找 path 一个 路径 直至 找到 或者 path 路径 不能 找到 报错 java 编译 命令 javac 执行命令 java 一些 工具 命令 javadoc jdb 安装 路径 bin 目录 因此 我们 应该 路径 添加 path 变量 classpath 指定 一个 路径 列表 用于 搜索 java 编译 或者 运行 需要 用到 classpath 列表 除了 可以 包含 路径 可以 包含 jar 文件 java 查找 时会 这个 jar 文件 当作 一个 目录 进行 查找 通常 我们 需要 jdk 安装 路径 jre lib rt jar linux jre lib rt jar 包含 classpath path classpath 指定 路径 列表 列表 各项 各个 路径 之间 使用 分隔符 分隔 windows 分隔符 分号 linux 分隔符 冒号 分别 说明 三个 环境变量 windows linux 如何 设置 不过 在此之前 我们 需要 做个 假设 假设 jdk windows 安装 路径 jdk linux 安装 路径 usr local jdk 那么 安装 jdk 至少 包括 如下 内容 jdk usr local jdk -- bin -- demo -- include -- jre -- bin -- lib -- lib windows 设置 windows 使用 set 命令 设置 环境变量 为了 一次 启动 计算机 设置 这些 环境变量 应该 系统盘 根目录 autoexec bat 文件 进行 设置 set java home jdkset path java home% bin windows windows commandset classpath java home% jre lib rt jar 有些 版本 windows 不能 变量名 替换 环境变量 内容 那么 只好 直接 jdk 不是 java home% 另外 windows windows command windows 自动 加入 路径 所以 可以 设置 去掉 如果 autoexec bat 已经 设置 path 需要 java home% bin 原来 设置 path 那条 语句 就行了 classpath 可以 根据 需要 设置 或者 加入 其它 路径 比如 自己 一些 放在 java 可以 java 添加 classpath set classpath java home% jre lib rt jar java classpath 包含 一个 当前目录 包含 目录 可以 任意 目录 下去 执行 需要 用到 目录 某个 java 程序 即使 路径 并未 包含 classpath 可以 原因 简单 虽然 没有 明确 路径 包含 classpath classpath 此时 代表 路径 假设 java 目录 下有 运行 hellojava class 那么 set classpath jdk jre lib rt jar 设置 classpath 环境变量 注意 最后 一个 cd java java 目录 java java hellojava 运行 hellojavahello java 运行 结果
111,AJAX中文乱码PHP完美解决(IE和Firefox兼容),ajax 中文 乱码 php 完美 解决 ie firefox 兼容 最近 一个 项目 遇到 ajax 中文 乱码 问题 经过 一个 下午 努力 终于 完美 解决 现将 心得 下来 希望 那些 困绕 这个 问题 头痛 不已 人们 有所 帮助 众所周知 使用 ajax 传送 接收 中文 参数 如果 客户端 服务器 相应 处理 出现 乱码 问题 网上 相应 文章 不少 但是 情况 从中 符合 自己 理想 答案 今天 就是 网上 很多 但是 差不多 asp jsp 比较 php 所以 最后 找到 自己 满意 答案 ajax 中文 乱码 可以 大概 分为 两中 第一种 服务器端 发送 中文 参数 xmlhttp open get post url true 服务 器端 接收 乱码 这个 今天 遇到 问题 处理 之前 ie 正常 但是 firefox 里面 出现 乱码 接收 参数 输出 一个 没有 发现 什么 问题 郁闷 然后 查询 语句 输出 观察 这里 数据库 查出 参数 相关 东西 终于 发现 问题 ie firefox 参数 一样 虽然 汉字 一样 但是 前后 连接 细小 区别 于是 认定 编码 问题 网上 查找 相关 资料 没能 解决问题 但是 得到 一些 启示 ajax 发送数据 采用 utf 编码 方式 发送 所以 服务器端 进行 编码 转换 这里 页面 采用 gb2312 编码 如果 采用 utf 的话 应该 不会 这步 问题 所以 服务器端 进行 utf gb2312 str iconv utf gb2312 str 然后 测试 firefox 顺利 解决 问题 以为 公告 可是 ie 测试 发现 ie 出现 问题 服务器端 接收 参数 没值 这下 郁闷 看到 发送 设置 setrequestheader content type application www form urlencoded 找到 问题所在 然后 发送 那里 进行 参数 编码 geturl encodeuri geturl geturl encodeuri geturl 两次 可以 写成 geturl encodeuri encodeuri geturl xmlhttp open get geturl true 然后 服务器端 进行 url 解码 str urldecode str 解码 str iconv utf gb2312 str 编码 转换 注意 解码 必须 编码 转换 前面 不然 得不到 正确 保存 测试 ie firefox 正常 第二种 就是 服务器端 客户端 输出 中文 出现 乱码 问题 网上 答案 比较 解决 为了 避免 各位 查找 这里 copy 原因 ajax 接收 responsetext responsexml 时候 按照 utf 格式 解码 如果 服务器 发送 数据 不是 utf 格式 那么 接收 responsetext responsexml 可能 乱码 解决办法 服务器 指定 发送数据 格式 jsp 文件 response setcontenttype text text charset utf 返回 txt 文本文件 或是 response setcontenttype text xml charset utf 返回 xml 文件 php header content type text html charset gb2312 asp response charset gb2312 jsp response setheader charset gb2312 本文 转自 网络
113,phpmyadmin无法加载mcrypt的解决方法,phpmyadmin 无法 加载 mcrypt 解决 方法 无法 加载 mcrypt 外链 英语 扩展 检查 php 配置 很多 朋友 运行 phpmyadmin 程序 见到 这样 提示 无法 加载 mcrypt 外链 英语 扩展 检查 php 配置 那么 遇到 这样 问题 应当 怎么 解决 下面 我们 一点一点把 这个 问题 解决 无法 载入 mcrypt 扩展 检查 php 配置 出现 以下 几种 情况 可能 造成 运行 phpmyadmin 程序 提示 无法 载入 mcrypt 扩展 br 检查 php 配置 错误 提示 没有 正确 安装 mysql 数据库 系统 服务 mysql 相关 服务 没有 启动 查看 正确 安装 mysql 方法 系统 system32 windows system32 目录 缺少 libmcrypt dll 文件 解决 方法 找到 php 目录 libmcrypt dll libmcrypt dll 复制到 windows system32 目录 然后 重新启动 web 服务 windows 目录 php ini 文件 没有 extension php mcrypt dll 前面 一个 所以 不能 使用 相应 功能 解决 方法 打开 php ini 文件 找到 extension php mcrypt dll 改成 extension php mcrypt dll 去掉 前面 生效 mysql 目录 没有 读取 权限 正确 目录 权限 如下 administrator 完全 控制 system 完全 控制 user 读取 运行 其他 用户 权限 全部 删除 保留 安全性 不高 建议 删除 然后 重启 mysql 服务 web 服务 建议 修改 此项 重启 一下 服务器 试过 所有 办法 之后 还是 不行 其实 还有 一步 网上 很少 解决办法 winxp iis php5 mysql5 电脑 右键 属性 高级 环境变量 系统 变量 新建 phprc php php 什么 目录 就是 什么 文章 来源于 网络
115,删除记录之前-切记要检查是不是存在该记录,删除 记录 之前 切记 检查 是不是 存在 记录 删除 一条 记录 一定 检查 记录 是不是 存在 如果 空值 可能 删掉 整个 2010 11 04 教训 用户 因为 网速慢 三次 同一个 删除 按钮 结果 数据库 一个 清空 原因 第一次 删掉 第二次 数据库 已经 存在 该值 结果 整个 表删 代码 如此 严谨 检讨
117,项目经历2-电子台账系统,项目 经历 电子 台账 系统 电子 台账 系统 开发 日期 2010 10 10 2010 10 18 主要 设计 以下 几个 方面 无限 分类 数据库 设计 数据库 文档 系统 同步 通过 数据库 数据 读取 文件 地址 获得 文件 路径 目录 超级 管理员 二级 管理员 普通用户 用户 管理 涉及 搜索 功能 关键字 分类 搜索 文件 管理 功能 登陆 日志 记录 管理 一个 选课 系统 这次 开发 发现 非常 快速 得到 老大 赏识 感觉 非常 每天 选课 系统 那样 起早贪黑 不过 充实 学生 阶段 没有 虚度 沉迷于 程序 逻辑 界面 美观 设计 之中 知道 是不是 值得 知道 简单 web 开发 值不值得 这么 不过 程序 相通 我要 一直 下去 小钱 重要 以后 经历 人生 添彩 感谢 女朋友 支持 没有 怨言 没有 时间 感谢 老大 关照 这个 系统 一次 体会 coding 乐趣 满足 老大 还给 数目 不算 非常 开心 感谢 宿舍 兄弟 每天 以后 有时候 注意 键盘 大声 有空 一定 他们 吃个 陪下罪 感谢 王老师 感谢 老师 他们 选课 系统 真正 项目 开发 上面 提升 没有 他们 机会 没有 这次 神速 完工 呵呵 好像 自己 不过 乙方 可能 满意 这个 不好 那个 不怕 什么 毕竟 一个 星期 这么 多钱 做点 实事 谢谢你们 需求 动力 呵呵 研一 发现 大家 本科 一样 大家 心思 就是 学习 实践 项目 不能 本科 一样 浑浑噩噩 过日子 即使 很累 一定 收获 一定 经历
119,日期选择控件-date_input,日期 选择 控件 date input 一款 jquery 插件 date input script language javascript src .. .. jquery 1.4 js script script type text javascript src jquery date input js script link rel stylesheet href date input css type text css script language javascript function my specific input date input button prev css cursor hand css cursor pointer button next css cursor hand css cursor pointer script input type text id my specific input 美观大方 十分 方便
122,PHP只下载不打开文件,php 下载 打开 文件 转自 http hi baidu com ssfnadn blog item b57b3394eeec0117d21b7018 html 由于 现在 浏览器 已经 可以 识别 格式 txt 文档 格式 所以 如果 只是 txt 文档 一个 文字 链接 的话 可能 只是 打开 一个 新窗口 显示 txt 文件 内容 不能 实现 点击 下载 目的 当然 这个 问题 解决办法 可以 txt 文件 改名 浏览器 认识 文件 比如 rar 这样的话 点击 浏览器 认识 只好 用户 下载 下面 这个 文件 就是 通过 设置 header 设置 文档 格式 实现 点击 下载 目的 页面 传来 两个 变量 file filename 页面 传递 过来 文件 点击 可以 下载 php file get file 下载 文件 文件 目录 filename get filename 这个 只是 文件 名字 header content type application force download header content disposition attachment filename filename readfile file cdata syntaxhighlighter config clipboardswf http crazyant net js code clipboard swf syntaxhighlighter all 首先 设置 content type application force download 强制 下载 接着 第二个 header 函数 设置 下载 文件 注意 这里 filename 包含 路径 文件名 这个 filename 将来 就是 点击 下载 后弹 对话框 里面 文件名 最后 就是 readfile 文件 输出 浏览器 这样 实现 文件 下载
124,Javascript trim()函数实现,javascript trim 函数 实现 javascript 我们 需要 用到 trim 地方 很多 但是 javascript 没有 独立 trim 函数 或者 方法 可以 使用 所以 我们 需要 自己 写个 trim 函数 实现 我们 目的 方案 原型 方式 调用 obj trim 形式 方式 简单 使用 方面 广泛 定义 方式 如下 script language javascript 删除 左右两端 空格 string prototype trim function return this replace 删除 左边 空格 string prototype ltrim function return this replace 删除 右边 空格 string prototype rtrim function return this replace script cdata syntaxhighlighter config clipboardswf http crazyant net js code clipboard swf syntaxhighlighter all 使用 示例 如下 script type text javascript alert document getelementbyid abc value trim alert document getelementbyid abc value ltrim alert document getelementbyid abc value rtrim script 方案 工具 方式 调用 trim obj 形式 方式 可以 用于 特殊 处理 需要 定义 方式 如下 script type text javascript 删除 左右两端 空格 function trim str return str replace 删除 左边 空格 function ltrim str return str replace 删除 右边 空格 function rtrim str return str replace script cdata syntaxhighlighter config clipboardswf http crazyant net js code clipboard swf syntaxhighlighter all 使用 示例 如下 script type text javascript alert trim document getelementbyid abc value alert ltrim document getelementbyid abc value alert rtrim document getelementbyid abc value script cdata syntaxhighlighter config clipboardswf http crazyant net js code clipboard swf syntaxhighlighter all
126,PHP获取IP的多种方式解析,php 获取 ip 多种 方式 解析 转自 http developer.51 cto com art 200911 164514 htmphp 获取 ip 方法 许多种 我们 今天 大家 总结 六种 方法 希望 通过 六种 方法 学习 能够 加深 我们 php 语言 进一步 了解 巩固 我们 掌握 知识 php 获取 ip 方法 php echo br php function getip if empty server http client ip cip server http client ip else if empty server http forwarded for cip server http forwarded for else if empty server remote addr cip server remote addr else cip 无法 获取 return cip echo br cdata syntaxhighlighter config clipboardswf http crazyant net js code clipboard swf syntaxhighlighter all php 获取 ip 方法 php echo br error reporting error warning parse if http server vars http forwarded for ip http server vars http forwarded for elseif http server vars http client ip ip http server vars http client ip elseif http server vars remote addr ip http server vars remote addr elseif getenv http forwarded for ip getenv http forwarded for elseif getenv http client ip ip getenv http client ip elseif getenv remote addr ip getenv remote addr else ip unknown echo ip地址 ip br cdata syntaxhighlighter config clipboardswf http crazyant net js code clipboard swf syntaxhighlighter all php 获取 ip 方法 php echo br iipp server remote addr echo iipp echo br cdata syntaxhighlighter config clipboardswf http crazyant net js code clipboard swf syntaxhighlighter all php 获取 ip 方法 php echo br php user ip server http via server http forwarded for server remote addr user ip user ip user ip server remote addr echo user ip br cdata syntaxhighlighter config clipboardswf http crazyant net js code clipboard swf syntaxhighlighter all php 获取 ip 方法 php echo br function get real ip ip false if empty server http client ip ip server http client ip if empty server http forwarded for ips explode server http forwarded for if ip array unshift ips ip ip false for count ips ++ if eregi 10 172 16 192 168 ips ip ips break return ip ip server remote addr echo get real ip echo br cdata syntaxhighlighter config clipboardswf http crazyant net js code clipboard swf syntaxhighlighter all php 获取 ip 方法 php echo br if getenv http client ip onlineip getenv http client ip elseif getenv http forwarded for onlineip getenv http forwarded for elseif getenv remote addr onlineip getenv remote addr else onlineip http server vars remote addr echo onlineip echo br cdata syntaxhighlighter config clipboardswf http crazyant net js code clipboard swf syntaxhighlighter all
128,PHP删除无限分类并同时删除它下面的所有子分类的方法,php 删除 无限 分类 同时 删除 下面 所有 分类 方法 转帖 今天 晚上 时候 一个 以前 学员 网上 怎么 删除 一个 无限 分类 时候 同时 删除 下面 所有 分类 代码 稍微 整理 一下 发出 放在 php 学员 问答 里面 方便 以后 查看 act isset get act trim get act if act del sort id isset get id intval get id sort ids sort id childrenids getchildrenids sort id if empty childrenids sort ids childrenids sql delete from article sort where sort id in sort ids res mysql query sql if res alert 删除 成功 exit else alert 删除 失败 exit cdata syntaxhighlighter config clipboardswf http crazyant net js code clipboard swf syntaxhighlighter all getchildrenids 这个 函数 以前 已经 出来 清楚 参考 自定义 函数 获取 无限 分类 id 子类 id 自定义 函数 获取 无限 分类 id 子类 id 获取 无限 分类 id 下面 子类 id sort id sort id getchildrenids sort id sql .. where sort id in sort id function getchildrenids sort id global db ids sql select from db table article sort where parent id sort id res db query sql if res while row db fetch assoc res ids row sort id ids getchildrenids row sort id return ids cdata syntaxhighlighter config clipboardswf http crazyant net js code clipboard swf syntaxhighlighter all
130,PHP-非常好用的文件操作类,php 非常 好用 文件 操作 php 本类 文件 操作 实现 文件 建立 写入 删除 修改 复制 移动 创建 目录 删除 目录 列出 目录 文件 功能 路径 后面 别忘了 author 路人 copyright myself link url http www phpr cn www phpr cn url class fileoperate var path 文件 路径 var name 文件名 var result 文件 操作 结果 方法 用来 path 目录 创建 name 文件 param string path param string name function creat file path name 建立 文件 filename path name if file exists filename echo 文件 已经 存在 请换个 文件名 else if file exists path touch name rename name filename echo 文件 建立 成功 br else echo 目录 存在 检查 方法 删除 path 路径 name 文件 param string type path param string type name function del file path name 删除 文件 filename path name if file exists filename echo 文件 存在 确认 路径 是否 正确 else if unlink filename echo 文件 删除 成功 else echo 文件 删除 失败 方法 filename 文件 重命名 newname 文件 param string type filename param string type newname function rename file filename newname 文件 目录 更名 path pathinfo filename dir path dirname 得到 文件 路径 newfilename dir newname if file exists filename 判断 文件 是否 存在 result rename filename newfilename if result true echo 文件 更名 成功 else echo 文件 更名 失败 else echo 文件 存在 方法 用来 列出 目录 文件 目录 switch 字母 顺序 列出 所有 目录 文件 switch 列出 目录 switch 列出 文件名 param string type path param int type switch function list filename path switch 列出 文件 目录名 if file exists path dir scandir path if switch 如果 switch 字母 顺序 列出 所有 目录 文件 for count dir ++ if dir and dir .. echo dir br if switch switch 列出 目录 for count dir ++ is dir path dir if dir and dir .. and true echo dir br if switch switch 列出 文件名 for count dir ++ is dir path dir if dir and dir .. and false echo dir br 方法 path 目录 创建 名为 dirname 目录 param string type path param string type dirname function creat dir path dirname 创建 目录 if file exists path result mkdir path dirname if result echo 目录 建立 成功 else echo 目录 建立 失败 else echo 路径 存在 重新 输入 方法 删除 pathname 目录 包括 目录 所有 文件 子目录 param string type pathname function del dir pathname 删除 目录 目录 所有 文件夹 文件 if is dir pathname exit 输入 不是 一个 目录 检查 handle opendir pathname while fileordir readdir handle false if fileordir && fileordir .. is dir pathname fileordir this del dir pathname fileordir unlink pathname fileordir if readdir handle false closedir handle rmdir pathname php op new fileoperate op creat file user files aa3 txt op del file user files aa3 txt op rename file user files aa3 txt 测试 文件 txt echo br op list filename user files op creat dir user files 新建 目录 op del dir user files 新建 目录
132,屏幕取色工具,屏幕 取色 工具 屏幕 取色 工具 mezer tools v1.9 6.2 填写 web 开发 必备 工具 取色 屏幕 直尺 名字 叫做 mezer tools
134,网上选课系统-进度,网上 选课 系统 进度 开始 一些 时间 记不清 不过 因为 过去 时间 觉得 必要 小小 总结 一下 系统 名称 网上 选课 系统 开发方式 php mysql 具体 经历 2009 年末 没有 结束 紧张 考研 时候 学校 公布 网上 选毕设 通知 网上 记得 当天 三楼 一起 自习 几个 同学 mu zhou lin guo wang 回到 宿舍 选课 当天 经过 一个 一个 查看 一个 觉得 基于 web 网上 选课 系统 2010 来学 第二周 老师 老师 大致 几个 毕设 同学 介绍 情况 大家 好好 不过 说明 不好 呵呵 老师 第二周 开始 对系统 总体设计 主要 功能 一个 框图 还有 列表 拿给 老师 老师 不错 给出 改进 意见 两周 完善 功能 流程图 老师 老师 非常 的话 这个 可以 实际 使用 好好 之后 两次 功能 一步 一步 完善 等到 中旬 老师 代码 快到 答辩 时间 之后 一直 311 代码 每天 老师 经常 来看 见到 王老师 两个 老师 一起 需求 答辩 老师 王老师 过来 可以 毕业 答辩 得个 这个 软件 可能 准备 暑假 继续 同时 很多 鼓励 感觉 信心 满满 答辩 结束 老师 过去 已经 申请 这个 软件 开发 经费 好好 暑假 在家 一点 10 来学 做到 20 新学期 开学 这个 软件 暑假 回去 主要 玩玩 游戏 看看 小说 后来 android 不过 代码 很少 然后 大概 12 山东 女朋友 回来 多少 -- 以下 近期 比较清楚 -- 10 按照 放假 王老师 10 回到 西安 12 入住 新区 320 开始 开发 11 之后 每天 有时 开发 14 小时 以上 软件 逐步完善 12 时不时 老师 王老师 添加 功能 心态 良好 代码 巨大 13 20 经过 紧张 几次 调试 忐忑不安 系统 当时 数据 问题 原因 测试 时候 改变 数据库 数据 上线 改过来 qudingdign 同学 第一个 使用 系统 记住 14 20 现在 28 一直 系统 完善 包括 后台 管理员 补选 超级 管理员 设置 普通 管理员 删除 限制 等等 随着 30 研究生 开学 日期 临近 老师 遇到 问题 并且 不时 一些 觉得 不必要 功能 自己 心态 稍微 有点 变化 好像 碰到 自己 心理 舒适 区域 有时 老师 问题 心里 不适 不过 坚持 下来 觉得 其实 就是 真实 工作 老师 客户 客户 衣食父母 上帝 还是 按照 他们 需来 进行 开发 因此 代码 需求 进行 自己 心态 磨练 15 今天 现在 2010 08 28 下午 18 17 超级 管理员 模块 具有 级联 删除 几个 主要 功能 突然 这个 称为 项目 软件 一手 需求 分析 设计 代码 测试 流程 下来 经历 历程 就要 结束 之后 可能 还有 问题 bug 解决 不过 感觉 已经 结束 时候 经过 这次 经历 感觉 自己 php 开发 mysql 数据库 ajax javascrpt 插件 feckeditor phpexcel 分页 等等 得到 快速 掌握 尤其 遇到 问题 直接 上网 答案 快速 解决问题 能力 很大 提升 自己 提升 极大 并且 同时 对系统 美化 过程 页面 设计 水平 有所提高 呵呵 这是 一次 锻炼 机会 抓住 这个 机会 自己 感到 骄傲 老师 几天 给我发 补助 高兴 不管 人生 第一笔 自己 实力 感到 兴奋 快乐 充满 人生 一步 信心 学习 努力 奋斗 我会 越来越 实力 生活 越来越 美好
136,php实现当前用户在线人数,php 实现 当前 用户 在线 人数 本文 转自 http www php100 com html webkaifa php phpyingyong 2010 0508 4462 html 原理 根据 不同 ip 统计 当前 多少 在线 实现 方式 可以 数据库 可以 文本 这里 文本 实现 php date 2010.04 07 author 华夏 之星 php100 com blog http hi baidu com woaidelphi blog user online count php 保存 人数 文件 touch user online 如果 没有 文件 创建 timeout 30 30 动作 认为 掉线 user arr file get contents user online user arr explode rtrim user arr print user arr temp array foreach user arr as value user explode trim value if user getenv remote addr && user time 如果 不是 用户 ip 时间 没有 超时 放入 数组 array push temp user user array push temp getenv remote addr time timeout 保存 用户 信息 user arr implode temp 写入 文件 fp fopen user online flock fp lock ex flock 不能 nfs 以及 其他 一些 网络 文件系统 正常 工作 fputs fp user arr flock fp lock un fclose fp echo 当前 count temp 在线 cdata syntaxhighlighter config clipboardswf http crazyant net js code clipboard swf syntaxhighlighter all
