userId,movieId
142,34 36 47 50 150 161 225 281 296 337 344 356 364 367 377 380 440 457 474 508 527 588 590 593 595
143,356 1721 2144 2706 3793 4306 4447 5066 6155 6332 6377 6593 6619 6944 7169 7293 7444 8533 8827 31433 47122 59421 68954 69069 69122 69757 70183 78499 81847 87232 101142 103141 103335 103606 106696
144,17 32 47 48 110 163 223 253 288 296 337 356 357 364 475 552 588 590 593 733 778 1028 1035 1059 1079 1094 1193 1291 1393 1407 2081 2115 2329 2571 2706 2762 2858 2959 3147 3578 3996 4014 4226 4306 4973 4993 5618 5952 6377 6539 6953 7034 7153 8360 8368 8873 27416
145,1 50 111 161 296 588 590 595
146,32 830 2085 2688 3499 3686 7293 30803 47610
147,5 163 225 466 552 555 1234 1376 1396 1639 2699
148,356 4308 4896 5816 8368 30816 31658 40629 40815 44191 54001 60069 68954 69844 72998 79702 81834 81847 88125 89745 98243 98491 108932 110102 116797 122882 134853 152081 160718
149,32 260 316 541 610 741 750 788 1097 1210 1214 1240 1253 1334 1356 1391 1527 1676
150,6 25 32 36 52 141 608 648 733 780 805 1356
151,1 9 62 95 102 104 216 609 631 673 719 736 743 747 765 785 786 788 799 802 813 837 840 852 879 1047 1073 1265 1359 1405 1409 1429 1432
152,47 50 111 296 527 541 593 608 750 858 904 908 1193 1203 1207 1213 1221 1234 2329 2571 2858 2959 6016 7156 7361 27773 44555 57669 58559 61323 64620 64716 64839 69481 72011 72226 77455 85774 86504 86781 88129 89492 96829 115713
153,1246 1271 1682 1704 3186 3949 4014 4226 4878 4973 5992 7147 7265 7361 8784 36535 40819 44191 46578 55247 56367 56715 88810 89904 94959 105355 105844 106100 106920 109374 112290 140174 158966 168492 180095
154,356 1097 1704 4896 68954 69844 71264 72998 76093 77561 79132 81834 89745 96610 98243 106002 108932 109487 110102 112852 114662 115617 119145 122892 122900 122904 152081 164179
155,260 333 432 1200 1580 1883 1911 1917 1923 2028 2355 2502 2628 2724 2879 2959 3052 3175 3286 3354 3555 3578 3615 3744 3745 3793
156,1 17 21 25 34 45 50 58 111 150 154 223 235 288 296 318 417 425 529 537 541 562 593 597 608 661 750 764 778 800 848 858 866 869 898 904 905 908 910 912 913 919 922 923 924 930 933 936 945 947 969 999 1035 1060 1077 1079 1084 1089 1094 1136 1172 1179 1193 1198 1199 1204 1206 1207 1208 1212 1213 1217 1219 1221 1222 1224 1225 1230 1234 1237 1238 1244 1247 1248 1251 1252 1256 1263 1265 1267 1276 1284 1288 1289 1292 1299 1354 1358 1394 1408 1596 1617 1641 1683 1684 1704 1729 1836 1923 1960 1961 1965 1966 2019 2067 2076 2087 2130 2131 2186 2202 2239 2289 2300 2321 2349 2360 2369 2384 2396 2406 2511 2599 2692 2712 2732 2734 2764 2779 2858 2917 2941 2997 3019 3022 3030 3060 3072 3088 3089 3096 3099 3134 3152 3160 3175 3176 3200 3224 3317 3341 3408 3418 3467 3468 3473 3481 3492 3503 3504 3506 3507 3556 3629 3741 3873 3897 4027 4029 4226 4378 4914 4973 4979 5013 5060 5577 5637 5712 5788 5902 5991 6218 6296 6297 6299 6377 6460 6509 6539 6666 6684 6711 6791 6953 6957 7008 7063 7089 7137 7285 7396 8128 8228 26313 31038
157,527 785 1270 1961 2490 2683 2959 2987 3298 3752
158,327 2428 2490 2826 3301 6502 27674 53000 55391 66320
159,1 150 318 356 587 597 1088 1197 1265 1307 1704 2858 3114 4246 4306 4886 5299 6373 6377 6942 7143 8360 8533 30707 45720 47099 56367 64957 64969 65230 69757 72641 72998 74946 78499 89774 97304 104374 140110 157296 166643
160,1 2 32 34 47 50 76 85 110 111 150 198 260 288 296 353 364 367 466 527 541 551 589 592 594 596 608 653 661 718 748 778 839 849 858 903 904 924 1019 1022 1028 1059 1090 1175 1183 1186 1196 1199 1208 1210 1213 1221 1222 1240 1242 1270 1277 1288 1307 1320 1339 1391 1411 1446 1483 1590 1627 1653 1678 1713 1734 1748 1994 1997 2000 2002 2003 2011 2012 2018 2023 2028 2078 2081 2087 2118 2313 2314 2324 2325 2387 2427 2455 2571 2640 2710 2716 2717 2762 2769 2791 2840 2858 2916 2959 2985 2987 2997 3034 3081 3083 3147 3160 3213 3328 3355 3357 3386 3408 3527 3578 3593 3616 3683 3697 3698 3703 3704 3751 3785 3858 3868 3910 3948 3994 3996 4011 4021 4033 4034 4055 4246 4306 4370 4381 4450 4735 4979 5445 5502 5991 5992 6591 7153
161,1 48 252 318 745 899 1093 1148 1223 1234 1289 2135 2617 3429 3481 3751 4270 4571 4980 5643 7247 38038 47610 52287
162,16 17 31 36 50 62 145 150 153 224 261 266 272 277 280 292 318 356 381 508 509 515 527 534 590 592 608 783 802
163,1588 1608 1625 1704 1784
164,110 480 589 780 1036 1047 1097 1101 1196 1198 1200 1201 1210 1240 1291 1356 1580 2115 2640 3404 3527 3578 3639 3654 3996 4440
165,110 249 368 377 480 592 908 1127 1196 1197 1198 1291 2019 2194 2353 2571 3256 3996 4085 4963 5218 5377 5418 5444 5445 5466 5502 5902 5952 5989 5991 6188
166,1 10 17 32 47 50 260 293 296 318 353 356 527 588 593 608 778 858 923 1036 1089 1097 1193 1196 1197 1198 1206 1210 1214 1221 1225 1234 1245 1247 1249 1258 1265 1276 1291 1466 1500 1580 1617 1682 1704 1961 2028 2115 2167 2324 2329 2353 2571 2762 2858 2947 2951 2959 2997 3000 3114 3147 3160 3213 3468 3481 3681 3949 4011 4022 4027 4226 4306 4865 4878 4886 4963 4973 5219 5349 5418 5445 5464 5618 5673 5690 5952 5989 6333 6377 6502 6711 6874 6942 7090 7132 7143 7153 7361 7373 7438 8360 8636 8665 8784 8798 8950 8961 26662 30749 31696 32587 33166 33493 33794 34162 35836 37733 39292 44191 45499 46530 46578 46976 47644 47999 48516 48774 49272 49530 51080 51662 51935 54001 54272 54286 54997
167,104 150 180 223 260 318 353 671 720 745 778 1073 1136 1148 1196 1197 1198 1210 1215 1220 1278 1291 1527 1639 1732 1748 1967 2083 2140 2231 2413 2502 2791 3052 3087 3275 3396 3397 3552 3751 3793 4011 4016 4306 4678 4886 4896 4963 4993 5014 5146 5218 5349 5418 5650 5816 5952 6283 6333 6539 6857 7147 7153 7842 8360 8368 8376 8636 8874 8961 33794 34405 38038 40815 41566 44191
168,111 265 296 342 356 596 608 745 750 805 858 903 908 912 913 923 953 1086 1089 1148 1172 1193 1201 1203 1207 1208 1209 1212 1213 1219 1221 1222 1225 1233 1244 1247 1248 1252 1262 1263 1269 1276 1302 1304 1617 1729 1927 1950 2019 2076 2657 2858 2890 2997 3030 3152 3334 3362 3363 3462 3543 3681 3730 3788 4406 5291 6016 6662 7156 7256 7333 7934 8128 8228 8949 26078 26131 30749 33564 44555 48738 55820 57669 68157 71033 85354 85881
169,1 2 3 5 7 11 34 60 62 73 104 150 185 231 277 317 318 333 339 356 364 377 440 457 480 500 524 527 539 586 588 594 595 597 637 661 719 736 783 788 852 899 914 918 919 934 953 1022 1028 1035 1042 1073 1083 1088 1097 1136 1197 1220 1246 1265 1270 1282 1288 1302 1307 1380 1393 1407 1416 1487 1517 1569 1663 1682 1721 1777 1911 1923 1947 1961 1962 2011 2012 2017 2028 2058 2081 2084 2087 2321 2394 2501 2502 2565 2571 2581 2628 2683 2706 2710 2724 2762 2791 2792 2795 2804 2942 3033 3114 3147 3159 3160 3247 3287 3301 3408 3421 3448 3534 3536 3552 3594 3755 3791 3809 3911 3916 3948 3967 3988 4018 4022 4025 4039 4054 4069 4193 4246 4306 4308 4310 4373 4639 4718 4728 4799 4823 4857 4880 4886 4890 4896 4936 4951 4963 4975 4992 4993 4994 4995 5014 5103 5151 5218 5222 5267 5299 5349 5377 5378 5400 5415 5444 5445 5464 5472 5481 5502 5620 5785 5816 5873 5941 5943 5945 5952 5957 5989 5991 5995 6155 6188 6218 6266 6331 6339 6345 6365 6373 6377 6539 6565 6568 6586 6711 6765 6936 6944 7060 7080 7143 7147 7153 7317 7318 7375 7381 7614 8008 8360 8529 8641 8783
170,34 48 110 161 168 208 266 282 318 339 356 377 500 539 553 587 590 593 597
171,1 25 29 32 36 47 81 111 141 163 176 235 260 290 296 317 318 380 428 475 485 500 541 551 555 592 593 596 608 661 707 714 720 742 761 780 784 800 801 802 828 858 861 869 903 919 994 1025 1051 1073 1079 1080 1089 1104 1136 1148 1151 1193 1196 1197 1198 1201 1208 1210 1214 1220 1225 1246 1259 1270 1276 1291 1304 1367 1391 1454 5060
172,277 527 593 1125 1210 1270 1347 2005 2072 2762 2770 3087 3578 7438
173,17 141 150 171 329 356 357 480 500 527
174,11 34 39 150 185 236 253 282 292 316 333 337 344 349 350 368 440 454 457 474 480 520 539 553 587 588 589 590 592 597 648 736
175,2300 3594 3791 3969 7169 8643 8911 32289 38388 44613 45880 47382 56949 58107
176,10 47 110 150 161 165 168 231 316 318 329 349 368 377 380 383 434 454 457 471 553 589 590 593 733 780
177,1 39 47 50 150 154 253 262 296 317 318 339 344 356 362 364 500 520 527 551 588 593 594 595 597 608 616 648 736 750 837 858 898 899 902 903 904 905 906 909 910 911 912 914 915 916 918 919 922 926 928 932 946 948 953 954 955 971 1022 1025 1028 1029 1036 1064 1073 1089 1096 1104 1136 1148 1193 1197 1203 1207 1213 1219 1221 1223 1242 1244 1247 1252 1256 1258 1265 1270 1271 1282 1283 1321 1333 1407 1411 1513 1566 1704 1721 1801 1892 1929 1931 1936 1938 1939 1945 1955 1961 1962 1994 2011 2080 2085 2087 2090 2096 2125 2132 2160 2174 2227 2248 2300 2312 2316 2396 2572 2716 2746 2797 2804 2858 2918 2959 2987 3022 3034 3052 3088 3098 3275 3408 3418 3451 3489 3499 3534 3535 3556 3755 3793 3801 3844 3948 3969 4016 4069 4299 4306 4308 4366 4447 4700 4886 4896 4920 4963 4992 4995 5066 5387 5444 5445 5502 5620 5816 5943 5957 5971 5989 5991 6155 6377 6378 6412 6429 6539 6541 6708 6711 6856 6870 6887 6942 7078 7121 7173 7293 7361 7366 7380 7451 8360 8464 8600 8665 8695 8718 8783 8798 8961 8970 8972 25771 25906 27773 30707 30749 33166 33794 35957 40629 40819 41285 42002 43560 44191 44193 44195 44199 45499 45950 46578 46972 47518 47629 48394 48516 48780 49389 49530 50685 50872 53125 53129 54001 54286 55765 55872 56152 56339 56367 56587 56775 56788 56941 58154 58347 58559 58803 59258 59784 60074 61406 62293 63062 63876 64716 64983 65230 65261 66097 66934 67267 68793 68954 69122 69481 69844 70183 70293 71535 71970 72641 72733 72737 73015 73017 73023 74458 76093 77846 78499 79091 79132 79139 79702 80463 80549 81564 81834 81845 81847 81932 82459 86332 86487 86833 86882 87232 88125 88140 88163 88405 88810 89470 89492 89745 89904 90866 91500 91529 91542 93006 93008 95167 95510 96588 97304 97306 97913 97921 97938 98154 99007 103141 105504 105844 106100 106487 106696 107141 108190 110553 111759 111921 112175 112556 112852 114662 115617 116797 116823
178,1 10 25 47 50 110 161 208 296 318 349 356 357 380 454 457 527 589 590 593 608 1193 1198 1213 1240 1265 1270 1810 1883 2028 2231 2329 2571 2579 2803 2858 2959 3996 4002 4226 4235 4734 4967 4973 4993 5225 5952 5995 6016 6380 6502 7153 7361 8874 8961 30749 33903 38061 44191 44195
179,1 3 18 32 34 47 52 104 110 112 141 150 161 165 185 225 253 288 292 296 317 318 349 356 364 377 380 434 454 457 480 494 500 589 590 593 608 671 708 736 780 786 1061
180,260 1136 1196 1197 1198 1213 1261 2717 2761 2959 3552 4993
181,11 34 61 62 79 86 161 185 225 236 257 277 339 349 350 356 371 454 457 474 480 490 539 587 588 595 597
182,1 6 14 16 17 18 25 26 29 32 36 41 47 50 70 94 97 111 141 176 194 198 215 223 235 247 249 288 293 296 306 307 318 319 337 345 348 353 356 372 412 431 441 471 475 482 497 522 527 541 590 593 600 608 648 714 720 741 745 750 760 778 858 866 899 902 903 904 908 912 919 924 971 1036 1037 1061 1073 1089 1090 1095 1104 1136 1148 1172 1173 1183 1186 1193 1199 1200 1204 1206 1207 1208 1213 1214 1215 1216 1221 1222 1224 1225 1227 1228 1233 1237 1242 1243 1245 1246 1251 1252 1253 1258 1262 1263 1265 1267 1271 1273 1274 1279 1281 1295 1301 1302 1320 1343 1357 1358 1365 1377 1391 1394 1411 1432 1447 1449 1464 1466 1480 1527 1542 1590 1597 1610 1611 1625 1635 1641 1645 1673 1676 1687 1690 1695 1704 1729 1730 1732 1748 1754 1784 1785 1805 1866 1883 1884 1912 1916 1921 1941 1952 1960 1961 1963 1968 2009 2010 2021 2022 2058 2067 2076 2105 2106 2115 2117 2167 2194 2232 2248 2294 2295 2302 2311 2318 2320 2321 2329 2336 2387 2391 2396 2427 2443 2467 2474 2496 2502 2529 2541 2542 2551 2563 2571 2572 2580 2600 2607 2672 2683 2686 2691 2692 2696 2710 2712 2723 2728 2730 2762 2763 2782 2841 2843 2857 2858 2863 2918 2947 2948 2949 2952 2959 2966 2968 2971 2976 2989 2991 2993 2997 3000 3003 3033 3037 3044 3045 3053 3062 3070 3078 3081 3105 3108 3114 3117 3147 3148 3150 3158 3160 3174 3175 3185 3196 3198 3210 3253 3271 3272 3275 3285 3301 3317 3323 3328 3355 3362 3409 3418 3429 3448 3450 3462 3474 3476 3481 3503 3521 3535 3556 3629 3635 3639 3683 3698 3729 3735 3740 3742 3747 3751 3761 3783 3812 3836 3858 3888 3897 3910 3911 3915 3925 3949 3950 3967 3968 3969 3977 3984 3992 3996 4007 4008 4011 4014 4017 4027 4029 4032 4037 4047 4054 4146 4152 4157 4160 4178 4225 4226 4235 4239 4262 4280 4300 4306 4307 4308 4349 4350 4361 4389 4407 4439 4448 4545 4577 4628 4641 4642 4681 4720 4738 4811 4826 4848 4849 4873 4874 4878 4881 4886 4888 4896 4941 4954 4963 4973 4978 4979 4995 5014 5015 5016 5026 5062 5083 5095 5107 5110 5131 5155 5298 5379 5421 5423 5425 5464 5498 5574 5577 5618 5632 5646 5668 5669 5673 5690 5772 5791 5810 5818 5873 5881 5902 5903 5954 5956 5991 5992 5995 6001 6016 6041 6067 6187 6192 6217 6285 6305 6335 6341 6440 6551 6552 6571 6572 6588 6620 6645 6679 6711 6774 6863 6874 6881 6890 6902 6969 6971 7022 7038 7048 7076 7090 7123 7147 7254 7264 7265 7299 7352 7361 7371 7438 7802 7934 8042 8370 8581 8784 8949 8973 30749 32587 44191
183,110 377 380 457 474 480 589 733 1036 1196 1200 1201 1210 1214 1220 1222 1233 1242 1287 1304 1370 1387 1408 1580 1610 2028 2058 2194 2529 2534 2947 2993 3062 3107 3247 3527 3654 3755 4085
184,2579 4226 5995 6283 27156 33794 48780 57183 58559 59315 74754 79132 80463 81845 84152 88140 89745 91529 94677 97304 102125 105653 106782 106920 108932 109374 109487 109578 110102 112290 112552 112852 114935 116797 117887 119145 122900 122906 122912 122916 122918 122920 122922 122926 127152 127212 136562 142488 148626 148978 157369 159817 162968 163645 164179 164917 165639 166291 168090 168218 168250 170907 171011 171763 172705 173235 174055 174479 176371 177939 178827 180297 180497 181413 189333 191005 193571 193573 193581
185,1 223 364 588 595 899 1393 1658 1767 2078 2081 2085 2396 2565 2692 3481 3897 3949 4016 4034 4226 4308 4878 4995 5418 5952
186,1 2 10 185 196 260 316 317 329 364 377 379 380 442 480 500 512 541 588 589 592 593 594 595 648 733 748 750 780 788 898 899 902 905 908 914 915 916 919 924 950 952 953 968 969 1009 1019 1028 1031 1035 1073 1127 1136 1148 1193 1196 1197 1198 1200 1204 1210 1214 1240 1253 1254 1259 1265 1269 1287 1291 1301 1320 1334 1346 1356 1371 1372 1374 1375 1376 1391 1527 1544 1573 1580 1584 1653 1676 1702 1748 1876 1909 1921 1931 1947 2000 2009 2013 2021 2035 2054 2064 2078 2082 2094 2100 2115 2116 2135 2138 2140 2161 2186 2193 2208 2266 2288 2311 2324 2346 2366 2369 2406 2454 2492 2527 2528 2529 2530 2532 2541 2617 2628 2640 2641 2662 2664 2688 2707 2713 2797 2819 2916 2985 2987 3068 3114 3175 3203 3360 3408 3409 3471 3479 3510 3516 3527 3534 3578 3638 3675 3697 3711 3745 3751 3753 3826 3927 3977 3984 3988 4027 4121 4232 4306 4321 4361 4406 4545 4643 4713 4795 4813 4857 4896 4969 4993 4994 5008 5039 5181 5214 5349 5357 5378 5434 5493 5497 5540
187,16 29 47 50 70 111 223 235 247 260 290 296 319 390 431 527 541 555 593 608 741 745 750 866 912 922 924 968 1080 1089 1120 1136 1148 1175 1196 1199 1200 1201 1203 1206 1209 1210 1214 1215 1222 1241 1258 1261 1265 1274 1464 1466 1617 1673 1690 1729 1732 1748 1809 1827 1921 2064 2076 2288 2291 2318 2502 2557 2571 2657 2700 2810 2858 2951 2997 3000 3091 3160 3328 3504 3627 3681 3910 3949 4027 4105 4226 4262 4350 4450 4640 4641 4720 4785 4848 4902 4967 4979 4993 5146 5244 5570 5608 5618 5669 5909 5952 6062 6214 6350 6368 6440 6502 6620 6711 6755 6857 6874 6975 7044 7099 7153 7156 7360 7361 7371 7387 7438 7802 7844 7976 7981 8012 8228 8370 8464 8491 8582 8607 8874 8949 8950 8961 25788 25825 26082 26122 26662 26776 26840 27397 27592 27660 27741 27773 27846 27850 27879 27904 27912 30810 31364 31410 31658 32387 32587 33138 33421 33896 37240 37733 37741 39292 39427 39869 41569 44195 44788 46572 48394 49272 49932
188,7 356 594 830 898 899 904 906 913 914 918 919 926 1028 1035 1086 1088 1212 1264 1282 1304 1537 1747 1947 1950 1951 2206 2243 2302 2312 2359 2436 2565 2795 2918 2941 2967 3061 3097 3341 3469 5060
189,318 356 527 593 1265 2571 2762 2959 3578 4993 5952 7153 48516 54286 58559 68954 76093 79132
190,318 527 858 1193 1221 1704 2324 2959 4848 4886 4896 4973 4995 5013 5225 5377 5618 5630 5816 5989 6016 6708 6711 6870 6874 7323 7361 7438 7451 8368 8464 8950 8961 30749 30810 69844 79132 81834 88125 116823
191,1 6 16 17 21 25 32 34 36 47 50 52 58 72 85 94 99 111 144 148 151 155 162 175 194 213 215 223 224 229 230 235 246 261 265 272 281 283 293 296 299 300 306 307 308 314 318 319 337 347 348 417 496 581 608 668 673 720
192,10 150 160 185 225 266 292 315 316 349 356 380 432 454 480 590
193,260 296 527 778 858 908 924 1193 1196 1206 1207 4878 5618 6016 7153 26116 44555 46578 48385 55442 97938
194,1035 1090 1288 5060 7143
195,6 10 16 25 32 36 50 70 150 161 235 260 296 300 318 377 431 527 553 608 648 778 866 904 908 1036 1041 1060 1089 1090 1120 1196 1210 1213 1222 1249 1259 1266 1270 1291 1302 1358 1392 1466 1615 1673 1682 1704 1732 1784 1805 1912 1958 1961 1994 2006 2155 2268 2329 2336 2387 2391 2423 2501 2580 2598 2692 2762 2763 2770 2797 2841 2858 2871 2890 2916 2918 3005 3081 3148 3174 3186 3203 3252 3253 3347 3424 3510 3515 3578 3793 3897 3911 3948 3983 3994 3996 4019 4029 4033 4034 4067 4246 4280 4387 4448 4452 4720 4995
196,62 150 364 733 1036 1214 1552 2571 3578 5418 6378 44665 47099 51935 58559 59315 68954 134130 142488
197,293 296 318 541 589 592 924 1080 1193 1209 1240 1377 1755 1784 1909 1968 2025 2268 2571 2628 3072
198,24 25 32 34 36 47 50 58 105 172 185 198 215 260 265 266 296 316 318 344 356 357 364 368 441 442 593 778 903 912 913 920 923 924 1089 1092 1127 1172 1196 1197 1198 1206 1210 1213 1246 1250 1252 1259 1265 1270 1274 1277 1307 1393 1446 1485 1573 1580 1584 1597 1617 1619 1645 1653 1676 1682 1704 1735 1961 2012 2023 2028 2065 2067 2080 2324 2329 2357 2396 2455 2571 2594 2600 2692 2706 2744 2797 2858 2916 2959 3100 3147 3246 3252 3386 3436 3448 3481 3499 3534 3746 3868 3894 3949 3967 4019 4023 4034 4121 4178 4226 4235 4370 4776 4963 4973 4995 5013 5014 5445 5570 5607
199,6 11 21 25 36 50 150 260 296 300 318 417 440 457 527 534 541 593 608 750 858 910 912 913 923 969 1060 1079 1080 1089 1136 1178 1179 1183 1197 1198 1204 1206 1208 1211 1213 1214 1217 1228 1233 1240 1242 1250 1262 1265 1267 1272 1276 1277 1278 1285 1287 1296 1303 1304 1339 1358 1374 1387 1411 1517 1518 1580 1610 1617 1641 1693 1889 1923 1950 1954 2028 2067 2171 2278 2289 2300 2336 2396 2467 2529 2539 2571 2599 2670 2671 2683 2692 2699 2762 2791 2804 2819 2858 2890 2908 2912 2918 2943 2973 2997 3035 3037 3062 3066 3117 3129 3160 3175 3362 3536 3578 3671 4027 4034 4223 4226 4378 4406 4427 4499 4641 4881 5010 5060 5292 5377 5418 5464 5500 5673 5747 5989 5995 6016 6565 6867 6870 7028 7063 7158 7325 7361 8798 8874 30707 30749 41997 44195 44555 45210 48516 48783 51255 55247 55269 55820 56782 58998 69481
200,5 10 39 47 104 110 150 165 260 296 318 339 344 356 357 377 435 441 588 597 708 913 1020 1042 1073 1088 1101 1196 1197 1198 1210 1213 1220 1250 1259 1270 1271 1367 1380 1393 1500 1569 1580 1610 1653 1704 1722 1777 1923 1968 2006 2011 2012 2067 2115 2144 2145 2302 2340 2396 2485 2501 2502 2541 2571 2572 2581 2617 2671 2683 2724 2797 2805 2915 2918 2947 2948 2949 2959 2991 3004 3082 3176 3210 3253 3255 3301 3408 3481 3578 3638 3717 3793 3882 3897 3916 3948 3968 3977 3984 4014 4015 4018 4019 4025 4027 4041 4226 4299 4308 4447 4571 4816 4823 4878 4896 4963 4973 4993 4995 5103 5225 5299 5418 5816 5872 5952 5989 5991 6218 6333 6365 6373 6377 6378 6383 6539 6754 6863 6874 6934 6942 6944 7153 7293 7361 7373 7438 7451 7458 8368 8665 8784 8807 8874 8958 8961 27831 30812 30825 31685 31878 32587 33166 33679 33794 34072 34162 34405 38061 40815 44665 44761 45499 45720 45722 46578 46976 48738 49272 49530 50872 51255 51662 52973 53125 54001 54190 54286 54503 56367 56757 56949 57640 58293 58559 59315 60040 60072 61024 61323 63433
201,1 11 16 24 25 32 34 150 153 160 260 296 339 356 380 435 480 543 551 587 589 593 597 733 780 788 994 1028 1035 1097 1127 1196 1197 1198 1210 1213 1240 1259 1270 1285 1291 1307 1378 1517 1527 1569 1573 1580 1584 1639 1721 1876 1909 1917 1923 1968 2011 2028 2054 2080 2094 2100 2115 2136 2140 2141 2145 2174 2245 2248 2302 2321 2324 2336 2355 2396 2424 2455 2683 2694 2706 2716 2762 2797 2858 2916 2918
202,1 2 6 10 11 29 32 50 58 105 110 150 161 235 242 246 260 293 296 300 306 308 318 353 356 357 371 456 480 497 507 508 529 531 541 580 588 589 590 593 595 596 608 610 647 678 679 714 715 741 750 852 858 908 912 913 919 920 923 924 953 971 999 1036 1086 1089 1090 1094 1095 1097 1125 1127 1131 1132 1136 1147 1172 1173 1177 1179 1183 1184 1188 1196 1197 1198 1199 1200 1201 1203 1204 1206 1208 1209 1212 1214 1218 1219 1220 1221 1226 1231 1234 1240 1242 1246 1247 1249 1259 1262 1265 1266 1267 1270 1271 1272 1275 1276 1277 1278 1280 1283 1291 1295 1296 1299 1300 1302 1304 1305 1307 1358 1370 1374 1375 1376 1387 1394 1429 1485 1500 1537 1580 1584 1587 1610 1617 1639 1641 1643 1663 1674 1682 1719 1784 1909 1952 1953 1954 1957 1958 1959 1961 1968 2000 2001 2010 2018 2020 2028 2064 2100 2105 2108 2118 2150 2194 2231 2243 2268 2278 2288 2289 2291 2311 2344 2349 2352 2355 2396 2406 2407 2414 2420 2457 2463 2467 2476 2529 2553 2571 2628 2640 2641 2712 2716 2745 2761 2762 2797 2802 2819 2858 2871 2872 2890 2918 2921 2944 2948 2949 2951 2959 2966 2983 2989 2990 2993 2997 3000 3006 3029 3036 3039 3060 3062 3068 3071 3098 3100 3104 3105 3108 3147 3176 3194 3204 3246 3251 3255 3260 3269 3271 3329 3358 3359 3360 3362 3363 3372 3402 3418 3470 3479 3505 3508 3526 3527 3528 3551 3552 3633 3635 3654 3668 3681 3685 3699 3724 3740 3763 3793 3836 3985 5060
203,110 296 318 349 590 832 1584 2302 3578 4022 4306 4886 4993 5418 5952 7153 7458 8665 54286 54736 56174 70286 88744 96610 98809
204,47 293 296 527 593 858 1080 1089 1090 1136 1206 1208 1222 1653 2313 2329 2571 2710 2858 2959 3266 3751 3949 4226 4306 4878 4973 4993 5218 5949 5995 6104 6807 6874 7147 7361 8874 8974 27368 30749 32587 33615 33794 39292 44191 48780 51255 54372 55820 58559 58803 59604 62956 68157 68954 70286 71264 76251 80463 81591 88129 91658
205,260 356 3033 4896 6874 7153 8368 68157 69844 71462 77561 81834 81845 88125 91542 95167 99114 179817
206,1 7 14 17 25 36 58 62 140 141 608 661 783 786 800 838 1356
207,1321 1347 2021 2858 2949 2991
208,110 589 1210 1277 2023 2028 2058 2353 2571 2581 2628 2762 2916
209,318 356 593 1198 1291 1704 2028 2571 2762 2858 2959 3578 4011 4993 5952 7153 51255 57669 60684 64614 68157 68954 74458 79132 81562 88125 92259 96079 177593
210,260 589 1196 1210 1270 1356 1527 1584 2011 2571 2628 2716 3147 4299 4306 4370 4896 4993 4995 5349 5378 5816 5944 5952 6365 6539 6541 6934 7153 7454 7649 7810 7811 7812 8636 33493 33615 34405 40697 47610 48780 49278 50872 51562 52722 56915 58559 59315 60069 62834 62836 62999 68358 69844 70286 72998 76093 77561 78499 79091 79139 81564 84772 87232 88125 89745 90647 90866 95105 98124 98243 100611 102125 103335 106642 108190 111362 111759 112175 112852 113378 116797 117192 117646 122886 122900 122906 122916 122918 122924 122926 128842 130444 134130 135143 135887 140359 146662 147372 147374 147376 147378 147380 147382 147384 150596 159779 166203 166528 177765 179511 179819 180031
211,50 260 296 318 356 858 1025 1036 1125 1136 1196 1198 1210 1222 1246 1704 1801 2028 2542 2571 2858 2959 3034 3481 3578 3638 4011 4226 4262 5418 7153 8665 32587 33166 33794 48738 48780 49272 49530 54286 55765 57669 58559 59315 60684 63113 68358 69122 69481 71535 73017 78499 79132 79702 87232 89745 90405 91500 91529 91542 95510
212,318 589 924 1080 1136 1198 1206 1220 1240 1258 1291 2005 2078 2791 2959 3000 3253 3868 3869 4011 4016 4306 4979 5618 5690 5971 6350 6373 8376 8874 26662 27773 30707 31658 32587 33004 33794 44191 46578 47099 48394 51255 51540 51935 53519 54272 54995 58299 59784 60069 64614 67255 68157 71535 72226 72641 77800 79091 79702 80463 80693 81591 81834 83132 87192 87234 89745 91658 92439 93510 93838 94959 96079 96821 97304 97938 98243 99114 102903 102993 104879 106002 109374 109487 112552 112852 115149 115617 119145 122892 122916 122918 122922 122926 134130 135143 143355 152970 156387 162578 163645 166461 166528 168252 168366 170697 171763 174909 175303 177593 179401 180031 180985 182823 183897 188751
213,589 858 908 1036 1198 1203 1214 1234 1240 1291 1370 1682 1721 1920 1954 2402 2410 2797 3005 3285 3409 3424 3481 4132 4306 4993 5219 5418 5479 5507 5952 6058 6539 7147 7153 8360 8861 46723 49530 53972 58559 64969 69757 70286 72641 76251 78499 86142 87520 89582
214,1059
215,50 144 260 318 527 912 1172 1196 1197 1198 1203 1206 1208 1225 1233 1246 1247 1257 1259 1268 1297 1617 1704 1777 1968 2005 2115 2144 2145 2248 2324 2542 2686 2692 2762 2858 2918 2959 3052 3147 3210 3252 3448 4019 4226 4616 4878 4963 4973 4993 5782 5952 6155 6539 6942 7153 8784 30749 49272 55814 55820 58047 60766 63082 68358
