id,features
93502,"[-0.29499903321266174, -2.2824058532714844, -0.1685270518064499, -0.4865517020225525, 0.08244634419679642, 0.4000372588634491, 1.0760692358016968, 0.9661737084388733, -0.804227352142334, 0.6936684846878052]"
93512,"[-0.8224362134933472, -1.6436760425567627, 0.30901268124580383, 0.595925509929657, 1.2239904403686523, -1.0252448320388794, 0.8342196941375732, 0.9824655652046204, -2.1642985343933105, 1.447906494140625]"
93982,"[0.08997523784637451, -0.636676549911499, 0.4070519208908081, -0.5516210198402405, 0.30390313267707825, -0.3569711744785309, 0.3629695177078247, -0.07194551825523376, -0.7767305970191956, 1.244267225265503]"
94122,"[-0.2359992116689682, -1.8259246349334717, -0.13482163846492767, -0.38924136757850647, 0.06595706939697266, 0.3200297951698303, 0.8608554005622864, 0.7729389667510986, -0.6433818936347961, 0.5549347996711731]"
94262,"[-0.30976206064224243, -0.7293440699577332, -0.46511131525039673, -0.029240796342492104, 1.2095528841018677, 0.0046709878370165825, 0.2084244042634964, 0.396799772977829, -1.3113536834716797, 1.265381932258606]"
95182,"[-0.5987964868545532, -3.6866137981414795, -0.32346707582473755, -0.7997883558273315, -0.0841129943728447, 1.45671808719635, 2.83500337600708, 0.061383206397295, -1.1311029195785522, 0.41805946826934814]"
96432,"[-0.3391769230365753, -2.546386480331421, 0.5154163837432861, -0.33184829354286194, 1.2586814165115356, -0.7664465308189392, 1.0066301822662354, 1.989986538887024, -1.2537564039230347, 1.1720573902130127]"
96832,"[0.03775255009531975, -1.7082839012145996, -0.6114603877067566, -0.45109137892723083, 1.6089067459106445, -1.4375907182693481, 1.6282885074615479, 1.366822361946106, -0.6210838556289673, 2.759174346923828]"
97172,"[-0.45981907844543457, -1.246826171875, 0.23879791796207428, 0.5106850266456604, 0.8199816346168518, -0.706855297088623, 0.4823637306690216, 0.6046669483184814, -1.6585899591445923, 1.2908530235290527]"
97742,"[0.06748142838478088, -0.47750741243362427, 0.3052889406681061, -0.41371577978134155, 0.2279273420572281, -0.26772835850715637, 0.27222713828086853, -0.053959138691425323, -0.5825479626655579, 0.9332004189491272]"
97752,"[-0.8038214445114136, -2.735445976257324, 0.24070164561271667, 0.4911195635795593, -0.060171764343976974, -1.4212430715560913, 0.913246750831604, 2.109299421310425, -1.7965360879898071, 1.2371699810028076]"
98122,"[-0.1851099729537964, -2.9318277835845947, 0.08734587579965591, -0.2775800824165344, 0.327340692281723, -0.4452068507671356, 1.0964033603668213, 1.3071669340133667, -1.1959102153778076, 0.7618373036384583]"
99112,"[-0.7624327540397644, -2.8481740951538086, 1.0591797828674316, -0.2865216135978699, 0.32385513186454773, -0.6405314207077026, 0.7968287467956543, 2.2269949913024902, -0.8605132699012756, 1.1662335395812988]"
99122,"[0.3550950884819031, 0.14705529808998108, -0.19653208553791046, -0.2637610137462616, -1.215315341949463, -1.0370899438858032, -0.13570602238178253, 1.239246129989624, -1.4023288488388062, 1.893739104270935]"
99532,"[-0.3677370250225067, -2.6642236709594727, -0.19612979888916016, -0.5980713963508606, 0.13336627185344696, 0.44564950466156006, 1.2850401401519775, 1.1628175973892212, -0.9718887805938721, 0.8579412698745728]"
99992,"[0.13496285676956177, -0.9550148248672485, 0.6105778813362122, -0.8274315595626831, 0.4558546841144562, -0.5354567170143127, 0.5444542765617371, -0.10791827738285065, -1.1650959253311157, 1.8664008378982544]"
100302,"[-0.08331921696662903, -0.784906268119812, 1.033413052558899, -0.04475588724017143, 0.949248731136322, -0.6827758550643921, 1.083070993423462, 0.5717690587043762, -1.2278553247451782, 0.6423989534378052]"
100882,"[-0.8693862557411194, -2.128262996673584, 1.2336976528167725, -0.5132045745849609, -0.06590352952480316, -0.5961633324623108, 1.2185039520263672, 0.39586710929870605, -2.077343463897705, 2.362882137298584]"
101072,"[0.29516613483428955, -1.284188985824585, 0.49743154644966125, -0.6660064458847046, 0.8087205290794373, -0.8813522458076477, 1.6011297702789307, 0.4661434292793274, -0.018081018701195717, 0.30126330256462097]"
101112,"[-0.5304774045944214, -0.7644755840301514, 1.8388837575912476, -1.330489158630371, 0.4669182300567627, -0.5226942896842957, 1.0709649324417114, 0.2799355387687683, -2.0838253498077393, 2.627429246902466]"
101142,"[-1.581125020980835, -0.774972677230835, 1.2413793802261353, 0.10444124042987823, 1.7391712665557861, -1.6535422801971436, -0.07517620921134949, 1.839611530303955, -1.212504506111145, 1.9494107961654663]"
101362,"[-1.4014960527420044, -0.862986147403717, 1.521899700164795, -0.06850883364677429, 0.05956215411424637, -0.8827981352806091, 0.306322306394577, 1.647848129272461, -1.9096753597259521, 0.9477481245994568]"
101612,"[-0.1549694687128067, -0.9106321334838867, -0.3945646286010742, 0.6111946702003479, 1.18051278591156, -1.9332430362701416, -0.09651374816894531, 1.3374429941177368, -1.5654546022415161, 1.0036239624023438]"
101962,"[-1.3075653314590454, -0.9746317267417908, 1.085618495941162, -0.19650575518608093, 1.263380527496338, -0.9746999740600586, 0.7626304030418396, 1.2945421934127808, -2.0122063159942627, 1.2271196842193604]"
102602,"[-0.11109228432178497, -1.046541690826416, 1.377884030342102, -0.05967451632022858, 1.265665054321289, -0.9103677868843079, 1.4440946578979492, 0.7623587846755981, -1.6371405124664307, 0.8565319776535034]"
102742,"[-0.9678027629852295, -1.1790927648544312, -0.5598001480102539, 0.4277590215206146, 1.5010627508163452, -1.7616995573043823, 0.9010053873062134, 2.0192179679870605, -0.9570176601409912, 0.4047955870628357]"
102802,"[0.018876275047659874, -0.8541419506072998, -0.3057301938533783, -0.22554568946361542, 0.8044533729553223, -0.7187953591346741, 0.8141442537307739, 0.683411180973053, -0.31054192781448364, 1.379587173461914]"
102852,"[-0.3539988398551941, -2.738887071609497, -0.2022324502468109, -0.5838620662689209, 0.09893561154603958, 0.48004472255706787, 1.291283130645752, 1.159408450126648, -0.9650728106498718, 0.8324021697044373]"
103042,"[-0.3045409619808197, -2.4147729873657227, 0.5026401281356812, 0.3478602468967438, 0.34182581305503845, -1.139638066291809, 0.09561043977737427, 1.3600122928619385, -2.314155340194702, 0.6944918632507324]"
103372,"[0.10239111632108688, -0.3780868351459503, 2.7377939224243164, -0.34717145562171936, 0.5768570899963379, -1.2011291980743408, 2.4298346042633057, 1.9354487657546997, -1.2405275106430054, 0.5833300352096558]"
103502,"[0.06748142838478088, -0.47750741243362427, 0.3052889406681061, -0.41371577978134155, 0.2279273420572281, -0.26772835850715637, 0.27222713828086853, -0.053959138691425323, -0.5825479626655579, 0.9332004189491272]"
103602,"[0.5072786808013916, 0.21007899940013885, -0.28076013922691345, -0.37680143117904663, -1.7361648082733154, -1.481557011604309, -0.19386574625968933, 1.7703516483306885, -2.003326892852783, 2.7053415775299072]"
103772,"[-0.8980467319488525, -1.150085687637329, -0.0032155972439795732, -0.48317861557006836, 2.1214020252227783, -0.4464123547077179, 2.4429233074188232, 1.5994032621383667, -1.3159867525100708, 1.0120494365692139]"
104272,"[0.36205101013183594, -2.1509861946105957, 0.6521326303482056, 0.4281620979309082, 0.4823189675807953, -2.5566413402557373, 0.21055768430233002, 1.2018550634384155, -1.144162893295288, 0.24628221988677979]"
106002,"[-0.5698685646057129, -0.7988882064819336, -0.2715226709842682, 0.8348591923713684, -0.16252847015857697, -1.4141892194747925, 1.0260560512542725, 1.6542407274246216, -2.723834276199341, 1.89096200466156]"
106062,"[-0.4383186995983124, -1.2671220302581787, 0.6174874305725098, -1.1059815883636475, 0.3306310176849365, -0.8518768548965454, 1.3473138809204102, 0.09825402498245239, -2.054417133331299, 2.1107943058013916]"
106072,"[-0.40514108538627625, -1.6927566528320312, -0.6140735745429993, -0.19653472304344177, 1.234737753868103, -0.6787109971046448, 0.23426192998886108, 2.0683789253234863, -2.6265857219696045, 0.5845844745635986]"
106542,"[0.06748142838478088, -0.47750741243362427, 0.3052889406681061, -0.41371577978134155, 0.2279273420572281, -0.26772835850715637, 0.27222713828086853, -0.053959138691425323, -0.5825479626655579, 0.9332004189491272]"
106642,"[-1.2330846786499023, -2.2896997928619385, -0.4677159786224365, 0.21199911832809448, 0.8414856195449829, -1.9929695129394531, -0.1251077502965927, 2.4645748138427734, -1.59431791305542, 1.8140462636947632]"
106782,"[-0.17986977100372314, -2.0168492794036865, -0.03348194435238838, 0.8167597651481628, 0.9198382496833801, -0.7802739143371582, 2.0275821685791016, 2.098459243774414, -1.8962047100067139, 1.6526113748550415]"
107412,"[-0.12497882544994354, -1.1773594617843628, 1.5501195192337036, -0.067133828997612, 1.4238731861114502, -1.0241637229919434, 1.6246064901351929, 0.8576536178588867, -1.841783046722412, 0.9635984897613525]"
107462,"[0.03397729620337486, -1.537455439567566, -0.5503143072128296, -0.40598222613334656, 1.4480160474777222, -1.2938315868377686, 1.4654597043991089, 1.230140209197998, -0.5589754581451416, 2.4832570552825928]"
107702,"[1.5425900220870972, -1.8874108791351318, 0.2175784409046173, 0.0471455454826355, 1.3265354633331299, 0.19872154295444489, -0.4511406123638153, 1.3763540983200073, -0.4028189480304718, 0.6246820688247681]"
107962,"[0.08997523784637451, -0.636676549911499, 0.4070519208908081, -0.5516210198402405, 0.30390313267707825, -0.3569711744785309, 0.3629695177078247, -0.07194551825523376, -0.7767305970191956, 1.244267225265503]"
108192,"[-0.41299864649772644, -3.1953682899475098, -0.23593786358833313, -0.6811724305152893, 0.11542487889528275, 0.5600521564483643, 1.5064969062805176, 1.3526432514190674, -1.1259182691574097, 0.9711358547210693]"
108932,"[-0.5379045009613037, -2.7485408782958984, 0.36114174127578735, 1.0538980960845947, -0.5755248665809631, -0.3600449562072754, 0.07770073413848877, 2.9469056129455566, -1.4925278425216675, 2.834606409072876]"
109042,"[-0.46662262082099915, -1.025547742843628, 0.22552762925624847, 0.2827146053314209, 0.7443079352378845, -0.6351136565208435, 0.5250356197357178, 0.5614648461341858, -1.3433667421340942, 0.9812272787094116]"
109282,"[-1.134455680847168, -0.5602917075157166, 0.0824613869190216, -0.10216876119375229, 0.982067346572876, -0.7183803915977478, 1.0676325559616089, 1.0668833255767822, -0.6500799059867859, -0.508837103843689]"
109372,"[-0.022661371156573296, -1.3579789400100708, -0.6135522127151489, -0.09444234520196915, -1.0113011598587036, -1.04998779296875, 0.2642717659473419, 1.3524000644683838, -0.9918971061706543, 0.8582345843315125]"
110102,"[-0.6904246211051941, -1.761184573173523, -0.23392575979232788, 0.48665180802345276, -0.22682549059391022, -0.4269649088382721, 0.5863175988197327, 2.838862895965576, -2.4808647632598877, 2.5532236099243164]"
110882,"[-0.7382181286811829, -2.216778516769409, 0.10577338188886642, -0.22778838872909546, 0.698005735874176, -0.48649075627326965, 1.688235878944397, 0.6685863137245178, -1.9586387872695923, 2.0849413871765137]"
111362,"[-0.8481404781341553, -2.177122116088867, -0.09418103843927383, -0.6668378710746765, 0.4336383640766144, -1.42729651927948, 0.7408199906349182, 2.1630189418792725, -1.7593774795532227, 1.7649720907211304]"
111622,"[-0.43823421001434326, -1.8386825323104858, 0.5859525799751282, 0.5153312087059021, 1.0908894538879395, -1.271966576576233, 0.565273106098175, 0.9782325029373169, -2.179891347885132, 1.3713895082473755]"
111732,"[0.41323259472846985, -1.7978646755218506, 0.6964041590690613, -0.9324090480804443, 1.1322087049484253, -1.2338931560516357, 2.241581678390503, 0.6526008248329163, -0.025313425809144974, 0.4217686057090759]"
112512,"[-0.37660008668899536, -0.7393385767936707, -0.3200850784778595, 0.756150484085083, 1.7867082357406616, -0.9480569362640381, 0.6436458826065063, 0.7519823908805847, -2.064704418182373, 1.2843159437179565]"
112552,"[0.5434755682945251, -2.069018602371216, -0.7669190764427185, 0.22035938501358032, 1.277531385421753, -1.4031370878219604, 0.9769768118858337, 1.5296200513839722, -2.770078182220459, 1.8986713886260986]"
112852,"[-0.9229028820991516, -2.258303165435791, 0.5967299938201904, 0.11248362809419632, 0.47820356488227844, -0.49763667583465576, 0.6505339741706848, 2.9913012981414795, -2.3206613063812256, 1.360019564628601]"
113252,"[0.2603667378425598, -1.0449590682983398, -0.5390148758888245, -0.47629082202911377, 0.2711710035800934, -1.6480128765106201, 0.9989809393882751, 1.7345452308654785, -1.3438527584075928, 3.09897518157959]"
113532,"[-0.3993992507457733, -1.259529709815979, 0.8376325368881226, -1.0928633213043213, 0.877426266670227, -0.27684229612350464, 0.5698878765106201, 0.4849884808063507, -1.7263342142105103, 1.8701683282852173]"
113862,"[0.030202040448784828, -1.3666270971298218, -0.48916828632354736, -0.36087310314178467, 1.2871254682540894, -1.1500725746154785, 1.3026307821273804, 1.0934579372406006, -0.4968670904636383, 2.2073395252227783]"
114662,"[-0.22147271037101746, -2.6852993965148926, 0.5224471092224121, -1.0518360137939453, 0.13755284249782562, -2.0744943618774414, 0.32590457797050476, 1.896275520324707, -1.981273889541626, 0.8076357245445251]"
114762,"[-0.20588570833206177, -0.9045115113258362, 0.3997400104999542, 0.6256338953971863, 1.2282873392105103, -1.7780420780181885, 0.3631431758403778, 1.1140207052230835, -2.1643526554107666, -0.4100876748561859]"
115122,"[-0.9379388093948364, -1.8331841230392456, 0.30536791682243347, -1.060154914855957, 1.8171865940093994, -0.4687855541706085, 1.144622564315796, 1.827659249305725, -1.7885915040969849, 2.176769733428955]"
115502,"[-0.6488524079322815, 0.5211397409439087, 0.05653800442814827, -0.8114286065101624, 1.1181162595748901, -0.7438724040985107, 0.6410667300224304, 0.8516448140144348, -0.8307193517684937, 1.3185598850250244]"
117192,"[-1.07813560962677, -1.2829320430755615, -0.5964303612709045, -0.7469592094421387, 0.6004320979118347, -1.321311354637146, 0.1541902869939804, 2.7428107261657715, -1.3745012283325195, 0.7333589792251587]"
117572,"[-0.46346601843833923, 0.37224265933036804, 0.040384288877248764, -0.5795918703079224, 0.7986544966697693, -0.5313374400138855, 0.45790478587150574, 0.6083177328109741, -0.5933709740638733, 0.9418284893035889]"
117922,"[-0.6488524079322815, 0.5211397409439087, 0.05653800442814827, -0.8114286065101624, 1.1181162595748901, -0.7438724040985107, 0.6410667300224304, 0.8516448140144348, -0.8307193517684937, 1.3185598850250244]"
118082,"[0.026426784694194794, -1.1957987546920776, -0.42802226543426514, -0.3157639503479004, 1.126234769821167, -1.006313443183899, 1.1398019790649414, 0.9567756652832031, -0.4347586929798126, 1.9314221143722534]"
118512,"[0.06748142838478088, -0.47750741243362427, 0.3052889406681061, -0.41371577978134155, 0.2279273420572281, -0.26772835850715637, 0.27222713828086853, -0.053959138691425323, -0.5825479626655579, 0.9332004189491272]"
118572,"[0.38696545362472534, -0.23267188668251038, 0.052185770124197006, -0.5700798630714417, -0.9676688313484192, -1.1850857734680176, 0.08378390222787857, 1.1254502534866333, -1.7738808393478394, 2.509387493133545]"
118702,"[0.23715297877788544, -0.9747650623321533, -0.12406843900680542, -0.3960837125778198, 0.8484609127044678, -0.8180583715438843, 0.8124733567237854, 0.867840588092804, -0.5377204418182373, 1.7994740009307861]"
118862,"[0.4058229625225067, 0.1680632084608078, -0.22460809350013733, -0.30144116282463074, -1.3889318704605103, -1.1852456331253052, -0.15509259700775146, 1.4162813425064087, -1.6026614904403687, 2.164273262023926]"
121342,"[0.3550950884819031, 0.14705529808998108, -0.19653208553791046, -0.2637610137462616, -1.215315341949463, -1.0370899438858032, -0.13570602238178253, 1.239246129989624, -1.4023288488388062, 1.893739104270935]"
121372,"[-1.701683521270752, -0.8404375910758972, 0.12369208037853241, -0.15325313806533813, 1.473101019859314, -1.0775705575942993, 1.6014487743377686, 1.6003249883651733, -0.9751198291778564, -0.7632557153701782]"
122092,"[0.5072786808013916, 0.21007899940013885, -0.28076013922691345, -0.37680143117904663, -1.7361648082733154, -1.481557011604309, -0.19386574625968933, 1.7703516483306885, -2.003326892852783, 2.7053415775299072]"
122882,"[0.13022923469543457, -2.4903297424316406, -0.21766872704029083, 0.2384488582611084, 0.4481436312198639, -0.4405744969844818, 1.9555885791778564, 1.9840763807296753, -2.130781888961792, 1.8354657888412476]"
122892,"[-1.052201271057129, -1.681003212928772, -0.5222144722938538, 0.1660391241312027, 0.16767896711826324, -0.9589941501617432, 0.3916347026824951, 2.638211727142334, -2.3730697631835938, 1.535556674003601]"
122902,"[-0.18227116763591766, -1.3288630247116089, 0.2344191074371338, 1.3164074420928955, 1.7027337551116943, -0.716015636920929, -1.4116979837417603, 1.0621081590652466, -1.1057499647140503, 0.5420756936073303]"
122912,"[0.1079707071185112, -2.120363235473633, 0.6336179971694946, 1.186602234840393, -0.22238312661647797, -0.6412085890769958, 0.24093012511730194, 2.378927707672119, -2.847447633743286, 2.0365641117095947]"
122922,"[-1.3223637342453003, -1.3378751277923584, 0.9960600137710571, 0.8705277442932129, 0.07747698575258255, -0.932837724685669, 1.150943398475647, 3.244089365005493, -1.5084532499313354, 1.9596436023712158]"
122932,"[0.08997523784637451, -0.636676549911499, 0.4070519208908081, -0.5516210198402405, 0.30390313267707825, -0.3569711744785309, 0.3629695177078247, -0.07194551825523376, -0.7767305970191956, 1.244267225265503]"
126142,"[-0.528289258480072, -1.6000510454177856, 0.9508088827133179, -0.5176316499710083, 0.45404699444770813, -2.4039008617401123, -0.19774404168128967, 1.0422446727752686, -2.1179630756378174, 1.6719939708709717]"
126482,"[-0.4320242404937744, -1.6637181043624878, 0.8857214450836182, -0.7270113229751587, 0.48391324281692505, -0.617612361907959, 0.23296494781970978, 1.1487996578216553, -0.6729610562324524, 0.5779475569725037]"
127052,"[1.4190748929977417, -1.5890419483184814, 1.6850005388259888, -0.6126948595046997, 0.7648900747299194, -1.175774097442627, 1.7844594717025757, 0.9191663265228271, -2.191105842590332, 1.4146811962127686]"
127132,"[0.08997523784637451, -0.636676549911499, 0.4070519208908081, -0.5516210198402405, 0.30390313267707825, -0.3569711744785309, 0.3629695177078247, -0.07194551825523376, -0.7767305970191956, 1.244267225265503]"
127152,"[-1.3779771327972412, -1.515661597251892, 0.7100269198417664, 0.5985429883003235, 0.7095673680305481, -1.526472568511963, 2.1336915493011475, 1.8585989475250244, -1.7572011947631836, 1.0856298208236694]"
127172,"[-0.8468273878097534, -1.0317062139511108, -0.4898250997066498, 0.3742891550064087, 1.3134299516677856, -1.5414870977401733, 0.7883797287940979, 1.7668156623840332, -0.8373904228210449, 0.35419613122940063]"
127202,"[-0.19822467863559723, -1.62458336353302, -0.00010159696103073657, -0.4800414443016052, 1.468754529953003, -0.8142827749252319, 1.2720715999603271, 0.6289182901382446, -2.33186674118042, 1.58157479763031]"
127212,"[-0.1049879640340805, -1.301910400390625, 0.920537531375885, 1.0722695589065552, -0.632581353187561, -1.0452831983566284, 1.351532220840454, 0.9410389065742493, -1.5085254907608032, 2.503168821334839]"
128512,"[0.10957066714763641, -0.6535001397132874, 1.2799351215362549, -0.10065797716379166, 1.1644742488861084, -1.355677604675293, 0.6646033525466919, 1.5016472339630127, -0.10529346019029617, 0.6255263090133667]"
128542,"[-1.025434136390686, -0.969960629940033, 0.6852990388870239, -0.8435980677604675, 1.019116997718811, 0.3206006586551666, 0.25465378165245056, 1.153411626815796, -1.5653399229049683, 0.7050049901008606]"
128592,"[0.044987618923187256, -0.3183382749557495, 0.20352596044540405, -0.27581050992012024, 0.15195156633853912, -0.17848558723926544, 0.18148475885391235, -0.03597275912761688, -0.3883652985095978, 0.6221336126327515]"
128832,"[-0.507280170917511, -1.1672037839889526, 0.5651447176933289, 0.654445469379425, 1.7334325313568115, -1.4943851232528687, 0.7304664850234985, 0.5815545916557312, -1.642805814743042, 0.007997178472578526]"
128842,"[-0.9029340147972107, -0.2851663827896118, -0.10613961517810822, -0.937472939491272, 0.9528775811195374, -0.8488696217536926, 0.8481118083000183, 1.46220064163208, -1.7340574264526367, 0.18010634183883667]"
128852,"[0.11033479124307632, -1.851154088973999, -0.352409303188324, -0.7015888690948486, -1.1917619705200195, -0.7275060415267944, 0.8037077188491821, 2.1374194622039795, -2.1648552417755127, 2.578935384750366]"
128902,"[-0.9678027629852295, -1.1790927648544312, -0.5598001480102539, 0.4277590215206146, 1.5010627508163452, -1.7616995573043823, 0.9010053873062134, 2.0192179679870605, -0.9570176601409912, 0.4047955870628357]"
130052,"[0.026426784694194794, -1.1957987546920776, -0.42802226543426514, -0.3157639503479004, 1.126234769821167, -1.006313443183899, 1.1398019790649414, 0.9567756652832031, -0.4347586929798126, 1.9314221143722534]"
130452,"[0.4058229625225067, 0.1680632084608078, -0.22460809350013733, -0.30144116282463074, -1.3889318704605103, -1.1852456331253052, -0.15509259700775146, 1.4162813425064087, -1.6026614904403687, 2.164273262023926]"
130482,"[-0.07663578540086746, -0.5162054300308228, 0.1167684867978096, 0.43082502484321594, -0.061099354177713394, -0.37927207350730896, 0.24008172750473022, -0.5817874670028687, 0.2433054894208908, -0.23975872993469238]"
130842,"[-0.27692267298698425, -0.2682804465293884, 0.5356342792510986, 0.0698414295911789, -0.7420393824577332, -0.8129843473434448, -0.1844041645526886, -0.17549742758274078, -0.590781033039093, 0.2257055640220642]"
132362,"[-0.41299864649772644, -3.1953682899475098, -0.23593786358833313, -0.6811724305152893, 0.11542487889528275, 0.5600521564483643, 1.5064969062805176, 1.3526432514190674, -1.1259182691574097, 0.9711358547210693]"
132422,"[0.462476909160614, 0.26954230666160583, -0.22923754155635834, -0.32437777519226074, -1.6614898443222046, -1.2906397581100464, -0.25108611583709717, 1.5581039190292358, -1.8050369024276733, 2.3506548404693604]"
132462,"[0.044987618923187256, -0.3183382749557495, 0.20352596044540405, -0.27581050992012024, 0.15195156633853912, -0.17848558723926544, 0.18148475885391235, -0.03597275912761688, -0.3883652985095978, 0.6221336126327515]"
133712,"[0.07258441299200058, -0.9308237433433533, 1.2240557670593262, -0.19047248363494873, 0.6019390821456909, -1.3978763818740845, 1.318351149559021, 1.357794165611267, -2.2802417278289795, 1.7786637544631958]"
133782,"[0.08997523784637451, -0.636676549911499, 0.4070519208908081, -0.5516210198402405, 0.30390313267707825, -0.3569711744785309, 0.3629695177078247, -0.07194551825523376, -0.7767305970191956, 1.244267225265503]"
133802,"[-0.865894615650177, -1.4650887250900269, -0.6489197611808777, 0.2811521887779236, 1.7328577041625977, -1.928373098373413, 1.1950442790985107, 2.144577980041504, -1.0101836919784546, 1.0109615325927734]"
133832,"[0.026426784694194794, -1.1957987546920776, -0.42802226543426514, -0.3157639503479004, 1.126234769821167, -1.006313443183899, 1.1398019790649414, 0.9567756652832031, -0.4347586929798126, 1.9314221143722534]"
134252,"[-0.12497882544994354, -1.1773594617843628, 1.5501195192337036, -0.067133828997612, 1.4238731861114502, -1.0241637229919434, 1.6246064901351929, 0.8576536178588867, -1.841783046722412, 0.9635984897613525]"
135532,"[0.917424201965332, -1.5199708938598633, 1.884687900543213, 0.798211932182312, -0.11633481085300446, -2.513207197189331, 1.099246859550476, 1.4645448923110962, -1.7269710302352905, 0.5636051893234253]"
136012,"[-0.17699941992759705, -1.3694435358047485, -0.10111622512340546, -0.29193103313446045, 0.04946780577301979, 0.24002236127853394, 0.645641565322876, 0.579704225063324, -0.4825364053249359, 0.41620108485221863]"
136562,"[-0.690325915813446, -2.7682712078094482, 0.25303348898887634, 1.0063596963882446, -1.582977533340454, 0.1592431515455246, 1.574122667312622, 1.5176364183425903, -1.5347609519958496, 2.302100658416748]"
136602,"[-0.21205511689186096, -1.4430056810379028, -0.5524288415908813, -0.35568007826805115, 1.3311926126480103, -1.1469130516052246, 1.4276820421218872, 0.8144203424453735, -0.5061744451522827, 2.129798173904419]"
136912,"[-0.739874005317688, -0.4485405683517456, 0.16254709661006927, -0.2791576087474823, 0.9634873270988464, -0.9301794171333313, 0.29504531621932983, 0.40707719326019287, -0.15100209414958954, 0.7924255728721619]"
138632,"[0.03775255009531975, -1.7082839012145996, -0.6114603877067566, -0.45109137892723083, 1.6089067459106445, -1.4375907182693481, 1.6282885074615479, 1.366822361946106, -0.6210838556289673, 2.759174346923828]"
138702,"[-0.3539988398551941, -2.738887071609497, -0.2022324502468109, -0.5838620662689209, 0.09893561154603958, 0.48004472255706787, 1.291283130645752, 1.159408450126648, -0.9650728106498718, 0.8324021697044373]"
139052,"[0.08997523784637451, -0.636676549911499, 0.4070519208908081, -0.5516210198402405, 0.30390313267707825, -0.3569711744785309, 0.3629695177078247, -0.07194551825523376, -0.7767305970191956, 1.244267225265503]"
139642,"[1.4694970846176147, -3.1389408111572266, 0.913585901260376, 0.29834768176078796, 0.37435686588287354, -0.3266824185848236, 0.5611143708229065, 0.8308343291282654, -2.211552381515503, 0.444057434797287]"
140162,"[-1.0887781381607056, -1.326479434967041, -0.6297751665115356, 0.48122888803482056, 1.6886955499649048, -1.9819120168685913, 1.0136311054229736, 2.271620035171509, -1.0766448974609375, 0.45539501309394836]"
140852,"[-0.1179996058344841, -0.9129623174667358, -0.06741081923246384, -0.19462068378925323, 0.03297853469848633, 0.16001489758491516, 0.4304277002811432, 0.3864694833755493, -0.32169094681739807, 0.27746739983558655]"
141422,"[0.11246904730796814, -0.7958456873893738, 0.5088148713111877, -0.6895262598991394, 0.3798789083957672, -0.446213960647583, 0.4537118971347809, -0.0899318978190422, -0.9709132313728333, 1.5553340911865234]"
142222,"[-0.4906277358531952, -1.3282684087753296, 0.2847127616405487, 0.6454670429229736, 1.6955993175506592, -0.8719201683998108, 1.7460323572158813, 0.6615945100784302, -0.6184700131416321, 2.348330497741699]"
142372,"[-0.5812447667121887, -1.967710018157959, 1.0288115739822388, -0.7845844626426697, 0.53965163230896, -0.6972559690475464, 0.2001534402370453, 1.4995355606079102, -0.6529943943023682, 0.40190404653549194]"
142422,"[-2.114180564880371, -0.9690669178962708, -0.16267581284046173, -0.5792171955108643, 0.12604059278964996, -1.0212230682373047, 2.8402273654937744, 0.852119505405426, -2.3548531532287598, 0.4968155026435852]"
142602,"[0.1180664524435997, -0.5136756300926208, 0.19897261261940002, -0.26640257239341736, 0.3234882056713104, -0.35254091024398804, 0.6404519081115723, 0.18645736575126648, -0.007232407573610544, 0.12050531804561615]"
143472,"[0.06748142838478088, -0.47750741243362427, 0.3052889406681061, -0.41371577978134155, 0.2279273420572281, -0.26772835850715637, 0.27222713828086853, -0.053959138691425323, -0.5825479626655579, 0.9332004189491272]"
144222,"[0.30436721444129944, 0.12604740262031555, -0.1684560775756836, -0.22608086466789246, -1.0416988134384155, -0.8889342546463013, -0.1163194477558136, 1.062211036682129, -1.201996088027954, 1.6232049465179443]"
144262,"[0.08997523784637451, -0.636676549911499, 0.4070519208908081, -0.5516210198402405, 0.30390313267707825, -0.3569711744785309, 0.3629695177078247, -0.07194551825523376, -0.7767305970191956, 1.244267225265503]"
144352,"[-0.19638600945472717, -0.01411480363458395, -0.01126167643815279, -0.10340403020381927, 0.12233516573905945, -0.05384241044521332, -0.1738818734884262, 0.053252723067998886, -0.14473605155944824, 0.017559081315994263]"
144522,"[-0.2359992116689682, -1.8259246349334717, -0.13482163846492767, -0.38924136757850647, 0.06595706939697266, 0.3200297951698303, 0.8608554005622864, 0.7729389667510986, -0.6433818936347961, 0.5549347996711731]"
146662,"[-1.1286674737930298, -0.3564579486846924, -0.13267451524734497, -1.1718411445617676, 1.1910970211029053, -1.0610870122909546, 1.060139775276184, 1.8277508020401, -2.167571783065796, 0.22513292729854584]"
146682,"[0.2615688443183899, -2.276414155960083, 0.7031269669532776, 0.5109236836433411, 0.7171924710273743, -2.3511242866516113, 0.25359150767326355, 1.1531318426132202, -1.269093632698059, 0.32135888934135437]"
147002,"[-0.9678027629852295, -1.1790927648544312, -0.5598001480102539, 0.4277590215206146, 1.5010627508163452, -1.7616995573043823, 0.9010053873062134, 2.0192179679870605, -0.9570176601409912, 0.4047955870628357]"
147142,"[-0.4427042007446289, -0.8575525879859924, 0.10661839693784714, -0.26254379749298096, 0.3458029329776764, -0.4370768070220947, 1.2179020643234253, -0.10964994132518768, -1.1694344282150269, 1.7010347843170166]"
