id,features
112,"[0.37365132570266724, 0.11080671101808548, 1.657134771347046, 0.1921474039554596, 0.35488414764404297, -0.1346130520105362, 0.617638111114502, 0.7367683053016663, -0.44973015785217285, 0.9152219891548157]"
122,"[-0.19717523455619812, -0.49415019154548645, 0.03642458841204643, -0.00779994111508131, 0.5445742011070251, -0.3152535855770111, 0.19720934331417084, 0.403621107339859, -0.4357583224773407, 0.5115492343902588]"
132,"[-0.25365981459617615, -0.3899151086807251, 0.2688249349594116, -0.0695403441786766, 0.07376392930746078, -0.4395744204521179, 0.3442092835903168, 0.37895074486732483, -0.17817552387714386, 0.09314752370119095]"
142,"[0.08760154247283936, -0.8613728284835815, 0.49731406569480896, -0.8175011873245239, -0.23132863640785217, -0.35934969782829285, 0.09959422051906586, 0.5435818433761597, -0.07569040358066559, 0.23313187062740326]"
152,"[-0.0033413912169635296, -0.6873912215232849, 0.1661951094865799, 0.324701189994812, 0.2960493266582489, -0.1920008361339569, 0.5164109468460083, 0.32937175035476685, -0.2461450695991516, 0.07729719579219818]"
162,"[-0.2613007128238678, -0.5722712278366089, -0.323760449886322, 0.2096581608057022, 1.4081858396530151, -0.19471928477287292, 0.08896134793758392, 0.3422444462776184, -0.21572871506214142, -0.3947128355503082]"
172,"[-0.07610733807086945, -0.01940152794122696, 0.09200240671634674, 0.03433162346482277, 0.7884125709533691, -0.2439499944448471, -0.6821826696395874, 0.7615666389465332, -0.5624436140060425, 0.7637828588485718]"
182,"[-0.18434002995491028, -0.6429126858711243, 0.47318360209465027, 0.15276940166950226, 0.4566793143749237, -0.09282322227954865, 0.2805541455745697, 0.0833532065153122, -0.06474010646343231, 0.4835382401943207]"
192,"[-0.07592099159955978, -0.22943240404129028, 1.737925410270691, -0.532744824886322, -1.110186219215393, -0.8065664768218994, -0.5254403948783875, 0.005090700462460518, -1.5560715198516846, 0.5222442150115967]"
202,"[-0.24990715086460114, -0.5867720246315002, -0.027439018711447716, -0.4292622208595276, 0.15512269735336304, -0.3744087517261505, 0.22623008489608765, 0.11224448680877686, -0.22371605038642883, 0.39512383937835693]"
212,"[0.02993810921907425, -0.310087651014328, -0.1089470162987709, 0.21966060996055603, 0.3793560564517975, -0.4885609745979309, 0.2993758022785187, 0.4898633658885956, -0.3727951943874359, 0.12611322104930878]"
222,"[0.1429697871208191, -0.08972876518964767, -0.020547976717352867, -0.14694295823574066, 0.26667508482933044, -0.2289079874753952, 0.0609150305390358, 0.6827318668365479, -0.44777217507362366, 0.5337751507759094]"
232,"[-0.009761450812220573, -0.3696790933609009, 0.03976048156619072, 0.17890340089797974, 0.2631860077381134, -0.21431924402713776, 0.27857083082199097, 0.4710884392261505, -0.5508005619049072, 0.2840675711631775]"
242,"[0.6582275032997131, -0.2637256979942322, -0.5515877604484558, -0.7722203135490417, 0.5915330052375793, -0.5710240602493286, -0.6786983609199524, 1.025577425956726, -0.3066160976886749, 0.5026421546936035]"
252,"[0.11082201451063156, -0.47142601013183594, 0.4525076150894165, 0.3498538136482239, 0.6606413125991821, -0.8843317627906799, -0.2290872037410736, 0.20675541460514069, -0.28931906819343567, 0.4337766170501709]"
262,"[0.17891541123390198, -0.4177685081958771, -0.02593432553112507, -0.8771372437477112, 0.6324461102485657, -0.05990917235612869, 0.009634279645979404, -0.39098402857780457, -0.02934502437710762, 0.5114432573318481]"
272,"[-0.035714443773031235, -0.18845811486244202, -0.27874454855918884, -0.009653424844145775, 0.5383775234222412, 0.08393682539463043, 0.3201014995574951, -0.05048777535557747, -1.2128201723098755, 0.21996137499809265]"
282,"[-0.184199720621109, -0.47893625497817993, -0.025138502940535545, 0.187638521194458, 0.3428390622138977, -0.42387136816978455, 0.2134336531162262, -0.05309451371431351, -0.7754625082015991, 0.3792591094970703]"
292,"[-0.13218306005001068, -0.006180057767778635, 0.058857161551713943, -0.804652750492096, 0.15773175656795502, -0.44410550594329834, 0.1850128173828125, 0.31543976068496704, -0.829217791557312, 0.2517080307006836]"
302,"[0.9524654150009155, -0.6439313888549805, 1.0268949270248413, -0.533872127532959, 0.7175140976905823, -0.8244388699531555, 0.2226850688457489, 0.478608638048172, 0.08755984902381897, -0.09360300004482269]"
312,"[-0.2104446440935135, -0.6401568055152893, 0.05261491239070892, -0.2200043797492981, 0.21172350645065308, -0.317645400762558, 0.45394644141197205, 0.16962839663028717, 0.034848831593990326, 0.4391731023788452]"
322,"[0.39969131350517273, -0.004402060527354479, -0.2269316166639328, 0.13599473237991333, 0.7625315189361572, -1.0753376483917236, 0.44773828983306885, 0.12993161380290985, -0.495250940322876, 0.266083300113678]"
332,"[-0.0826374813914299, -0.44664809107780457, 0.16825039684772491, -0.43443751335144043, 0.11471360921859741, -0.42184826731681824, 0.36410513520240784, 0.2420147955417633, -0.38684773445129395, 0.2563837766647339]"
342,"[-0.19650794565677643, -0.03427467867732048, 0.1948232650756836, -0.3459595739841461, 0.2716201841831207, -0.37357768416404724, 0.08408850431442261, 0.6634957194328308, -0.48678058385849, 0.35528647899627686]"
352,"[0.045974716544151306, -0.4192076027393341, 0.24818155169487, 0.32590049505233765, 0.1767965406179428, -0.4056728482246399, 0.39669033885002136, 0.4252558648586273, -0.36910128593444824, 0.4554499685764313]"
362,"[0.02231980301439762, -0.4820515215396881, 0.11380527913570404, 0.10519483685493469, 0.3511856496334076, -0.2759181559085846, 0.27103546261787415, 0.6095032095909119, -0.2112238109111786, 0.44222044944763184]"
372,"[-0.23045802116394043, -0.5596445202827454, 0.538358747959137, -0.5465323328971863, 0.25199586153030396, 0.22698849439620972, 0.18700318038463593, -0.21850484609603882, -0.6541717052459717, 0.3698301613330841]"
382,"[-0.1895204335451126, -0.7297617793083191, 0.3411719501018524, -0.30134111642837524, 0.17616263031959534, -0.2807462215423584, 0.13658277690410614, 0.4855581820011139, -0.30226659774780273, 0.21870526671409607]"
392,"[0.9781063795089722, -0.21445432305335999, 0.2230621874332428, 0.22850991785526276, -1.2343915700912476, -0.8307899236679077, -0.6272807121276855, -0.031202688813209534, -1.4171857833862305, 1.369577407836914]"
402,"[0.05958927050232887, -0.3767487108707428, 0.8106040358543396, -0.38531509041786194, 0.1313258409500122, -0.3821948766708374, -0.48266372084617615, 0.6967279314994812, -0.7102004289627075, 0.2921178638935089]"
412,"[-0.41850921511650085, -0.85637366771698, -0.410666286945343, -0.4269979000091553, -0.1879018396139145, -0.4600220024585724, 0.33113089203834534, -0.3537013828754425, 0.2000412940979004, 0.5254303216934204]"
422,"[0.26144611835479736, -0.5123195052146912, -0.021443050354719162, -0.43603789806365967, 0.1312684714794159, -0.371644526720047, 0.5396924018859863, -0.038051556795835495, -0.5570040345191956, 0.14593012630939484]"
432,"[-0.1784220039844513, -0.31197381019592285, 0.33931076526641846, 0.1271282285451889, 0.7335522174835205, -0.7159096002578735, 0.3833100199699402, 0.31124967336654663, -0.3967466354370117, -0.1304449886083603]"
442,"[-0.057331010699272156, -0.22268341481685638, 0.353900671005249, -0.1721896231174469, 0.5502601265907288, 0.030685175210237503, 0.567854642868042, 0.5134799480438232, -0.2380945384502411, -0.6915819048881531]"
452,"[-0.17798100411891937, -0.21745790541172028, 0.08125672489404678, -0.1675277054309845, 0.37517768144607544, -0.2569940984249115, 0.3080694377422333, 0.40041592717170715, -1.0585213899612427, 0.5023258328437805]"
462,"[0.5029129981994629, -0.6743950843811035, 0.02286924235522747, 0.018500566482543945, 0.40997323393821716, 0.14757703244686127, -0.19404974579811096, 0.540981650352478, -0.09831099212169647, 0.15816552937030792]"
472,"[-0.38111647963523865, -0.2692652642726898, 0.24766772985458374, 0.16239653527736664, 0.7802227139472961, -0.041222091764211655, 0.5489975810050964, 0.4525628387928009, -0.8255512118339539, 0.01263495534658432]"
482,"[0.08917666971683502, -0.6534985899925232, -0.3157256543636322, -0.3206467628479004, -0.20825187861919403, -0.2406097948551178, 0.12433916330337524, 0.3098652958869934, -1.118416428565979, -0.16845443844795227]"
492,"[0.5313366055488586, -0.44777241349220276, -0.005618027877062559, -0.16409945487976074, 0.4811254143714905, 0.32095247507095337, -0.1463584303855896, 0.23544631898403168, -1.070369839668274, 0.24287794530391693]"
502,"[0.4648321866989136, -0.9612947702407837, 0.5071327686309814, 0.0880211740732193, -0.6294189095497131, 0.6430118083953857, -1.4235965013504028, 0.35171186923980713, -0.5839483141899109, 1.1915690898895264]"
512,"[0.22202558815479279, -0.30496516823768616, 0.1669703722000122, 0.1097482219338417, 0.6443676352500916, -0.9040041565895081, -0.03821086511015892, 0.852417528629303, -0.14083582162857056, 0.23572587966918945]"
522,"[0.5134932994842529, -0.5462108254432678, 0.12085079401731491, 0.17399802803993225, 0.16273385286331177, 0.30918750166893005, 0.350754976272583, 0.16809998452663422, -1.1889489889144897, 0.32048434019088745]"
532,"[-0.8615309596061707, -0.537312388420105, 0.020341601222753525, -0.20405492186546326, 0.5233506560325623, -0.3659610450267792, 0.18637357652187347, 0.3639110028743744, 0.037844136357307434, 0.40736469626426697]"
542,"[-0.8182995319366455, -0.3154735267162323, 0.7873384356498718, 0.18012000620365143, 0.6738973259925842, -0.4035860002040863, -1.0751477479934692, -0.70390784740448, -0.9485079646110535, 1.0692493915557861]"
552,"[-0.07646182179450989, -0.6379234194755554, 0.18410001695156097, -0.33104419708251953, 0.25983163714408875, -0.2605690658092499, 0.7802994251251221, 0.3566686809062958, 0.12476857006549835, 0.11514581739902496]"
562,"[-0.13135352730751038, -0.29797616600990295, 0.2897031605243683, -0.2897922992706299, 0.052637483924627304, -0.6930974721908569, 0.17750468850135803, 0.26796141266822815, -0.5541524887084961, 0.5311563611030579]"
572,"[-0.49772554636001587, -0.6736704707145691, 0.11984747648239136, -0.23450645804405212, 0.5512275099754333, -0.44451141357421875, -0.09497088193893433, -0.3174515962600708, -0.04551945626735687, 0.5790087580680847]"
582,"[-0.2157631367444992, 0.23614013195037842, -0.04199589043855667, -0.1406390517950058, 0.548210859298706, -0.8437764048576355, 0.42387279868125916, 0.1505882292985916, -0.7734363079071045, 0.5949863791465759]"
592,"[-0.40476205945014954, -0.030163485556840897, 0.6871734261512756, -0.4045046269893646, 0.5851449370384216, -0.300385445356369, 0.17045742273330688, 0.23319052159786224, -0.6990097165107727, 0.42444825172424316]"
602,"[-0.5270810127258301, -0.5699709057807922, 0.29875820875167847, 0.02956189401447773, 0.7411855459213257, 0.0384380929172039, 0.1272592842578888, 0.06287766247987747, -0.40456584095954895, -0.05854332447052002]"
3,"[0.1600521355867386, -0.3427598774433136, -0.984043538570404, 0.3204701244831085, 0.12796969711780548, 0.5796813368797302, -0.41279688477516174, 0.19954413175582886, 0.1716011017560959, 0.7562452554702759]"
13,"[-0.49849173426628113, -0.1857711374759674, -0.23544706404209137, -0.07592952251434326, 0.8636523485183716, -0.20105141401290894, 0.4998587369918823, 0.7107895016670227, -0.002422117628157139, 0.5440750122070312]"
23,"[0.24700985848903656, -0.42494451999664307, -0.007727787364274263, 0.3337688148021698, 0.49188730120658875, -0.4581759572029114, 0.543794572353363, 0.1132725402712822, 0.01142007764428854, 0.3553241193294525]"
33,"[0.0533524751663208, -0.6455007791519165, 0.2782426178455353, 0.08497882634401321, 0.021510902792215347, -0.37837550044059753, -0.4911372661590576, 0.5368030071258545, -0.7037644386291504, 0.16399063169956207]"
43,"[-0.38630059361457825, -0.5684227347373962, 0.16201213002204895, -0.2725706994533539, 0.8326032161712646, -0.19242778420448303, -0.7404853105545044, 0.5477885603904724, -0.7112083435058594, -0.29204878211021423]"
53,"[-0.24260994791984558, -0.160264790058136, -0.4293902516365051, -0.3349747657775879, 0.8486117720603943, 0.21681784093379974, 0.19900180399417877, 0.9512419104576111, -0.5491074919700623, 0.5086805820465088]"
63,"[-0.15813805162906647, -0.3630031645298004, 0.6563491225242615, 0.2268119603395462, 0.6463056206703186, -0.2397083044052124, -0.36146280169487, 0.3387773334980011, -0.3587738275527954, 0.4935672879219055]"
73,"[0.4804458022117615, -0.5223523378372192, -0.23636499047279358, 0.09309296309947968, 0.22152705490589142, -4.1600840631872416e-05, 0.43223756551742554, 0.5027557015419006, -0.8987308144569397, 0.10821885615587234]"
83,"[-0.06954948604106903, -0.09406206011772156, 1.1219156980514526, 0.7877787351608276, 0.6800861954689026, -0.2684634029865265, 0.7745091319084167, -0.27387335896492004, -0.7889347672462463, 0.44929584860801697]"
93,"[-0.4098687171936035, -0.38146674633026123, -0.24860864877700806, -0.11094187200069427, 0.6874187588691711, -0.17104892432689667, 0.4066457450389862, 0.5335863828659058, -0.7281274199485779, 0.13035625219345093]"
103,"[0.04769888520240784, -0.47489413619041443, -0.18706852197647095, 0.07111363857984543, 0.5627531409263611, -0.2081228494644165, 0.2871331572532654, 0.39995595812797546, -0.5130755305290222, 0.31701260805130005]"
113,"[-0.02356392703950405, -0.8511062860488892, 0.39286595582962036, 0.09092030674219131, 0.3570207357406616, -0.014933591708540916, 0.5626769661903381, -0.3106346130371094, -0.40325096249580383, -0.08719667792320251]"
123,"[-0.35215625166893005, -0.3019953966140747, -0.04915241152048111, 0.07142500579357147, 0.5826778411865234, -0.520459771156311, 0.3394422233104706, 0.5621067881584167, -0.40648409724235535, -0.04745195433497429]"
133,"[-0.3160283863544464, -0.34920158982276917, 0.2882092595100403, 0.10559549927711487, 0.4234609305858612, -0.2800934910774231, 0.06950043141841888, -0.2872796356678009, -0.23704038560390472, 0.5827500820159912]"
143,"[-0.6598331928253174, 0.13633929193019867, 0.2822452485561371, -0.6340879201889038, 0.39299261569976807, -1.1769850254058838, -0.16783609986305237, -0.22731436789035797, -0.7252904772758484, -0.24701571464538574]"
153,"[-0.3921296298503876, -0.7125946283340454, 0.2010183334350586, 0.8775399327278137, -0.0022502343636006117, -0.8157555460929871, -0.07447152584791183, -0.40159735083580017, 0.2875088155269623, 0.10060727596282959]"
163,"[-0.2983807921409607, 0.3185228109359741, 0.09420779347419739, -0.032841287553310394, 0.6001636385917664, -0.9428194165229797, -0.10125726461410522, 0.5546981692314148, -0.6434624195098877, 0.46613308787345886]"
173,"[-0.7628605365753174, -1.4574823379516602, 0.614310622215271, 0.16693729162216187, 0.820192813873291, 0.6244503855705261, -0.11608454585075378, -1.0317269563674927, -0.1526588350534439, -0.8032999634742737]"
183,"[0.38591647148132324, -0.16363433003425598, 0.9148784875869751, -0.46858111023902893, 0.6909940838813782, -0.6685723066329956, 0.2786446511745453, -0.23378221690654755, -0.6752098798751831, 0.5547871589660645]"
193,"[0.2294221669435501, -0.9989702105522156, -0.6660354733467102, 0.5117274522781372, -0.04123503342270851, -0.7143383622169495, 0.1802411526441574, 0.32171720266342163, 0.2982008755207062, -0.05207270756363869]"
203,"[-0.9079186916351318, -0.21262198686599731, 0.18622912466526031, 0.5349172353744507, 1.0110605955123901, -0.4694485068321228, 0.5126633048057556, 0.07296710461378098, -0.11733286827802658, 0.5801519751548767]"
213,"[-0.35440510511398315, -0.3751792907714844, -0.022541319951415062, 0.17779918015003204, 0.4330288767814636, -0.20288482308387756, -0.023496387526392937, 0.42573466897010803, -0.6938241720199585, 0.34315812587738037]"
223,"[0.31384581327438354, -0.031125148758292198, 0.46354949474334717, 0.19913245737552643, -0.11808658391237259, -1.0343276262283325, 0.6829414963722229, 0.058198753744363785, -0.799874484539032, 0.37770670652389526]"
233,"[-0.46302157640457153, -0.27062541246414185, 0.055424585938453674, -0.15211166441440582, 0.5405008792877197, -0.5195893049240112, 0.12825964391231537, 0.2206747829914093, -0.0509435273706913, 0.4473860263824463]"
243,"[0.7796432375907898, -0.10149568319320679, -0.0898762047290802, 0.11520563066005707, 1.1822808980941772, -0.6170146465301514, 0.27007028460502625, 0.4372272491455078, -1.20055091381073, -0.3915082514286041]"
253,"[-0.21681170165538788, -0.6665787100791931, 0.04712424799799919, 0.18026702105998993, 0.21511147916316986, -0.6119780540466309, -0.2515931725502014, 0.5262811183929443, -0.23795311152935028, 0.04951844364404678]"
263,"[-0.0660795122385025, -0.46286794543266296, 0.0771448090672493, -0.10123490542173386, 0.42279157042503357, -0.6521937251091003, 0.16630735993385315, 0.24478472769260406, -0.4142859876155853, 0.07845523208379745]"
273,"[-0.020628368481993675, -0.5199553370475769, -0.041643109172582626, -0.6663807034492493, 0.0806925818324089, -0.01967574656009674, -0.05873098596930504, -0.4017437696456909, -0.9035918116569519, 0.845855176448822]"
283,"[0.4501475691795349, 0.369341641664505, 0.9914270043373108, 0.37112537026405334, 0.6569198369979858, -0.3083440363407135, 1.0573482513427734, -0.4772903323173523, -1.3863288164138794, 1.156890630722046]"
293,"[0.20515486598014832, -0.4837166666984558, 0.32450833916664124, 0.46306777000427246, 0.2867482006549835, -0.4254778325557709, -0.13691772520542145, 0.21689678728580475, -0.44162675738334656, 0.14627067744731903]"
303,"[-0.4908016622066498, -0.024589044973254204, -1.6435341835021973, -0.5110249519348145, 0.32248008251190186, -0.3717544674873352, -0.7580835819244385, 0.15956971049308777, -0.8005447387695312, 0.9497315287590027]"
313,"[-0.0074701374396681786, -0.1668894737958908, -0.3677786886692047, -0.27411478757858276, 0.9283770322799683, -0.39135080575942993, -0.18705429136753082, 0.3629228472709656, 0.28448542952537537, 0.9485268592834473]"
323,"[-0.28702738881111145, -0.6018986701965332, 0.3352701663970947, -0.04827005788683891, 0.51806640625, -0.3418661057949066, -0.00824725441634655, 0.33812281489372253, -0.0587158165872097, -0.07168082147836685]"
333,"[-0.08666957914829254, -0.5499523282051086, 0.34331488609313965, 1.328098177909851, 0.3183991312980652, 0.1326303482055664, -0.8773168921470642, 0.8478114008903503, -0.4328504800796509, 0.5446504950523376]"
343,"[-0.01178612932562828, 0.020743150264024734, -0.6362339854240417, 0.2729775905609131, 0.5526195168495178, -1.1076246500015259, 0.3219870626926422, -0.014910049736499786, -0.3840775489807129, 0.8893987536430359]"
353,"[0.20404238998889923, -0.3701094388961792, 0.9152175784111023, -0.1686774641275406, 0.2946241796016693, -0.8090137243270874, -0.8890005946159363, 0.15798121690750122, -0.2645767629146576, 0.9607976675033569]"
363,"[-0.23344643414020538, -1.0050675868988037, -0.41158533096313477, 0.7398982048034668, 0.03521132096648216, 0.33163729310035706, 0.13172918558120728, -0.3755296766757965, -1.0134339332580566, -0.013953184708952904]"
373,"[-0.3082396686077118, -0.7307990789413452, -0.1837557554244995, 0.32599228620529175, 0.6821099519729614, -0.18128597736358643, 0.589252233505249, -0.33576521277427673, -0.04173693433403969, 0.40978097915649414]"
383,"[0.3536292314529419, -0.2290346771478653, 0.2278868705034256, 0.6261391639709473, 0.1525512933731079, -1.1058744192123413, 0.05636194720864296, 0.7486666440963745, -1.1975162029266357, -0.47595247626304626]"
393,"[-0.660729706287384, -0.5591343641281128, 1.2394897937774658, 0.17336401343345642, -1.6369023323059082, -1.5598968267440796, -0.46874961256980896, -0.34023523330688477, -1.1375008821487427, 0.4403899610042572]"
403,"[-0.016501303762197495, -0.684112012386322, 0.39664897322654724, -0.194674551486969, 0.7450752854347229, -0.15972110629081726, 0.1602669060230255, 0.49552300572395325, -0.5778957605361938, -0.32117873430252075]"
413,"[0.032578784972429276, -0.16330616176128387, -0.61762535572052, -0.013269072398543358, 1.1168885231018066, -0.3557276725769043, -0.6018706560134888, 0.8908405900001526, -1.401862621307373, -0.31670817732810974]"
423,"[-0.04547470808029175, -0.9470945000648499, -0.12765727937221527, -0.42611679434776306, 1.3432846069335938, -0.5914859175682068, 0.04148956015706062, -0.5654824376106262, 0.009435898624360561, -0.29771140217781067]"
433,"[0.7905681729316711, -0.47755199670791626, 0.07106343656778336, -0.8270159959793091, -0.7808704376220703, 0.0003350574115756899, 0.2844408452510834, -0.4030148684978485, -1.5266156196594238, 0.8505046367645264]"
443,"[0.40632373094558716, -0.5024251341819763, 0.5031063556671143, -0.3286961317062378, 0.2729661762714386, -0.9890725016593933, 0.35369423031806946, 0.39607226848602295, -0.5772441029548645, -0.41097328066825867]"
453,"[-0.24245765805244446, -0.04910431057214737, -0.538382351398468, -0.020716527476906776, 0.2786104083061218, -0.6190588474273682, 0.013462710194289684, 0.2996821999549866, -0.9355525374412537, 0.6809208989143372]"
463,"[-0.2495025247335434, -0.3001313805580139, 0.5557984113693237, 0.08161581307649612, 0.20782817900180817, -0.14172416925430298, 0.27620193362236023, 0.6356505155563354, -0.4536881148815155, 0.4015737771987915]"
473,"[-0.3731018304824829, -0.43783682584762573, 0.09170281887054443, 0.5810700058937073, 0.14968341588974, -0.1567569524049759, 0.2564358711242676, 0.6170196533203125, -0.4137337803840637, 0.15876492857933044]"
483,"[-0.11146745085716248, -0.20899201929569244, -0.16421985626220703, 0.1297939568758011, 0.311295747756958, -0.7719404101371765, -0.192783921957016, 0.449345201253891, -0.3286033868789673, 0.6336709856987]"
493,"[-0.18058595061302185, -0.2917378544807434, 0.8426740169525146, -0.6321032047271729, 0.8331963419914246, 0.5425756573677063, 1.0097559690475464, 0.1705804318189621, -0.12534090876579285, 0.4378226399421692]"
503,"[0.534364640712738, -0.6465123295783997, 0.5490241646766663, -0.40360361337661743, 0.22349052131175995, 0.1478722244501114, -0.01060412172228098, 0.4671764373779297, -0.37342217564582825, 0.26902180910110474]"
513,"[-0.1993623971939087, -0.9827480316162109, -0.20752093195915222, -0.6333985328674316, 0.269967645406723, 0.1407451331615448, 0.0931101143360138, 0.09795039892196655, -0.30828723311424255, -0.033242661505937576]"
523,"[-0.569283664226532, -0.12436999380588531, 0.3315926790237427, 0.0951162800192833, 0.5557589530944824, -0.40456733107566833, 0.4228828549385071, 0.5591626167297363, -0.6112945079803467, 0.3529895544052124]"
533,"[0.44717469811439514, 0.010835493914783001, 0.9647420048713684, -0.6963255405426025, -0.0048644402995705605, -0.6073957085609436, 0.08344746381044388, 0.1608600616455078, -1.05959153175354, 0.896481454372406]"
543,"[-0.48542457818984985, -0.11162493377923965, 0.7599713802337646, 0.08773628622293472, -0.30861541628837585, -0.3793453872203827, -0.39674168825149536, -0.351076602935791, -1.4676874876022339, 1.1403324604034424]"
553,"[-0.30315178632736206, -0.38173773884773254, 0.824551522731781, -0.3617524802684784, 0.33848294615745544, -0.7017911076545715, 0.29074007272720337, 0.04349067062139511, -0.37169167399406433, 0.5113961696624756]"
563,"[-0.17335329949855804, -0.35023072361946106, 0.19908607006072998, 0.1865748018026352, 0.532013475894928, -0.560513973236084, 0.21359571814537048, 0.15040132403373718, -0.49734053015708923, -0.0092624481767416]"
573,"[0.11714588105678558, -0.017896519973874092, 0.11778059601783752, -0.04905099794268608, 0.4911175072193146, -0.3766945004463196, -0.373129278421402, 0.15561051666736603, -1.1070683002471924, 1.013917088508606]"
583,"[-0.4100305736064911, -0.6004457473754883, 0.4324251711368561, -0.12411082535982132, 0.12573158740997314, 0.11478419601917267, 0.2946126163005829, 0.5509808659553528, -0.5530077815055847, -0.49137330055236816]"
593,"[1.0114381313323975, -0.5476850271224976, -0.374492883682251, -0.35763484239578247, 0.4542974531650543, -1.0464237928390503, 0.22668907046318054, 0.05188433453440666, -0.1927279233932495, 0.11512825638055801]"
603,"[0.13982367515563965, -0.9038987159729004, -0.08900366723537445, 0.11475405842065811, 0.37843409180641174, 0.2389805167913437, 0.3404366970062256, 0.4997529685497284, -0.10024608671665192, -0.13804222643375397]"
4,"[-0.5510817766189575, -1.0156606435775757, 0.2642153799533844, 0.5022269487380981, -0.2213025838136673, -0.15674427151679993, -0.6879217624664307, -0.02134840004146099, -0.1721414029598236, 0.18927164375782013]"
14,"[0.9762976169586182, -0.30619198083877563, 0.131484717130661, 0.5254781246185303, 0.5868872404098511, -1.2426129579544067, -1.2097865343093872, -0.09548445045948029, -1.1142977476119995, 0.08449208736419678]"
24,"[-0.2251015156507492, -0.39798930287361145, -0.09819071739912033, -0.19537703692913055, 0.14967136085033417, -0.2619854211807251, 0.16353921592235565, 0.3033018410205841, -0.4652670621871948, 0.43285831809043884]"
34,"[-0.2862623631954193, -0.2343062162399292, 0.8944259285926819, -1.0878630876541138, -0.8427476286888123, -0.3164425194263458, 0.8080219030380249, 0.8612252473831177, 0.054204344749450684, 0.3912700116634369]"
44,"[-0.05740760266780853, -0.45584315061569214, -0.23092561960220337, -1.1507568359375, -0.3111551105976105, -0.2971157133579254, -0.6732651591300964, 0.8242353200912476, -0.12119641900062561, 0.5785209536552429]"
54,"[-0.06403639167547226, -0.4706082344055176, 0.23796100914478302, 0.11535639315843582, 0.091867595911026, -0.29701438546180725, -0.011641274206340313, 0.19471806287765503, -0.5410197973251343, 0.13199304044246674]"
64,"[-0.19520166516304016, -0.6539403796195984, -0.12859593331813812, 0.008680962957441807, 0.3170298635959625, -0.16998949646949768, -0.06818541139364243, 0.31975141167640686, -0.352693110704422, 0.33737704157829285]"
74,"[-0.0527569055557251, -0.47214803099632263, 0.3500779867172241, 0.003724621841683984, 0.6173534989356995, -0.19370633363723755, 0.3191915452480316, 0.44219064712524414, -0.33038514852523804, 0.2962207794189453]"
84,"[-0.015933392569422722, -0.7424355149269104, -0.08050070703029633, 0.04061552509665489, 0.49022743105888367, -0.4025033712387085, 0.037859704345464706, -0.14158722758293152, -0.3560381233692169, -0.0020048972219228745]"
94,"[-0.5145745277404785, 0.4266766607761383, -0.21066975593566895, -0.3068253695964813, 0.7929771542549133, -0.27826592326164246, 0.7219701409339905, -0.4758315086364746, -0.9495744109153748, 0.893872082233429]"
104,"[-0.2682698965072632, -0.5298168063163757, 0.00015956556308083236, -0.074516162276268, -0.14907419681549072, -0.4730933606624603, -0.07947787642478943, 0.09419775754213333, -0.7653455138206482, 0.147441565990448]"
114,"[-1.2026324272155762, -0.7984910011291504, 0.3643104135990143, 0.15705899894237518, 0.6330506205558777, 0.5025704503059387, 0.7206082344055176, 1.4975948333740234, 1.1046980619430542, -0.3539959192276001]"
124,"[-0.026581086218357086, -0.6929014921188354, 0.15517163276672363, 0.34624749422073364, 0.04978401958942413, -0.4312502443790436, -0.19934719800949097, -0.08576788753271103, -0.5350053906440735, 0.6318883299827576]"
134,"[-0.2386275976896286, -0.7274642586708069, -0.6191105246543884, 0.2786657214164734, 0.710282027721405, -0.08108152449131012, -0.11701686680316925, -0.024003971368074417, -0.6653926372528076, 0.024772752076387405]"
144,"[-0.15355953574180603, -0.19882096350193024, 0.09136530011892319, -0.10587865114212036, 0.3533876836299896, -0.6696954965591431, -0.21835285425186157, 0.5771591663360596, -0.41435572504997253, 0.3867603838443756]"
154,"[-1.0183111429214478, -0.8520234227180481, -0.18249928951263428, 0.7626920342445374, 0.10358817130327225, -0.49605828523635864, 0.2862241268157959, 0.5113044381141663, -0.2542133927345276, -0.1617807298898697]"
164,"[0.05279485881328583, -0.32684326171875, 0.6938697695732117, -0.8176500201225281, 0.15144822001457214, -0.3473272919654846, -0.05166217312216759, -0.6719131469726562, -0.9027293920516968, 1.0411286354064941]"
174,"[0.03904278948903084, -0.8740613460540771, 1.3276981115341187, 0.6217110753059387, 0.37732061743736267, 0.25918662548065186, -0.5077266693115234, -0.7741003632545471, -0.9498965740203857, 0.4346454441547394]"
184,"[0.001230324269272387, -0.3941657841205597, 0.26134973764419556, 0.30358272790908813, -0.0969955250620842, -0.28311997652053833, 0.3416643440723419, 0.2676178514957428, -0.4317057430744171, 0.6922048926353455]"
194,"[-0.12254390865564346, -0.050311677157878876, -0.7636176943778992, -0.1871734857559204, 0.376765638589859, -0.20470398664474487, 0.49052876234054565, 0.03749530389904976, -0.9057053923606873, 0.7418153882026672]"
204,"[-0.19070884585380554, -0.059659264981746674, 0.5123443603515625, 0.21144163608551025, 1.0644409656524658, -0.0829625055193901, 0.3990006148815155, 0.572451651096344, -0.1325778365135193, 0.7370291352272034]"
214,"[0.65017169713974, -0.47574833035469055, 1.1479674577713013, 0.5313290357589722, -0.27352821826934814, -0.6568050980567932, -0.5697643756866455, -0.03183010220527649, -0.6530877351760864, 0.6849225163459778]"
