user_id,user_embedding
974,"0.0,0.0,0.82794166,0.0,0.38657495,0.04638637,0.0,0.0"
975,"0.0,0.0,0.7803935,0.0,0.6187816,0.047033533,0.0,0.0"
976,"0.0,0.0,0.6478268,0.0,1.0363619,0.04966171,0.0,0.0"
977,"0.0,0.0,0.66645193,0.0,0.9316923,0.04946226,0.0,0.0"
978,"0.0,0.0,0.67029864,0.0,0.990456,0.049131118,0.0,0.0"
979,"0.0,0.0,0.62336206,0.0,1.1334705,0.05020524,0.0,0.0"
980,"0.0,0.0,0.7985731,0.0,0.51149493,0.046862874,0.0,0.0"
981,"0.0,0.0,0.81545657,0.0,0.43066406,0.046522517,0.0,0.0"
982,"0.0,0.0,0.5882791,0.0,1.2384665,0.05117843,0.0,0.0"
983,"0.0,0.0,0.6254088,0.0,1.1089818,0.050321598,0.0,0.0"
984,"0.0,0.0,0.65404886,0.0,1.0414503,0.049540695,0.0,0.0"
985,"0.0,0.0,0.59114337,0.0,1.2236606,0.051000576,0.0,0.0"
986,"0.0,0.0,0.5382911,0.0,1.499234,0.051914535,0.0,0.0"
987,"0.0,0.0,0.5230521,0.0,1.542547,0.05240103,0.0,0.0"
988,"0.0,0.0,0.7669915,0.0,0.65765846,0.04702556,0.0,0.0"
989,"0.0,0.0,0.5787549,0.0,1.3171694,0.051215395,0.0,0.0"
990,"0.0,0.0,0.7446035,0.0,0.72119075,0.047448058,0.0,0.0"
991,"0.0,0.0,0.661256,0.0,0.97845244,0.049373675,0.0,0.0"
992,"0.0,0.0,0.7471709,0.0,0.7379281,0.047415607,0.0,0.0"
993,"0.0,0.0,0.80199397,0.0,0.5352223,0.046568923,0.0,0.0"
994,"0.0,0.0,0.7120726,0.0,0.80861187,0.04836048,0.0,0.0"
995,"0.0,0.0,0.64086217,0.0,1.0532105,0.049924206,0.0,0.0"
996,"0.0,0.0,0.54679763,0.0,1.4330446,0.052025177,0.0,0.0"
997,"0.0,0.0,0.73326,0.0,0.7019043,0.047934923,0.0,0.0"
998,"0.0,0.0,0.58449984,0.0,1.2561519,0.051148687,0.0,0.0"
999,"0.0,0.0,0.66786593,0.0,0.9308605,0.04936375,0.0,0.0"
1000,"0.0,0.0,0.6021297,0.0,1.184397,0.050710592,0.0,0.0"
1001,"0.0,0.0,0.5557951,0.0,1.3772221,0.051990204,0.0,0.0"
1002,"0.0,0.0,0.53343874,0.0,1.4894804,0.05233161,0.0,0.0"
1003,"0.0,0.0,0.72910154,0.0,0.723126,0.04804167,0.0,0.0"
1004,"0.0,0.0,0.7149948,0.0,0.8228551,0.048138823,0.0,0.0"
1005,"0.0,0.0,0.49580634,0.0,1.6285272,0.0532772,0.0,0.0"
1006,"0.0,0.0,0.6168936,0.0,1.1341684,0.05037547,0.0,0.0"
1007,"0.0,0.0,0.49976498,0.0,1.6352406,0.053202633,0.0,0.0"
1008,"0.0,0.0,0.6070535,0.0,1.1810312,0.05062054,0.0,0.0"
1009,"0.0,0.0,0.55768603,0.0,1.3942335,0.05174015,0.0,0.0"
1010,"0.0,0.0,1.096916,0.0,0.0,0.03570094,0.0,0.0"
1011,"0.0,0.0,0.68419784,0.0,0.8535912,0.049187154,0.0,0.0"
1012,"0.0,0.0,0.76820046,0.0,0.60955834,0.047240857,0.0,0.0"
1013,"0.0,0.0,0.65037143,0.0,1.0802274,0.049505126,0.0,0.0"
1014,"0.0,0.0,0.7662376,0.0,0.6932525,0.046984725,0.0,0.0"
1015,"0.0,0.0,0.5656774,0.0,1.3571908,0.051569372,0.0,0.0"
1016,"0.0,0.0,0.66123,0.0,1.0480256,0.0492417,0.0,0.0"
1017,"0.0,0.0,0.5657669,0.0,1.3565502,0.051539186,0.0,0.0"
1018,"0.0,0.0,0.5637615,0.0,1.351387,0.051652223,0.0,0.0"
1019,"0.0,0.0,0.76251066,0.0,0.6173505,0.04759666,0.0,0.0"
1020,"0.0,0.0,0.6409892,0.0,1.040838,0.05000795,0.0,0.0"
1021,"0.0,0.0,0.42306045,0.0,1.9566786,0.054871153,0.0,0.0"
1022,"0.0,0.0,0.63537407,0.0,1.0673587,0.049880713,0.0,0.0"
1023,"0.0,0.0,0.62504125,0.0,1.1577625,0.050157934,0.0,0.0"
1024,"0.0,0.0,0.58874744,0.0,1.2347054,0.05102253,0.0,0.0"
1025,"0.0,0.0,0.56050646,0.0,1.3712832,0.05156498,0.0,0.0"
1026,"0.0,0.0,0.5555818,0.0,1.4187338,0.051687762,0.0,0.0"
1027,"0.0,0.0,0.75819385,0.0,0.6825038,0.047277667,0.0,0.0"
1028,"0.0,0.0,0.55778265,0.0,1.3957436,0.051674638,0.0,0.0"
1029,"0.0,0.0,0.7609663,0.0,0.6690965,0.04726558,0.0,0.0"
1030,"0.0,0.0,0.5826332,0.0,1.2637753,0.051141143,0.0,0.0"
1031,"0.0,0.0,0.50288844,0.0,1.6230538,0.052963194,0.0,0.0"
1032,"0.0,0.0,0.8262282,0.0,0.47380295,0.046044458,0.0,0.0"
1033,"0.0,0.0,0.6659364,0.0,0.95308286,0.04924084,0.0,0.0"
1034,"0.0,0.0,0.62318784,0.0,1.0854456,0.050330605,0.0,0.0"
1035,"0.0,0.0,0.5171259,0.0,1.542871,0.05287017,0.0,0.0"
1036,"0.0,0.0,0.6468464,0.0,1.0394648,0.049728725,0.0,0.0"
1037,"0.0,0.0,0.7065424,0.0,0.8761989,0.048281614,0.0,0.0"
1038,"0.0,0.0,0.5508853,0.0,1.4195583,0.05208714,0.0,0.0"
1039,"0.0,0.0,0.6727907,0.0,0.92952967,0.049184486,0.0,0.0"
1040,"0.0,0.0,0.4985968,0.0,1.616575,0.05316976,0.0,0.0"
1041,"0.0,0.0,0.54882956,0.0,1.4107116,0.052079305,0.0,0.0"
1042,"0.0,0.0,0.7018323,0.0,0.85623205,0.04850751,0.0,0.0"
1043,"0.0,0.0,0.64120823,0.0,1.0696021,0.04977081,0.0,0.0"
1044,"0.0,0.0,0.6356279,0.0,1.0362244,0.050136,0.0,0.0"
1045,"0.0,0.0,0.57457846,0.0,1.3224852,0.051182866,0.0,0.0"
1046,"0.0,0.0,0.581194,0.0,1.3131502,0.05101084,0.0,0.0"
1047,"0.0,0.0,0.5207798,0.0,1.5535717,0.052567154,0.0,0.0"
1048,"0.0,0.0,0.64126015,0.0,1.042864,0.049980476,0.0,0.0"
1049,"0.0,0.0,0.6666752,0.0,1.0029374,0.049189694,0.0,0.0"
1050,"0.0,0.0,0.8079961,0.0,0.46486428,0.04673733,0.0,0.0"
1051,"0.0,0.0,0.55054384,0.0,1.419735,0.05187454,0.0,0.0"
1052,"0.0,0.0,0.5183875,0.0,1.5297241,0.052933987,0.0,0.0"
1053,"0.0,0.0,0.79998404,0.0,0.5513237,0.046650697,0.0,0.0"
1054,"0.0,0.0,0.40814936,0.0,2.0270166,0.05524428,0.0,0.0"
1055,"0.0,0.0,0.7866453,0.0,0.60008013,0.046843685,0.0,0.0"
1056,"0.0,0.0,0.5607898,0.0,1.3663092,0.051559858,0.0,0.0"
1057,"0.0,0.0,0.8398424,0.0,0.4407003,0.04571856,0.0,0.0"
1058,"0.0,0.0,0.6056389,0.0,1.1509396,0.050690453,0.0,0.0"
1059,"0.0,0.0,0.8297476,0.0,0.43093055,0.046055414,0.0,0.0"
1060,"0.0,0.0,0.6308605,0.0,1.1306009,0.050041348,0.0,0.0"
1061,"0.0,0.0,0.57988536,0.0,1.3079677,0.05124032,0.0,0.0"
1062,"0.0,0.0,0.4295266,0.0,1.9056988,0.055062573,0.0,0.0"
1063,"0.0,0.0,0.5813206,0.0,1.2816352,0.051152345,0.0,0.0"
1064,"0.0,0.0,0.6497531,0.0,1.0234109,0.049719952,0.0,0.0"
1065,"0.0,0.0,0.55323553,0.0,1.4060509,0.051796615,0.0,0.0"
1066,"0.0,0.0,0.6460931,0.0,1.0493141,0.049683973,0.0,0.0"
1067,"0.0,0.0,0.6520056,0.0,1.0065286,0.049636528,0.0,0.0"
1068,"0.0,0.0,0.57499313,0.0,1.3083906,0.05131084,0.0,0.0"
1069,"0.0,0.0,0.8452323,0.0,0.3393801,0.045723364,0.0,0.0"
1070,"0.0,0.0,0.65101254,0.0,1.0217292,0.0496972,0.0,0.0"
1071,"0.0,0.0,0.41284788,0.0,2.0129201,0.0551598,0.0,0.0"
1072,"0.0,0.0,0.60244715,0.0,1.2032154,0.05068218,0.0,0.0"
1073,"0.0,0.0,0.57350063,0.0,1.2997899,0.051351115,0.0,0.0"
1074,"0.0,0.0,0.77675253,0.0,0.656321,0.04691384,0.0,0.0"
1075,"0.0,0.0,0.74571174,0.0,0.6961271,0.047578238,0.0,0.0"
1076,"0.0,0.0,0.7928293,0.0,0.5732857,0.04661527,0.0,0.0"
1077,"0.0,0.0,0.6083467,0.0,1.1706307,0.05043775,0.0,0.0"
1078,"0.0,0.0,0.58613056,0.0,1.267406,0.051107254,0.0,0.0"
1079,"0.0,0.0,0.68787277,0.0,0.8936166,0.048807397,0.0,0.0"
1080,"0.0,0.0,0.57428026,0.0,1.3414952,0.051254,0.0,0.0"
1081,"0.0,0.0,0.6648143,0.0,0.9793697,0.049254183,0.0,0.0"
1082,"0.0,0.0,0.44431216,0.0,1.8769348,0.054384593,0.0,0.0"
1083,"0.0,0.0,0.65647274,0.0,1.0624528,0.049302533,0.0,0.0"
1084,"0.0,0.0,0.80470085,0.0,0.45677745,0.04678781,0.0,0.0"
1085,"0.0,0.0,0.69966507,0.0,0.8512567,0.048539076,0.0,0.0"
1086,"0.0,0.0,0.5651933,0.0,1.350159,0.051654812,0.0,0.0"
1087,"0.0,0.0,0.6044229,0.0,1.1880927,0.0506579,0.0,0.0"
1088,"0.0,0.0,0.67624813,0.0,0.95314705,0.049105912,0.0,0.0"
1089,"0.0,0.0,0.64909893,0.0,1.0172422,0.049675047,0.0,0.0"
1090,"0.0,0.0,0.83945024,0.0,0.3763842,0.045956783,0.0,0.0"
1091,"0.0,0.0,0.7933928,0.0,0.5718735,0.046855915,0.0,0.0"
1092,"0.0,0.0,0.5639601,0.0,1.3510753,0.051784243,0.0,0.0"
1093,"0.0,0.0,0.73702824,0.0,0.7762301,0.04749562,0.0,0.0"
1094,"0.0,0.0,0.6947144,0.0,0.9213568,0.04853797,0.0,0.0"
1095,"0.0,0.0,0.6438738,0.0,1.0928214,0.04956866,0.0,0.0"
1096,"0.0,0.0,0.79406166,0.0,0.56777716,0.04683176,0.0,0.0"
1097,"0.0,0.0,0.6816841,0.0,0.95704424,0.04880304,0.0,0.0"
1098,"0.0,0.0,0.6972837,0.0,0.86801267,0.048579168,0.0,0.0"
1099,"0.0,0.0,0.6744743,0.0,0.94876605,0.048987646,0.0,0.0"
1100,"0.0,0.0,1.0032548,0.0,0.0,0.038990743,0.0,0.0"
1101,"0.0,0.0,0.5855602,0.0,1.2409445,0.051324915,0.0,0.0"
1102,"0.0,0.0,0.73065215,0.0,0.7499729,0.0476997,0.0,0.0"
1103,"0.0,0.0,0.6625315,0.0,1.016993,0.04930991,0.0,0.0"
1104,"0.0,0.0,0.6288184,0.0,1.077551,0.050251767,0.0,0.0"
1105,"0.0,0.0,0.50734395,0.0,1.5897167,0.053020958,0.0,0.0"
1106,"0.0,0.0,0.69119626,0.0,0.88163036,0.048754655,0.0,0.0"
1107,"0.0,0.0,0.59690684,0.0,1.2109295,0.050806493,0.0,0.0"
1108,"0.0,0.0,0.58202636,0.0,1.2871608,0.051261365,0.0,0.0"
1109,"0.0,0.0,0.8214216,0.0,0.48610958,0.046091817,0.0,0.0"
1110,"0.0,0.0,0.55994713,0.0,1.397939,0.051616043,0.0,0.0"
1111,"0.0,0.0,0.5796545,0.0,1.3139023,0.051095158,0.0,0.0"
1112,"0.0,0.0,0.69756365,0.0,0.87696993,0.04864354,0.0,0.0"
1113,"0.0,0.0,0.607373,0.0,1.1699286,0.050677925,0.0,0.0"
1114,"0.0,0.0,0.73665965,0.0,0.75097644,0.047610015,0.0,0.0"
1115,"0.0,0.0,0.6799583,0.0,0.8824992,0.04925106,0.0,0.0"
1116,"0.0,0.0,0.58313036,0.0,1.247993,0.05129261,0.0,0.0"
1117,"0.0,0.0,0.57377017,0.0,1.3205154,0.051307384,0.0,0.0"
1118,"0.0,0.0,0.663399,0.0,1.0005618,0.049350955,0.0,0.0"
1119,"0.0,0.0,0.55577743,0.0,1.3708292,0.05189966,0.0,0.0"
1120,"0.0,0.0,0.4914192,0.0,1.6602793,0.053283878,0.0,0.0"
1121,"0.0,0.0,0.5146761,0.0,1.5893152,0.052601703,0.0,0.0"
1122,"0.0,0.0,0.8230542,0.0,0.5073583,0.046105422,0.0,0.0"
1123,"0.0,0.0,0.72328806,0.0,0.82322186,0.04783423,0.0,0.0"
1124,"0.0,0.0,0.60105973,0.0,1.1665311,0.05087775,0.0,0.0"
1125,"0.0,0.0,0.56513095,0.0,1.3527873,0.05170003,0.0,0.0"
1126,"0.0,0.0,0.7033565,0.0,0.92087615,0.048339047,0.0,0.0"
1127,"0.0,0.0,0.58235437,0.0,1.2815561,0.05110717,0.0,0.0"
1128,"0.0,0.0,0.78707385,0.0,0.53072506,0.04706351,0.0,0.0"
1129,"0.0,0.0,0.6206552,0.0,1.1471779,0.05020623,0.0,0.0"
1130,"0.0,0.0,0.53027153,0.0,1.5079076,0.05234162,0.0,0.0"
1131,"0.0,0.0,0.36587942,0.0,2.2144363,0.056257885,0.0,0.0"
1132,"0.0,0.0,0.4217005,0.0,1.957072,0.055126913,0.0,0.0"
1133,"0.0,0.0,0.5713551,0.0,1.3061386,0.051570985,0.0,0.0"
1134,"0.0,0.0,0.28746414,0.0,2.5190206,0.05851429,0.0,0.0"
1135,"0.0,0.0,0.42434165,0.0,1.9574018,0.054941643,0.0,0.0"
1136,"0.0,0.0,0.5577414,0.0,1.386171,0.051885776,0.0,0.0"
1137,"0.0,0.0,0.6073594,0.0,1.1672199,0.050508168,0.0,0.0"
1138,"0.0,0.0,0.5188438,0.0,1.5499489,0.052720215,0.0,0.0"
1139,"0.0,0.0,0.4504073,0.0,1.8093965,0.054371115,0.0,0.0"
1140,"0.0,0.0,0.58035374,0.0,1.2815641,0.051401358,0.0,0.0"
1141,"0.0,0.0,0.78235906,0.0,0.60244715,0.046820845,0.0,0.0"
1142,"0.0,0.0,0.7115179,0.0,0.8084599,0.04827912,0.0,0.0"
1143,"0.0,0.0,0.5382329,0.0,1.4797833,0.052064486,0.0,0.0"
1144,"0.0,0.0,0.69163674,0.0,0.8826137,0.04876965,0.0,0.0"
1145,"0.0,0.0,0.73484844,0.0,0.78079337,0.047526356,0.0,0.0"
1146,"0.0,0.0,0.84277964,0.0,0.3954252,0.04577199,0.0,0.0"
1147,"0.0,0.0,0.7669951,0.0,0.6126205,0.047365766,0.0,0.0"
1148,"0.0,0.0,0.67643857,0.0,0.96764374,0.048979398,0.0,0.0"
1149,"0.0,0.0,0.8598498,0.0,0.30171394,0.045140624,0.0,0.0"
1150,"0.0,0.0,0.9479866,0.0,0.015349686,0.041187327,0.0,0.0"
1151,"0.0,0.0,0.41961685,0.0,1.9440622,0.055243183,0.0,0.0"
1152,"0.0,0.0,0.85679585,0.0,0.338538,0.045678526,0.0,0.0"
1153,"0.0,0.0,0.79556876,0.0,0.58877474,0.046658028,0.0,0.0"
1154,"0.0,0.0,0.69993895,0.0,0.87661064,0.04850991,0.0,0.0"
1155,"0.0,0.0,0.7035953,0.0,0.8275868,0.048569832,0.0,0.0"
1156,"0.0,0.0,0.6300927,0.0,1.0777406,0.0500904,0.0,0.0"
1157,"0.0,0.0,0.54813355,0.0,1.4333978,0.05182704,0.0,0.0"
1158,"0.0,0.0,0.68966573,0.0,0.87750757,0.048809875,0.0,0.0"
1159,"0.0,0.0,0.90291303,0.0,0.1984393,0.043647908,0.0,0.0"
1160,"0.0,0.0,0.59100974,0.0,1.2485563,0.05081101,0.0,0.0"
1161,"0.0,0.0,0.5544147,0.0,1.3988223,0.051782407,0.0,0.0"
1162,"0.0,0.0,0.7512759,0.0,0.7214088,0.04729358,0.0,0.0"
1163,"0.0,0.0,0.53018785,0.0,1.5041957,0.052227207,0.0,0.0"
1164,"0.0,0.0,0.77086943,0.0,0.5856507,0.047474388,0.0,0.0"
1165,"0.0,0.0,0.67834085,0.0,0.9176532,0.049125604,0.0,0.0"
1166,"0.0,0.0,0.6796251,0.0,0.9760885,0.04896342,0.0,0.0"
1167,"0.0,0.0,0.7770269,0.0,0.6163768,0.046912145,0.0,0.0"
1168,"0.0,0.0,0.68497086,0.0,0.93310744,0.04879097,0.0,0.0"
1169,"0.0,0.0,0.8524816,0.0,0.3202286,0.045423247,0.0,0.0"
1170,"0.0,0.0,0.5652926,0.0,1.388629,0.051408067,0.0,0.0"
1171,"0.0,0.0,0.5592364,0.0,1.3870888,0.051677536,0.0,0.0"
1172,"0.0,0.0,0.63983774,0.0,1.0647838,0.04974725,0.0,0.0"
1173,"0.0,0.0,0.59788,0.0,1.2121196,0.05086897,0.0,0.0"
1174,"0.0,0.0,0.6493031,0.0,1.0439564,0.049588963,0.0,0.0"
1175,"0.0,0.0,0.5907458,0.0,1.2145,0.05115968,0.0,0.0"
1176,"0.0,0.0,0.54920846,0.0,1.4171193,0.05208476,0.0,0.0"
1177,"0.0,0.0,0.5597777,0.0,1.3837594,0.051643282,0.0,0.0"
1178,"0.0,0.0,0.7208599,0.0,0.85009646,0.047800303,0.0,0.0"
1179,"0.0,0.0,0.69715804,0.0,0.87432885,0.048583016,0.0,0.0"
1180,"0.0,0.0,0.570208,0.0,1.3231508,0.051532134,0.0,0.0"
1181,"0.0,0.0,0.99395394,0.0,0.0,0.04017303,0.0,0.0"
1182,"0.0,0.0,0.7198389,0.0,0.81304073,0.047991976,0.0,0.0"
1183,"0.0,0.0,0.6261143,0.0,1.0581064,0.050378256,0.0,0.0"
1184,"0.0,0.0,0.61431813,0.0,1.1260917,0.050475948,0.0,0.0"
1185,"0.0,0.0,0.6798288,0.0,0.9041748,0.04892591,0.0,0.0"
1186,"0.0,0.0,0.40181166,0.0,2.0173593,0.055781756,0.0,0.0"
1187,"0.0,0.0,0.80830806,0.0,0.5076951,0.046417847,0.0,0.0"
1188,"0.0,0.0,0.60097724,0.0,1.2140322,0.050736643,0.0,0.0"
1189,"0.0,0.0,0.6550326,0.0,1.0084622,0.04956057,0.0,0.0"
1190,"0.0,0.0,0.520827,0.0,1.5663037,0.05250237,0.0,0.0"
1191,"0.0,0.0,0.55965614,0.0,1.3878349,0.05156707,0.0,0.0"
1192,"0.0,0.0,0.58542484,0.0,1.2851481,0.050928574,0.0,0.0"
1193,"0.0,0.0,0.783702,0.0,0.57060605,0.04700785,0.0,0.0"
1194,"0.0,0.0,0.6423938,0.0,1.0182173,0.050019056,0.0,0.0"
1195,"0.0,0.0,0.56890094,0.0,1.3448935,0.05134841,0.0,0.0"
1196,"0.0,0.0,0.6414411,0.0,1.0768391,0.04981501,0.0,0.0"
1197,"0.0,0.0,0.5887596,0.0,1.2287616,0.05106715,0.0,0.0"
1198,"0.0,0.0,0.5904911,0.0,1.2534118,0.050942007,0.0,0.0"
1199,"0.0,0.0,0.63987696,0.0,1.0836921,0.049820546,0.0,0.0"
1200,"0.0,0.0,0.64238966,0.0,1.0518782,0.049854077,0.0,0.0"
1201,"0.0,0.0,0.70521474,0.0,0.84118503,0.04835847,0.0,0.0"
1202,"0.0,0.0,0.67865473,0.0,0.9229951,0.049076784,0.0,0.0"
1203,"0.0,0.0,0.56425667,0.0,1.3307834,0.05183611,0.0,0.0"
1204,"0.0,0.0,0.56937736,0.0,1.3288466,0.051511683,0.0,0.0"
1205,"0.0,0.0,0.5448171,0.0,1.4754229,0.05188887,0.0,0.0"
1206,"0.0,0.0,0.46566585,0.0,1.7890563,0.053985313,0.0,0.0"
1207,"0.0,0.0,1.099405,0.0,0.0,0.035403688,0.0,0.0"
1208,"0.0,0.0,0.62544894,0.0,1.1130877,0.05023692,0.0,0.0"
1209,"0.0,0.0,0.6692173,0.0,0.9532598,0.04931732,0.0,0.0"
1210,"0.0,0.0,0.56813264,0.0,1.3355482,0.051435564,0.0,0.0"
1211,"0.0,0.0,0.61494994,0.0,1.1373763,0.050611295,0.0,0.0"
1212,"0.0,0.0,0.7901561,0.0,0.57273024,0.04696047,0.0,0.0"
1213,"0.0,0.0,0.75206214,0.0,0.7317132,0.04725406,0.0,0.0"
1214,"0.0,0.0,0.8525485,0.0,0.40238747,0.04563868,0.0,0.0"
1215,"0.0,0.0,0.75765395,0.0,0.7042986,0.04712768,0.0,0.0"
1216,"0.0,0.0,0.6920926,0.0,0.8405105,0.04889519,0.0,0.0"
1217,"0.0,0.0,0.5629354,0.0,1.3471766,0.05173854,0.0,0.0"
1218,"0.0,0.0,0.7515225,0.0,0.7212603,0.047330655,0.0,0.0"
1219,"0.0,0.0,0.61105955,0.0,1.1502848,0.05069005,0.0,0.0"
1220,"0.0,0.0,0.58592343,0.0,1.2739894,0.05099658,0.0,0.0"
1221,"0.0,0.0,0.42987716,0.0,1.9358759,0.054670915,0.0,0.0"
1222,"0.0,0.0,0.7506185,0.0,0.71888494,0.047384437,0.0,0.0"
1223,"0.0,0.0,0.6790387,0.0,0.875996,0.04907416,0.0,0.0"
1224,"0.0,0.0,0.41622445,0.0,1.9948585,0.055089023,0.0,0.0"
1225,"0.0,0.0,0.62998605,0.0,1.1132799,0.050044622,0.0,0.0"
1226,"0.0,0.0,0.74869925,0.0,0.6938194,0.047573533,0.0,0.0"
1227,"0.0,0.0,0.720859,0.0,0.79225373,0.048097465,0.0,0.0"
1228,"0.0,0.0,0.7152764,0.0,0.7787771,0.048313316,0.0,0.0"
1229,"0.0,0.0,0.63939977,0.0,1.0308609,0.04992407,0.0,0.0"
1230,"0.0,0.0,0.457511,0.0,1.791224,0.05421757,0.0,0.0"
1231,"0.0,0.0,0.6929978,0.0,0.8644477,0.04875133,0.0,0.0"
1232,"0.0,0.0,0.45143732,0.0,1.82921,0.054326415,0.0,0.0"
1233,"0.0,0.0,0.6979636,0.0,0.8801253,0.048527624,0.0,0.0"
1234,"0.0,0.0,0.71468353,0.0,0.8122065,0.04819377,0.0,0.0"
1235,"0.0,0.0,0.7365467,0.0,0.74898136,0.047580667,0.0,0.0"
1236,"0.0,0.0,0.7514249,0.0,0.65933055,0.04751721,0.0,0.0"
1237,"0.0,0.0,0.59777325,0.0,1.2058306,0.05092848,0.0,0.0"
1238,"0.0,0.0,0.5785561,0.0,1.280324,0.05120118,0.0,0.0"
1239,"0.0,0.0,0.6028363,0.0,1.1655104,0.050844267,0.0,0.0"
1240,"0.0,0.0,0.7466886,0.0,0.7408077,0.047384698,0.0,0.0"
1241,"0.0,0.0,0.44610178,0.0,1.8726411,0.054314967,0.0,0.0"
1242,"0.0,0.0,0.5803044,0.0,1.2965786,0.051139247,0.0,0.0"
1243,"0.0,0.0,0.6646244,0.0,0.9520469,0.049464677,0.0,0.0"
1244,"0.0,0.0,0.65081215,0.0,0.9894437,0.049612015,0.0,0.0"
1245,"0.0,0.0,0.7054195,0.0,0.85058486,0.04842226,0.0,0.0"
1246,"0.0,0.0,0.52546924,0.0,1.5204397,0.052479945,0.0,0.0"
1247,"0.0,0.0,0.6213462,0.0,1.1260297,0.05027177,0.0,0.0"
1248,"0.0,0.0,0.5400033,0.0,1.440405,0.052360255,0.0,0.0"
1249,"0.0,0.0,0.69178784,0.0,0.8522139,0.04887793,0.0,0.0"
1250,"0.0,0.0,0.6636181,0.0,1.01245,0.049206283,0.0,0.0"
1251,"0.0,0.0,0.6345744,0.0,1.0566428,0.05007707,0.0,0.0"
1252,"0.0,0.0,0.71641904,0.0,0.8645004,0.04802523,0.0,0.0"
1253,"0.0,0.0,0.61747766,0.0,1.1191895,0.05060885,0.0,0.0"
1254,"0.0,0.0,0.44147396,0.0,1.8688717,0.054582987,0.0,0.0"
1255,"0.0,0.0,0.52655494,0.0,1.5199625,0.052477587,0.0,0.0"
1256,"0.0,0.0,0.60110146,0.0,1.174001,0.050853085,0.0,0.0"
1257,"0.0,0.0,0.7108438,0.0,0.8535054,0.048071377,0.0,0.0"
1258,"0.0,0.0,0.5232834,0.0,1.5427177,0.05255078,0.0,0.0"
1259,"0.0,0.0,0.4039327,0.0,2.0390754,0.055428952,0.0,0.0"
1260,"0.0,0.0,0.60633814,0.0,1.1780446,0.050629735,0.0,0.0"
1261,"0.0,0.0,0.4739297,0.0,1.7345879,0.05376713,0.0,0.0"
1262,"0.0,0.0,0.60483736,0.0,1.1597501,0.05065159,0.0,0.0"
1263,"0.0,0.0,0.5812811,0.0,1.2917796,0.051055863,0.0,0.0"
1264,"0.0,0.0,0.5970275,0.0,1.1884687,0.050938834,0.0,0.0"
1265,"0.0,0.0,0.6138007,0.0,1.1320562,0.050488584,0.0,0.0"
1266,"0.0,0.0,0.6092701,0.0,1.1489611,0.050666757,0.0,0.0"
1267,"0.0,0.0,0.82939404,0.0,0.38189214,0.046350352,0.0,0.0"
1268,"0.0,0.0,0.5266777,0.0,1.5007159,0.05266123,0.0,0.0"
1269,"0.0,0.0,0.5740726,0.0,1.3495762,0.051178217,0.0,0.0"
1270,"0.0,0.0,0.64489347,0.0,1.0236295,0.049907353,0.0,0.0"
1271,"0.0,0.0,0.38044816,0.0,2.14498,0.05611074,0.0,0.0"
1272,"0.0,0.0,0.5840051,0.0,1.2583547,0.05134853,0.0,0.0"
1273,"0.0,0.0,0.626612,0.0,1.0680146,0.050340075,0.0,0.0"
1274,"0.0,0.0,0.58953714,0.0,1.2633628,0.051054716,0.0,0.0"
1275,"0.0,0.0,0.7092369,0.0,0.8767032,0.048171803,0.0,0.0"
1276,"0.0,0.0,0.5586665,0.0,1.3891104,0.051577244,0.0,0.0"
1277,"0.0,0.0,0.46006328,0.0,1.8192677,0.053918168,0.0,0.0"
1278,"0.0,0.0,0.6469657,0.0,1.0349658,0.049711585,0.0,0.0"
1279,"0.0,0.0,0.8509915,0.0,0.33210304,0.04563842,0.0,0.0"
1280,"0.0,0.0,0.63907737,0.0,1.0763601,0.049803667,0.0,0.0"
1281,"0.0,0.0,0.6706588,0.0,0.8876834,0.049513444,0.0,0.0"
1282,"0.0,0.0,0.6197959,0.0,1.1177006,0.050482623,0.0,0.0"
1283,"0.0,0.0,0.79037386,0.0,0.54269993,0.047026463,0.0,0.0"
1284,"0.0,0.0,0.63227975,0.0,1.129378,0.04996998,0.0,0.0"
1285,"0.0,0.0,0.483678,0.0,1.6860235,0.05354836,0.0,0.0"
1286,"0.0,0.0,0.634279,0.0,1.0967964,0.04984686,0.0,0.0"
1287,"0.0,0.0,0.6908007,0.0,0.9245747,0.048671883,0.0,0.0"
1288,"0.0,0.0,0.608827,0.0,1.1348965,0.050753277,0.0,0.0"
1289,"0.0,0.0,0.74054444,0.0,0.7571352,0.047538273,0.0,0.0"
1290,"0.0,0.0,0.55057406,0.0,1.4234623,0.051789965,0.0,0.0"
1291,"0.0,0.0,0.6889162,0.0,0.924104,0.048759695,0.0,0.0"
1292,"0.0,0.0,0.55575323,0.0,1.3854196,0.051860243,0.0,0.0"
1293,"0.0,0.0,0.7634469,0.0,0.64287424,0.04738349,0.0,0.0"
1294,"0.0,0.0,0.4872896,0.0,1.6788061,0.053425867,0.0,0.0"
1295,"0.0,0.0,0.6003151,0.0,1.203157,0.05065273,0.0,0.0"
1296,"0.0,0.0,0.5993559,0.0,1.2072616,0.050765917,0.0,0.0"
1297,"0.0,0.0,0.7021173,0.0,0.8513084,0.048583526,0.0,0.0"
1298,"0.0,0.0,0.49869955,0.0,1.6243062,0.053242,0.0,0.0"
1299,"0.0,0.0,0.57628334,0.0,1.2981365,0.051367704,0.0,0.0"
1300,"0.0,0.0,0.6436801,0.0,1.0484643,0.04982741,0.0,0.0"
