movie_id,movie_embedding
974,"0.0,0.0,0.40164137,0.0,0.9968109,0.0,0.0,0.0"
975,"0.0,0.0,0.16519529,0.0,0.7776181,0.0,0.0,0.0"
976,"0.0,0.0,0.46590337,0.0,1.0439913,0.0,0.0,0.0"
977,"0.0,0.0,0.20169266,0.0,0.80724597,0.0,0.0,0.0"
978,"0.0,0.0,0.5815351,0.0,1.145435,0.0,0.0,0.0"
979,"0.0,0.0,0.2108645,0.0,0.8089554,0.0,0.0,0.0"
980,"0.0,0.0,0.11381537,0.0,0.7306722,0.0,0.0,0.0"
981,"0.0,0.0,0.119161725,0.0,0.71678495,0.0,0.0,0.0"
982,"0.0,0.0,0.5288964,0.0,1.1021776,0.0,0.0,0.0"
983,"0.0,0.0,0.22435322,0.0,0.8269267,0.0,0.0,0.0"
984,"0.0,0.0,0.030663552,0.0,0.6264058,0.0,0.0,0.0"
985,"0.0,0.0,0.5227391,0.0,1.1006361,0.0,0.0,0.0"
986,"0.0,0.0,0.37649465,0.0,0.9666121,0.0,0.0,0.0"
987,"0.0,0.0,0.41996315,0.0,1.0122967,0.0,0.0,0.0"
988,"0.0,0.0,0.09156132,0.0,0.6872403,0.0,0.0,0.0"
989,"0.0,0.0,0.27112296,0.0,0.871355,0.0,0.0,0.0"
990,"0.0,0.0,0.0,0.0,0.5953969,0.0,0.0,0.0"
991,"0.0,0.0,0.49653983,0.0,1.0756932,0.0,0.0,0.0"
992,"0.0,0.0,0.1134554,0.0,0.7183057,0.0,0.0,0.0"
993,"0.0,0.0,0.19247732,0.0,0.78642476,0.0,0.0,0.0"
994,"0.0,0.0,0.7686947,0.0,1.2970374,0.0,0.0,0.0"
996,"0.0,0.0,0.0,0.0,0.44497105,0.0,0.0,0.0"
997,"0.0,0.0,0.0,0.0,0.5724102,0.0,0.0,0.0"
998,"0.0,0.0,0.023230439,0.0,0.63926804,0.0,0.0,0.0"
999,"0.0,0.0,0.11639461,0.0,0.7219449,0.0,0.0,0.0"
1000,"0.0,0.0,0.123228714,0.0,0.72057766,0.0,0.0,0.0"
1001,"0.0,0.0,0.110611826,0.0,0.7218656,0.0,0.0,0.0"
1002,"0.0,0.0,0.2080123,0.0,0.824037,0.0,0.0,0.0"
1003,"0.0,0.0,0.24908301,0.0,0.85020274,0.0,0.0,0.0"
1004,"0.0,0.0,0.0,0.0,0.36016652,0.0,0.0,0.0"
1005,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1006,"0.0,0.0,0.061774164,0.0,0.6606464,0.0,0.0,0.0"
1007,"0.0,0.0,0.24695566,0.0,0.8583074,0.0,0.0,0.0"
1008,"0.0,0.0,0.43148696,0.0,1.0231564,0.0,0.0,0.0"
1009,"0.0,0.0,0.06865426,0.0,0.68304443,0.0,0.0,0.0"
1010,"0.0,0.0,0.18513614,0.0,0.80429935,0.0,0.0,0.0"
1011,"0.0,0.0,0.0,0.0,0.5233274,0.0,0.0,0.0"
1012,"0.0,0.0,0.54875255,0.0,1.1184909,0.0,0.0,0.0"
1013,"0.0,0.0,0.36813578,0.0,0.9682326,0.0,0.0,0.0"
1014,"0.0,0.0,0.22179723,0.0,0.8241959,0.0,0.0,0.0"
1015,"0.0,0.0,0.29276276,0.0,0.89927936,0.0,0.0,0.0"
1016,"0.0,0.0,0.26639518,0.0,0.8768456,0.0,0.0,0.0"
1017,"0.0,0.0,0.29081982,0.0,0.89616215,0.0,0.0,0.0"
1018,"0.0,0.0,0.07922084,0.0,0.69246894,0.0,0.0,0.0"
1019,"0.0,0.0,0.4146841,0.0,0.9977702,0.0,0.0,0.0"
1020,"0.0,0.0,0.15537281,0.0,0.7721845,0.0,0.0,0.0"
1021,"0.0,0.0,0.0,0.0,0.59386355,0.0,0.0,0.0"
1022,"0.0,0.0,0.54763347,0.0,1.1091511,0.0,0.0,0.0"
1023,"0.0,0.0,0.46401387,0.0,1.0394691,0.0,0.0,0.0"
1024,"0.0,0.0,0.24414515,0.0,0.8551042,0.0,0.0,0.0"
1025,"0.0,0.0,0.5854855,0.0,1.138908,0.0,0.0,0.0"
1026,"0.0,0.0,0.3992203,0.0,0.99381995,0.0,0.0,0.0"
1027,"0.0,0.0,0.2981147,0.0,0.90526867,0.0,0.0,0.0"
1028,"0.0,0.0,0.691781,0.0,1.2211218,0.0,0.0,0.0"
1029,"0.0,0.0,0.5318767,0.0,1.0942094,0.0,0.0,0.0"
1030,"0.0,0.0,0.038185857,0.0,0.6467051,0.0,0.0,0.0"
1031,"0.0,0.0,0.45237458,0.0,1.0299971,0.0,0.0,0.0"
1032,"0.0,0.0,0.58123773,0.0,1.1357516,0.0,0.0,0.0"
1033,"0.0,0.0,0.34046844,0.0,0.93983155,0.0,0.0,0.0"
1034,"0.0,0.0,0.1922408,0.0,0.7912319,0.0,0.0,0.0"
1035,"0.0,0.0,0.909731,0.0,1.4078995,0.0,0.0,0.0"
1036,"0.0,0.0,0.89174676,0.0,1.3804832,0.0,0.0,0.0"
1037,"0.0,0.0,0.0,0.0,0.6186913,0.0,0.0,0.0"
1038,"0.0,0.0,0.41694516,0.0,1.0094594,0.0,0.0,0.0"
1039,"0.0,0.0,0.45857406,0.0,1.0368054,0.0,0.0,0.0"
1040,"0.0,0.0,0.13473201,0.0,0.73054665,0.0,0.0,0.0"
1041,"0.0,0.0,0.81919307,0.0,1.3367093,0.0,0.0,0.0"
1042,"0.0,0.0,0.49990308,0.0,1.0655748,0.0,0.0,0.0"
1043,"0.0,0.0,0.0,0.0,0.30793715,0.0,0.0,0.0"
1044,"0.0,0.0,0.06230952,0.0,0.65398145,0.0,0.0,0.0"
1045,"0.0,0.0,0.24241188,0.0,0.8383981,0.0,0.0,0.0"
1046,"0.0,0.0,0.53764445,0.0,1.1089237,0.0,0.0,0.0"
1047,"0.0,0.0,0.40968388,0.0,0.9877673,0.0,0.0,0.0"
1049,"0.0,0.0,0.43102565,0.0,1.0071465,0.0,0.0,0.0"
1050,"0.0,0.0,0.6467585,0.0,1.1973522,0.0,0.0,0.0"
1051,"0.0,0.0,0.20167682,0.0,0.8000369,0.0,0.0,0.0"
1052,"0.0,0.0,0.3374486,0.0,0.93756956,0.0,0.0,0.0"
1053,"0.0,0.0,0.40724102,0.0,1.0019228,0.0,0.0,0.0"
1054,"0.0,0.0,0.26513627,0.0,0.86652446,0.0,0.0,0.0"
1055,"0.0,0.0,0.03848257,0.0,0.6405031,0.0,0.0,0.0"
1056,"0.0,0.0,0.3294514,0.0,0.93187153,0.0,0.0,0.0"
1057,"0.0,0.0,0.6062103,0.0,1.1512785,0.0,0.0,0.0"
1058,"0.0,0.0,0.2703462,0.0,0.8695826,0.0,0.0,0.0"
1059,"0.0,0.0,0.4363183,0.0,1.0261604,0.0,0.0,0.0"
1060,"0.0,0.0,0.8157332,0.0,1.3343498,0.0,0.0,0.0"
1061,"0.0,0.0,0.25172606,0.0,0.8553337,0.0,0.0,0.0"
1062,"0.0,0.0,0.24398518,0.0,0.84267426,0.0,0.0,0.0"
1063,"0.0,0.0,0.0,0.0,0.52243286,0.0,0.0,0.0"
1064,"0.0,0.0,0.16344705,0.0,0.78623164,0.0,0.0,0.0"
1065,"0.0,0.0,0.2597095,0.0,0.8627339,0.0,0.0,0.0"
1066,"0.0,0.0,0.77486676,0.0,1.289593,0.0,0.0,0.0"
1067,"0.0,0.0,0.36167574,0.0,0.9530495,0.0,0.0,0.0"
1068,"0.0,0.0,0.47350293,0.0,1.0543008,0.0,0.0,0.0"
1069,"0.0,0.0,0.44251227,0.0,1.0222002,0.0,0.0,0.0"
1070,"0.0,0.0,0.1184369,0.0,0.7289542,0.0,0.0,0.0"
1071,"0.0,0.0,0.23097655,0.0,0.8352307,0.0,0.0,0.0"
1073,"0.0,0.0,0.8365735,0.0,1.338486,0.0,0.0,0.0"
1075,"0.0,0.0,0.12790543,0.0,0.7390228,0.0,0.0,0.0"
1076,"0.0,0.0,0.3644038,0.0,0.9601662,0.0,0.0,0.0"
1077,"0.0,0.0,0.8203604,0.0,1.3264841,0.0,0.0,0.0"
1078,"0.0,0.0,0.7890869,0.0,1.3006203,0.0,0.0,0.0"
1079,"0.0,0.0,0.71305984,0.0,1.2375237,0.0,0.0,0.0"
1080,"0.0,0.0,0.7034528,0.0,1.2309241,0.0,0.0,0.0"
1081,"0.0,0.0,0.46615762,0.0,1.0365239,0.0,0.0,0.0"
1082,"0.0,0.0,0.56261665,0.0,1.1290537,0.0,0.0,0.0"
1083,"0.0,0.0,0.45108873,0.0,1.024816,0.0,0.0,0.0"
1084,"0.0,0.0,0.7695417,0.0,1.2985258,0.0,0.0,0.0"
1085,"0.0,0.0,0.6237115,0.0,1.1787758,0.0,0.0,0.0"
1086,"0.0,0.0,0.7292004,0.0,1.2557974,0.0,0.0,0.0"
1087,"0.0,0.0,0.37500802,0.0,0.97163224,0.0,0.0,0.0"
1088,"0.0,0.0,0.30516014,0.0,0.91253996,0.0,0.0,0.0"
1089,"0.0,0.0,0.8663578,0.0,1.3680145,0.0,0.0,0.0"
1090,"0.0,0.0,0.89304996,0.0,1.3980365,0.0,0.0,0.0"
1091,"0.0,0.0,0.033351734,0.0,0.64388335,0.0,0.0,0.0"
1092,"0.0,0.0,0.3874458,0.0,0.97739947,0.0,0.0,0.0"
1093,"0.0,0.0,0.30516693,0.0,0.91235113,0.0,0.0,0.0"
1094,"0.0,0.0,0.6714598,0.0,1.2181493,0.0,0.0,0.0"
1095,"0.0,0.0,0.7006476,0.0,1.2409782,0.0,0.0,0.0"
1096,"0.0,0.0,0.6037641,0.0,1.1637847,0.0,0.0,0.0"
1097,"0.0,0.0,0.8543973,0.0,1.3659801,0.0,0.0,0.0"
1098,"0.0,0.0,0.061419047,0.0,0.6717498,0.0,0.0,0.0"
1099,"0.0,0.0,0.90960133,0.0,1.4119087,0.0,0.0,0.0"
1100,"0.0,0.0,0.0,0.0,0.44357288,0.0,0.0,0.0"
1101,"0.0,0.0,0.39742687,0.0,0.9799435,0.0,0.0,0.0"
1102,"0.0,0.0,0.16200532,0.0,0.7810213,0.0,0.0,0.0"
1103,"0.0,0.0,0.68762565,0.0,1.2297177,0.0,0.0,0.0"
1104,"0.0,0.0,1.184437,0.0,1.6358502,0.0,0.0,0.0"
1105,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1106,"0.0,0.0,0.466724,0.0,1.0471532,0.0,0.0,0.0"
1107,"0.0,0.0,0.02030789,0.0,0.6268722,0.0,0.0,0.0"
1108,"0.0,0.0,0.47242105,0.0,1.0488361,0.0,0.0,0.0"
1109,"0.0,0.0,0.2644715,0.0,0.86519206,0.0,0.0,0.0"
1110,"0.0,0.0,0.06995636,0.0,0.6873346,0.0,0.0,0.0"
1111,"0.0,0.0,0.70773494,0.0,1.2657585,0.0,0.0,0.0"
1112,"0.0,0.0,0.29687852,0.0,0.8958626,0.0,0.0,0.0"
1113,"0.0,0.0,0.0,0.0,0.4144478,0.0,0.0,0.0"
1114,"0.0,0.0,0.05970736,0.0,0.6574526,0.0,0.0,0.0"
1115,"0.0,0.0,0.28344646,0.0,0.8858877,0.0,0.0,0.0"
1116,"0.0,0.0,0.5040411,0.0,1.0818521,0.0,0.0,0.0"
1117,"0.0,0.0,0.49687475,0.0,1.0776627,0.0,0.0,0.0"
1118,"0.0,0.0,0.20228046,0.0,0.8085474,0.0,0.0,0.0"
1119,"0.0,0.0,0.14188634,0.0,0.73769736,0.0,0.0,0.0"
1120,"0.0,0.0,0.347393,0.0,0.95089364,0.0,0.0,0.0"
1121,"0.0,0.0,0.31523776,0.0,0.91579866,0.0,0.0,0.0"
1122,"0.0,0.0,0.52611727,0.0,1.1045251,0.0,0.0,0.0"
1123,"0.0,0.0,0.5823723,0.0,1.1591668,0.0,0.0,0.0"
1124,"0.0,0.0,0.5820837,0.0,1.1439347,0.0,0.0,0.0"
1125,"0.0,0.0,0.64073473,0.0,1.1798594,0.0,0.0,0.0"
1126,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
1127,"0.0,0.0,0.42330754,0.0,0.99958384,0.0,0.0,0.0"
1128,"0.0,0.0,0.0,0.0,0.58932275,0.0,0.0,0.0"
1129,"0.0,0.0,0.30250117,0.0,0.9011453,0.0,0.0,0.0"
1130,"0.0,0.0,0.042349853,0.0,0.6665298,0.0,0.0,0.0"
1131,"0.0,0.0,0.81207526,0.0,1.3311214,0.0,0.0,0.0"
1132,"0.0,0.0,0.733652,0.0,1.2684466,0.0,0.0,0.0"
1133,"0.0,0.0,0.26753238,0.0,0.8659589,0.0,0.0,0.0"
1134,"0.0,0.0,0.25733277,0.0,0.85843855,0.0,0.0,0.0"
1135,"0.0,0.0,0.2603761,0.0,0.87040114,0.0,0.0,0.0"
1136,"0.0,0.0,1.3157163,0.0,1.7305865,0.0,0.0,0.0"
1137,"0.0,0.0,0.24231428,0.0,0.84755546,0.0,0.0,0.0"
1138,"0.0,0.0,0.3124309,0.0,0.8858594,0.0,0.0,0.0"
1139,"0.0,0.0,0.4129878,0.0,1.0074139,0.0,0.0,0.0"
1140,"0.0,0.0,0.2701906,0.0,0.86829376,0.0,0.0,0.0"
1141,"0.0,0.0,0.30027223,0.0,0.9013423,0.0,0.0,0.0"
1142,"0.0,0.0,0.1289881,0.0,0.7238767,0.0,0.0,0.0"
1143,"0.0,0.0,0.18553904,0.0,0.7995894,0.0,0.0,0.0"
1144,"0.0,0.0,0.45692983,0.0,1.0383478,0.0,0.0,0.0"
1145,"0.0,0.0,0.38757187,0.0,0.9634806,0.0,0.0,0.0"
1146,"0.0,0.0,0.24483106,0.0,0.84488684,0.0,0.0,0.0"
1147,"0.0,0.0,1.2465826,0.0,1.7062547,0.0,0.0,0.0"
1148,"0.0,0.0,1.3298832,0.0,1.7418312,0.0,0.0,0.0"
1149,"0.0,0.0,0.24203172,0.0,0.84207124,0.0,0.0,0.0"
1150,"0.0,0.0,0.56695545,0.0,1.1302135,0.0,0.0,0.0"
1151,"0.0,0.0,0.14066055,0.0,0.7555089,0.0,0.0,0.0"
1152,"0.0,0.0,0.38425913,0.0,0.9754009,0.0,0.0,0.0"
1153,"0.0,0.0,0.23528638,0.0,0.83944726,0.0,0.0,0.0"
1154,"0.0,0.0,0.37058362,0.0,0.96878475,0.0,0.0,0.0"
1155,"0.0,0.0,0.30969235,0.0,0.9081621,0.0,0.0,0.0"
1156,"0.0,0.0,0.24828947,0.0,0.8479821,0.0,0.0,0.0"
1157,"0.0,0.0,0.2588077,0.0,0.859203,0.0,0.0,0.0"
1158,"0.0,0.0,0.13834605,0.0,0.75270677,0.0,0.0,0.0"
1159,"0.0,0.0,0.13698342,0.0,0.73684907,0.0,0.0,0.0"
1160,"0.0,0.0,0.12639643,0.0,0.73689616,0.0,0.0,0.0"
1161,"0.0,0.0,0.5977603,0.0,1.1590261,0.0,0.0,0.0"
1162,"0.0,0.0,0.5750345,0.0,1.1262441,0.0,0.0,0.0"
1163,"0.0,0.0,0.28251508,0.0,0.88257647,0.0,0.0,0.0"
1164,"0.0,0.0,0.32524192,0.0,0.926568,0.0,0.0,0.0"
1165,"0.0,0.0,0.2801147,0.0,0.88257915,0.0,0.0,0.0"
1166,"0.0,0.0,0.14552188,0.0,0.75762683,0.0,0.0,0.0"
1167,"0.0,0.0,0.15406947,0.0,0.76701564,0.0,0.0,0.0"
1168,"0.0,0.0,0.077335045,0.0,0.70279956,0.0,0.0,0.0"
1169,"0.0,0.0,0.7823419,0.0,1.3271662,0.0,0.0,0.0"
1170,"0.0,0.0,0.0,0.0,0.22034621,0.0,0.0,0.0"
1171,"0.0,0.0,0.50298697,0.0,1.0675085,0.0,0.0,0.0"
1172,"0.0,0.0,1.0972879,0.0,1.5647793,0.0,0.0,0.0"
1173,"0.0,0.0,0.6194588,0.0,1.1752355,0.0,0.0,0.0"
1174,"0.0,0.0,0.2683854,0.0,0.87664986,0.0,0.0,0.0"
1175,"0.0,0.0,0.6031934,0.0,1.1489096,0.0,0.0,0.0"
1176,"0.0,0.0,0.40062803,0.0,0.9977586,0.0,0.0,0.0"
1177,"0.0,0.0,0.4867531,0.0,1.0673044,0.0,0.0,0.0"
1178,"0.0,0.0,0.9785109,0.0,1.4681251,0.0,0.0,0.0"
1179,"0.0,0.0,0.5836326,0.0,1.1462662,0.0,0.0,0.0"
1180,"0.0,0.0,0.28068706,0.0,0.8869319,0.0,0.0,0.0"
1181,"0.0,0.0,0.08358202,0.0,0.70003223,0.0,0.0,0.0"
1183,"0.0,0.0,0.49602365,0.0,1.0742469,0.0,0.0,0.0"
1184,"0.0,0.0,0.39288488,0.0,0.97917646,0.0,0.0,0.0"
1185,"0.0,0.0,0.83100224,0.0,1.3485866,0.0,0.0,0.0"
1186,"0.0,0.0,0.3509381,0.0,0.95267725,0.0,0.0,0.0"
1187,"0.0,0.0,0.49549013,0.0,1.0740058,0.0,0.0,0.0"
1188,"0.0,0.0,0.89464134,0.0,1.3878932,0.0,0.0,0.0"
1189,"0.0,0.0,1.2106783,0.0,1.6771767,0.0,0.0,0.0"
1190,"0.0,0.0,0.5267383,0.0,1.1003602,0.0,0.0,0.0"
1191,"0.0,0.0,0.2946091,0.0,0.8706821,0.0,0.0,0.0"
1192,"0.0,0.0,0.67312527,0.0,1.2387617,0.0,0.0,0.0"
1193,"0.0,0.0,1.441892,0.0,1.8458283,0.0,0.0,0.0"
1194,"0.0,0.0,0.31035024,0.0,0.9112956,0.0,0.0,0.0"
1196,"0.0,0.0,1.0325472,0.0,1.5127938,0.0,0.0,0.0"
1197,"0.0,0.0,1.2332314,0.0,1.6626816,0.0,0.0,0.0"
1198,"0.0,0.0,1.2838938,0.0,1.7014252,0.0,0.0,0.0"
1199,"0.0,0.0,1.001673,0.0,1.4800193,0.0,0.0,0.0"
1200,"0.0,0.0,0.9533739,0.0,1.4308817,0.0,0.0,0.0"
1201,"0.0,0.0,0.8310452,0.0,1.3328652,0.0,0.0,0.0"
1202,"0.0,0.0,0.27280185,0.0,0.88074064,0.0,0.0,0.0"
1203,"0.0,0.0,1.0029229,0.0,1.4860617,0.0,0.0,0.0"
1204,"0.0,0.0,1.359853,0.0,1.7685179,0.0,0.0,0.0"
1205,"0.0,0.0,0.6387489,0.0,1.1756201,0.0,0.0,0.0"
1206,"0.0,0.0,1.0557009,0.0,1.5243913,0.0,0.0,0.0"
1207,"0.0,0.0,1.5507216,0.0,1.9370123,0.0,0.0,0.0"
1208,"0.0,0.0,1.0356575,0.0,1.5145731,0.0,0.0,0.0"
1209,"0.0,0.0,0.65091777,0.0,1.205862,0.0,0.0,0.0"
1210,"0.0,0.0,0.79888475,0.0,1.305348,0.0,0.0,0.0"
1211,"0.0,0.0,0.8399437,0.0,1.3554771,0.0,0.0,0.0"
1212,"0.0,0.0,0.9243158,0.0,1.4140282,0.0,0.0,0.0"
1213,"0.0,0.0,1.1664215,0.0,1.6220362,0.0,0.0,0.0"
1214,"0.0,0.0,1.013634,0.0,1.4816544,0.0,0.0,0.0"
1215,"0.0,0.0,0.66077924,0.0,1.1972029,0.0,0.0,0.0"
1216,"0.0,0.0,0.2178434,0.0,0.8283222,0.0,0.0,0.0"
1217,"0.0,0.0,1.0417646,0.0,1.5197456,0.0,0.0,0.0"
1218,"0.0,0.0,0.8086337,0.0,1.3134662,0.0,0.0,0.0"
1219,"0.0,0.0,0.8283994,0.0,1.338815,0.0,0.0,0.0"
1220,"0.0,0.0,0.6435857,0.0,1.183833,0.0,0.0,0.0"
1221,"0.0,0.0,1.4836853,0.0,1.8809553,0.0,0.0,0.0"
1222,"0.0,0.0,0.9087471,0.0,1.4109571,0.0,0.0,0.0"
1223,"0.0,0.0,1.0972487,0.0,1.5522637,0.0,0.0,0.0"
1224,"0.0,0.0,1.1948395,0.0,1.6445992,0.0,0.0,0.0"
1225,"0.0,0.0,1.0270585,0.0,1.506362,0.0,0.0,0.0"
1226,"0.0,0.0,0.6294925,0.0,1.1710577,0.0,0.0,0.0"
1227,"0.0,0.0,0.5143224,0.0,1.089364,0.0,0.0,0.0"
1228,"0.0,0.0,0.91604596,0.0,1.4188855,0.0,0.0,0.0"
1230,"0.0,0.0,0.9188102,0.0,1.406138,0.0,0.0,0.0"
1231,"0.0,0.0,0.6802196,0.0,1.2252762,0.0,0.0,0.0"
1232,"0.0,0.0,0.29764852,0.0,0.90365154,0.0,0.0,0.0"
1233,"0.0,0.0,1.0269156,0.0,1.5081793,0.0,0.0,0.0"
1234,"0.0,0.0,0.8677354,0.0,1.3652856,0.0,0.0,0.0"
1235,"0.0,0.0,0.90795666,0.0,1.3980099,0.0,0.0,0.0"
1236,"0.0,0.0,0.7810275,0.0,1.3074005,0.0,0.0,0.0"
1237,"0.0,0.0,0.6483056,0.0,1.2010658,0.0,0.0,0.0"
1238,"0.0,0.0,0.7013237,0.0,1.2291319,0.0,0.0,0.0"
1240,"0.0,0.0,0.90217733,0.0,1.3882251,0.0,0.0,0.0"
1241,"0.0,0.0,0.5290339,0.0,1.0888846,0.0,0.0,0.0"
1242,"0.0,0.0,0.89934564,0.0,1.4033012,0.0,0.0,0.0"
1243,"0.0,0.0,0.7906637,0.0,1.3153937,0.0,0.0,0.0"
1244,"0.0,0.0,0.8565539,0.0,1.3686066,0.0,0.0,0.0"
1245,"0.0,0.0,0.9478207,0.0,1.4423943,0.0,0.0,0.0"
1246,"0.0,0.0,0.8031208,0.0,1.3256729,0.0,0.0,0.0"
1247,"0.0,0.0,1.0397055,0.0,1.5174909,0.0,0.0,0.0"
1248,"0.0,0.0,0.9256237,0.0,1.4170067,0.0,0.0,0.0"
1249,"0.0,0.0,0.82788354,0.0,1.3380369,0.0,0.0,0.0"
1250,"0.0,0.0,1.2638321,0.0,1.6997542,0.0,0.0,0.0"
1251,"0.0,0.0,0.69400096,0.0,1.2358451,0.0,0.0,0.0"
1252,"0.0,0.0,1.1837531,0.0,1.6257505,0.0,0.0,0.0"
1253,"0.0,0.0,0.9542784,0.0,1.44713,0.0,0.0,0.0"
1254,"0.0,0.0,1.0487584,0.0,1.5140986,0.0,0.0,0.0"
1255,"0.0,0.0,0.0,0.0,0.52517706,0.0,0.0,0.0"
1256,"0.0,0.0,0.9089651,0.0,1.3988153,0.0,0.0,0.0"
1257,"0.0,0.0,0.68616515,0.0,1.2179035,0.0,0.0,0.0"
1258,"0.0,0.0,0.90247285,0.0,1.3838586,0.0,0.0,0.0"
1259,"0.0,0.0,0.8518838,0.0,1.3639852,0.0,0.0,0.0"
1260,"0.0,0.0,1.2490095,0.0,1.6813639,0.0,0.0,0.0"
1261,"0.0,0.0,0.69802123,0.0,1.2254615,0.0,0.0,0.0"
1262,"0.0,0.0,1.3938524,0.0,1.7956438,0.0,0.0,0.0"
1263,"0.0,0.0,0.9381067,0.0,1.43574,0.0,0.0,0.0"
1264,"0.0,0.0,0.7208547,0.0,1.2562973,0.0,0.0,0.0"
1265,"0.0,0.0,0.8294087,0.0,1.3328767,0.0,0.0,0.0"
1266,"0.0,0.0,0.8416659,0.0,1.3616827,0.0,0.0,0.0"
1267,"0.0,0.0,1.3748314,0.0,1.7838331,0.0,0.0,0.0"
1268,"0.0,0.0,0.4266073,0.0,1.0173731,0.0,0.0,0.0"
1269,"0.0,0.0,0.9017598,0.0,1.3942895,0.0,0.0,0.0"
1270,"0.0,0.0,0.8749183,0.0,1.3708131,0.0,0.0,0.0"
1271,"0.0,0.0,0.73779017,0.0,1.2713718,0.0,0.0,0.0"
1272,"0.0,0.0,1.0636086,0.0,1.5383378,0.0,0.0,0.0"
1273,"0.0,0.0,0.613254,0.0,1.1709486,0.0,0.0,0.0"
1274,"0.0,0.0,0.68988925,0.0,1.2235478,0.0,0.0,0.0"
1275,"0.0,0.0,0.6911742,0.0,1.2171621,0.0,0.0,0.0"
1276,"0.0,0.0,0.8897474,0.0,1.3952487,0.0,0.0,0.0"
1277,"0.0,0.0,0.5880923,0.0,1.1492847,0.0,0.0,0.0"
1278,"0.0,0.0,1.037697,0.0,1.5046842,0.0,0.0,0.0"
1279,"0.0,0.0,0.5264272,0.0,1.1002356,0.0,0.0,0.0"
1280,"0.0,0.0,0.7998571,0.0,1.3229656,0.0,0.0,0.0"
1281,"0.0,0.0,0.59204257,0.0,1.1419146,0.0,0.0,0.0"
1282,"0.0,0.0,0.7568778,0.0,1.2788991,0.0,0.0,0.0"
1283,"0.0,0.0,1.0502062,0.0,1.5313122,0.0,0.0,0.0"
1284,"0.0,0.0,1.0049562,0.0,1.4864774,0.0,0.0,0.0"
1285,"0.0,0.0,0.62742656,0.0,1.1686717,0.0,0.0,0.0"
1286,"0.0,0.0,0.5675664,0.0,1.1340208,0.0,0.0,0.0"
1287,"0.0,0.0,0.9268555,0.0,1.424988,0.0,0.0,0.0"
1288,"0.0,0.0,0.96252877,0.0,1.4557931,0.0,0.0,0.0"
1289,"0.0,0.0,0.98573965,0.0,1.4706553,0.0,0.0,0.0"
1290,"0.0,0.0,0.4268552,0.0,1.0185999,0.0,0.0,0.0"
1291,"0.0,0.0,0.90517193,0.0,1.3926573,0.0,0.0,0.0"
1292,"0.0,0.0,0.87152,0.0,1.3674108,0.0,0.0,0.0"
1293,"0.0,0.0,0.9517684,0.0,1.4450525,0.0,0.0,0.0"
1294,"0.0,0.0,0.86193985,0.0,1.3612134,0.0,0.0,0.0"
1295,"0.0,0.0,0.47324914,0.0,1.057266,0.0,0.0,0.0"
1296,"0.0,0.0,0.7581702,0.0,1.2883799,0.0,0.0,0.0"
1297,"0.0,0.0,0.5296288,0.0,1.0899376,0.0,0.0,0.0"
1298,"0.0,0.0,0.5742965,0.0,1.1392536,0.0,0.0,0.0"
1299,"0.0,0.0,0.98567694,0.0,1.4748449,0.0,0.0,0.0"
1300,"0.0,0.0,1.109865,0.0,1.5741239,0.0,0.0,0.0"
1301,"0.0,0.0,0.5483621,0.0,1.1095006,0.0,0.0,0.0"
1302,"0.0,0.0,0.6740574,0.0,1.2195021,0.0,0.0,0.0"
1303,"0.0,0.0,0.8038565,0.0,1.3143001,0.0,0.0,0.0"
1304,"0.0,0.0,0.96858615,0.0,1.4490542,0.0,0.0,0.0"
1305,"0.0,0.0,0.5671713,0.0,1.1330831,0.0,0.0,0.0"
1306,"0.0,0.0,0.5875505,0.0,1.1510094,0.0,0.0,0.0"
1307,"0.0,0.0,0.81431526,0.0,1.3224409,0.0,0.0,0.0"
1308,"0.0,0.0,0.16434495,0.0,0.776745,0.0,0.0,0.0"
1309,"0.0,0.0,0.23154241,0.0,0.830521,0.0,0.0,0.0"
1310,"0.0,0.0,0.054198414,0.0,0.6268219,0.0,0.0,0.0"
1311,"0.0,0.0,0.0,0.0,0.110770404,0.0,0.0,0.0"
1312,"0.0,0.0,0.16165587,0.0,0.75947535,0.0,0.0,0.0"
1313,"0.0,0.0,0.22758836,0.0,0.8267896,0.0,0.0,0.0"
1314,"0.0,0.0,0.20732953,0.0,0.81593466,0.0,0.0,0.0"
1315,"0.0,0.0,0.47009158,0.0,1.0510311,0.0,0.0,0.0"
1316,"0.0,0.0,0.27884328,0.0,0.87820876,0.0,0.0,0.0"
1317,"0.0,0.0,0.12717295,0.0,0.7397884,0.0,0.0,0.0"
1318,"0.0,0.0,0.27551243,0.0,0.8746291,0.0,0.0,0.0"
1319,"0.0,0.0,0.49803787,0.0,1.0759327,0.0,0.0,0.0"
1320,"0.0,0.0,0.20156644,0.0,0.82002175,0.0,0.0,0.0"
1321,"0.0,0.0,0.59069836,0.0,1.1304361,0.0,0.0,0.0"
1322,"0.0,0.0,0.0,0.0,0.431563,0.0,0.0,0.0"
1323,"0.0,0.0,0.0,0.0,0.15950736,0.0,0.0,0.0"
1324,"0.0,0.0,0.0,0.0,0.22958907,0.0,0.0,0.0"
