MovieID,Title,Genres,MovieID_idx,Genres_idx
614,Loaded (1994),Drama,610,2
615,Bread and Chocolate (Pane e cioccolata) (1973),Drama,611,2
616,"Aristocats, The (1970)",Children's,612,4
617,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama,613,2
618,Two Much (1996),Comedy,614,0
619,Ed (1996),Comedy,615,0
620,Scream of Stone (Schrei aus Stein) (1991),Drama,616,2
621,My Favorite Season (1993),Drama,617,2
623,"Modern Affair, A (1995)",Romance,618,6
624,Condition Red (1995),Drama,619,2
625,Asfour Stah (1990),Drama,620,2
626,"Thin Line Between Love and Hate, A (1996)",Comedy,621,0
627,"Last Supper, The (1995)",Drama,622,2
628,Primal Fear (1996),Drama,623,2
629,Rude (1995),Drama,624,2
630,Carried Away (1996),Drama,625,2
631,All Dogs Go to Heaven 2 (1996),Children's,626,4
632,Land and Freedom (Tierra y libertad) (1995),War,627,12
633,Denise Calls Up (1995),Comedy,628,0
634,Theodore Rex (1995),Comedy,629,0
635,"Family Thing, A (1996)",Drama,630,2
636,Frisk (1995),Drama,631,2
637,Sgt. Bilko (1996),Comedy,632,0
638,Jack and Sarah (1995),Romance,633,6
639,Girl 6 (1996),Comedy,634,0
640,Diabolique (1996),Drama,635,2
641,"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy,636,0
642,Roula (1995),Drama,637,2
643,Peanuts - Die Bank zahlt alles (1996),Comedy,638,0
644,Happy Weekend (1996),Comedy,639,0
645,Nelly & Monsieur Arnaud (1995),Drama,640,2
647,Courage Under Fire (1996),Drama,641,2
648,Mission: Impossible (1996),Action,642,3
649,Cold Fever (� k�ldum klaka) (1994),Drama,643,2
650,Moll Flanders (1996),Drama,644,2
651,"Superweib, Das (1996)",Comedy,645,0
652,"301, 302 (1995)",Mystery,646,13
653,Dragonheart (1996),Action,647,3
654,Und keiner weint mir nach (1996),Drama,648,2
655,Mutters Courage (1995),Comedy,649,0
656,Eddie (1996),Comedy,650,0
657,Yankee Zulu (1994),Drama,651,2
658,Billy's Holiday (1995),Drama,652,2
659,Purple Noon (1960),Thriller,653,5
660,August (1996),Drama,654,2
661,James and the Giant Peach (1996),Children's,655,4
662,Fear (1996),Thriller,656,5
663,Kids in the Hall: Brain Candy (1996),Comedy,657,0
664,Faithful (1996),Comedy,658,0
665,Underground (1995),War,659,12
666,All Things Fair (1996),Drama,660,2
667,Bloodsport 2 (1995),Action,661,3
668,Pather Panchali (1955),Drama,662,2
669,Aparajito (1956),Drama,663,2
670,"World of Apu, The (Apur Sansar) (1959)",Drama,664,2
671,Mystery Science Theater 3000: The Movie (1996),Comedy,665,0
672,Tarantella (1995),Drama,666,2
673,Space Jam (1996),Comedy,667,0
674,Barbarella (1968),Adventure,668,1
675,Hostile Intentions (1994),Drama,669,2
676,They Bite (1996),Drama,670,2
678,Some Folks Call It a Sling Blade (1993),Drama,671,2
679,"Run of the Country, The (1995)",Drama,672,2
680,Alphaville (1965),Sci-Fi,673,11
681,Clean Slate (Coup de Torchon) (1981),Crime,674,8
682,Tigrero: A Film That Was Never Made (1994),Drama,675,2
683,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",Documentary,676,7
684,Windows (1980),Drama,677,2
685,It's My Party (1995),Drama,678,2
687,Country Life (1994),Drama,679,2
688,Operation Dumbo Drop (1995),Comedy,680,0
690,"Promise, The (Versprechen, Das) (1994)",Romance,681,6
691,Mrs. Winterbourne (1996),Comedy,682,0
692,Solo (1996),Action,683,3
693,Under the Domin Tree (Etz Hadomim Tafus) (1994),Drama,684,2
694,"Substitute, The (1996)",Action,685,3
695,True Crime (1995),Thriller,686,5
696,Butterfly Kiss (1995),Thriller,687,5
697,Feeling Minnesota (1996),Drama,688,2
698,Delta of Venus (1994),Drama,689,2
699,To Cross the Rubicon (1991),Drama,690,2
700,Angus (1995),Comedy,691,0
701,Daens (1992),Drama,692,2
702,Faces (1968),Drama,693,2
703,Boys (1996),Drama,694,2
704,"Quest, The (1996)",Action,695,3
705,Cosi (1996),Comedy,696,0
706,Sunset Park (1996),Drama,697,2
707,Mulholland Falls (1996),Thriller,698,5
708,"Truth About Cats & Dogs, The (1996)",Comedy,699,0
709,Oliver & Company (1988),Children's,700,4
710,Celtic Pride (1996),Comedy,701,0
711,Flipper (1996),Adventure,702,1
712,Captives (1994),Drama,703,2
713,Of Love and Shadows (1994),Drama,704,2
714,Dead Man (1995),Western,705,10
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama,706,2
716,Switchblade Sisters (1975),Crime,707,8
717,Mouth to Mouth (Boca a boca) (1995),Comedy,708,0
718,"Visitors, The (Les Visiteurs) (1993)",Comedy,709,0
719,Multiplicity (1996),Comedy,710,0
720,Wallace & Gromit: The Best of Aardman Animation (1996),Animation,711,14
721,Halfmoon (Paul Bowles - Halbmond) (1995),Drama,712,2
722,"Haunted World of Edward D. Wood Jr., The (1995)",Documentary,713,7
723,Two Friends (1986),Drama,714,2
724,"Craft, The (1996)",Drama,715,2
725,"Great White Hype, The (1996)",Comedy,716,0
726,Last Dance (1996),Drama,717,2
727,War Stories (1995),Documentary,718,7
728,Cold Comfort Farm (1995),Comedy,719,0
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama,720,2
730,"Low Life, The (1994)",Drama,721,2
731,Heaven's Prisoners (1996),Thriller,722,5
732,Original Gangstas (1996),Crime,723,8
733,"Rock, The (1996)",Action,724,3
734,Getting Away With Murder (1996),Comedy,725,0
735,Cemetery Man (Dellamorte Dellamore) (1994),Comedy,726,0
736,Twister (1996),Action,727,3
737,Barb Wire (1996),Action,728,3
738,"Garcu, Le (1995)",Drama,729,2
739,Honigmond (1996),Comedy,730,0
741,Ghost in the Shell (Kokaku kidotai) (1995),Sci-Fi,731,11
742,Thinner (1996),Thriller,732,5
743,Spy Hard (1996),Comedy,733,0
744,Brothers in Trouble (1995),Drama,734,2
745,"Close Shave, A (1995)",Comedy,735,0
746,Force of Evil (1948),Film-Noir,736,15
747,"Stupids, The (1996)",Comedy,737,0
748,"Arrival, The (1996)",Action,738,3
749,"Man from Down Under, The (1943)",Drama,739,2
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi,740,11
751,Careful (1992),Comedy,741,0
752,Vermont Is For Lovers (1992),Comedy,742,0
753,"Month by the Lake, A (1995)",Drama,743,2
754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure,744,1
755,Kim (1950),Drama,745,2
756,Carmen Miranda: Bananas Is My Business (1994),Documentary,746,7
757,Ashes of Time (1994),Drama,747,2
758,"Jar, The (Khomreh) (1992)",Drama,748,2
759,Maya Lin: A Strong Clear Vision (1994),Documentary,749,7
760,Stalingrad (1993),War,750,12
761,"Phantom, The (1996)",Adventure,751,1
762,Striptease (1996),Comedy,752,0
763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",Drama,753,2
764,Heavy (1995),Drama,754,2
765,Jack (1996),Drama,755,2
766,I Shot Andy Warhol (1996),Drama,756,2
767,"Grass Harp, The (1995)",Drama,757,2
768,Someone Else's America (1995),Drama,758,2
769,Marlene Dietrich: Shadow and Light (1996),Documentary,759,7
770,Costa Brava (1946),Drama,760,2
771,"Vie est belle, La (Life is Rosey) (1987)",Drama,761,2
772,Quartier Mozart (1992),Comedy,762,0
773,Touki Bouki (Journey of the Hyena) (1973),Drama,763,2
774,Wend Kuuni (God's Gift) (1982),Drama,764,2
775,Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror,765,9
776,Babyfever (1994),Drama,766,2
777,Pharaoh's Army (1995),War,767,12
778,Trainspotting (1996),Drama,768,2
779,'Til There Was You (1997),Drama,769,2
780,Independence Day (ID4) (1996),Action,770,3
781,Stealing Beauty (1996),Drama,771,2
782,"Fan, The (1996)",Thriller,772,5
783,"Hunchback of Notre Dame, The (1996)",Children's,773,4
784,"Cable Guy, The (1996)",Comedy,774,0
785,Kingpin (1996),Comedy,775,0
786,Eraser (1996),Action,776,3
787,"Gate of Heavenly Peace, The (1995)",Documentary,777,7
788,"Nutty Professor, The (1996)",Comedy,778,0
789,"I, Worst of All (Yo, la peor de todas) (1990)",Drama,779,2
790,An Unforgettable Summer (1994),Drama,780,2
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary,781,7
792,"Hungarian Fairy Tale, A (1987)",Fantasy,782,16
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama,783,2
794,Midnight Dancers (Sibak) (1994),Drama,784,2
795,Somebody to Love (1994),Drama,785,2
796,"Very Natural Thing, A (1974)",Drama,786,2
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",Comedy,787,0
798,Daylight (1996),Action,788,3
799,"Frighteners, The (1996)",Comedy,789,0
800,Lone Star (1996),Drama,790,2
801,Harriet the Spy (1996),Comedy,791,0
802,Phenomenon (1996),Drama,792,2
803,Walking and Talking (1996),Romance,793,6
804,She's the One (1996),Comedy,794,0
805,"Time to Kill, A (1996)",Drama,795,2
806,American Buffalo (1996),Drama,796,2
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy,797,0
808,Alaska (1996),Adventure,798,1
809,Fled (1996),Action,799,3
810,Kazaam (1996),Comedy,800,0
811,"Bewegte Mann, Der (1994)",Comedy,801,0
812,Magic Hunter (1994),Drama,802,2
813,Larger Than Life (1996),Comedy,803,0
814,"Boy Called Hate, A (1995)",Drama,804,2
815,Power 98 (1995),Action,805,3
816,Two Deaths (1995),Drama,806,2
818,"Very Brady Sequel, A (1996)",Comedy,807,0
819,Stefano Quantestorie (1993),Drama,808,2
820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,809,2
821,"Crude Oasis, The (1995)",Romance,810,6
822,Hedd Wyn (1992),Drama,811,2
823,"Collectionneuse, La (1967)",Drama,812,2
824,Kaspar Hauser (1993),Drama,813,2
825,Echte Kerle (1996),Comedy,814,0
826,Diebinnen (1995),Drama,815,2
827,"Convent, The (Convento, O) (1995)",Drama,816,2
828,"Adventures of Pinocchio, The (1996)",Adventure,817,1
829,Joe's Apartment (1996),Comedy,818,0
830,"First Wives Club, The (1996)",Comedy,819,0
831,Stonewall (1995),Drama,820,2
832,Ransom (1996),Drama,821,2
833,High School High (1996),Comedy,822,0
834,Phat Beach (1996),Comedy,823,0
835,Foxfire (1996),Drama,824,2
836,Chain Reaction (1996),Action,825,3
837,Matilda (1996),Comedy,826,0
838,Emma (1996),Drama,827,2
839,"Crow: City of Angels, The (1996)",Action,828,3
840,House Arrest (1996),Comedy,829,0
841,Eyes Without a Face (1959),Horror,830,9
842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,831,9
843,Lotto Land (1995),Drama,832,2
844,"Story of Xinghua, The (1993)",Drama,833,2
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,834,2
846,Flirt (1995),Drama,835,2
847,"Big Squeeze, The (1996)",Drama,836,2
848,"Spitfire Grill, The (1996)",Drama,837,2
849,Escape from L.A. (1996),Action,838,3
850,Cyclo (1995),Drama,839,2
851,Basquiat (1996),Drama,840,2
852,Tin Cup (1996),Comedy,841,0
853,Dingo (1992),Drama,842,2
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,843,2
855,Every Other Weekend (1990),Drama,844,2
856,Mille bolle blu (1993),Comedy,845,0
857,Crows and Sparrows (1949),Drama,846,2
858,"Godfather, The (1972)",Drama,847,2
859,"Hippie Revolution, The (1996)",Documentary,848,7
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,849,0
861,Supercop (1992),Action,850,3
862,Manny & Lo (1996),Drama,851,2
863,Celestial Clockwork (1994),Comedy,852,0
864,"Wife, The (1995)",Drama,853,2
865,Small Faces (1995),Drama,854,2
866,Bound (1996),Drama,855,2
867,Carpool (1996),Comedy,856,0
868,Death in Brunswick (1991),Comedy,857,0
869,Kansas City (1996),Crime,858,8
870,Gone Fishin' (1997),Comedy,859,0
871,Lover's Knot (1996),Comedy,860,0
872,Aiqing wansui (1994),Drama,861,2
873,Shadow of Angels (Schatten der Engel) (1976),Drama,862,2
874,Killer: A Journal of Murder (1995),Drama,863,2
875,Nothing to Lose (1994),Drama,864,2
876,Police Story 4: Project S (Chao ji ji hua) (1993),Action,865,3
877,Girls Town (1996),Drama,866,2
878,Bye-Bye (1995),Drama,867,2
879,"Relic, The (1997)",Horror,868,9
880,"Island of Dr. Moreau, The (1996)",Thriller,869,5
881,First Kid (1996),Comedy,870,0
882,"Trigger Effect, The (1996)",Drama,871,2
884,Sweet Nothing (1995),Drama,872,2
885,Bogus (1996),Drama,873,2
886,Bulletproof (1996),Action,874,3
887,Talk of Angels (1998),Drama,875,2
888,Land Before Time III: The Time of the Great Giving (1995),Children's,876,4
889,1-900 (1994),Romance,877,6
890,Baton Rouge (1988),Thriller,878,5
891,Halloween: The Curse of Michael Myers (1995),Thriller,879,5
892,Twelfth Night (1996),Drama,880,2
893,Mother Night (1996),Drama,881,2
894,Liebelei (1933),Romance,882,6
895,Venice/Venice (1992),Drama,883,2
896,Wild Reeds (1994),Drama,884,2
897,For Whom the Bell Tolls (1943),Adventure,885,1
898,"Philadelphia Story, The (1940)",Comedy,886,0
899,Singin' in the Rain (1952),Romance,887,6
900,"American in Paris, An (1951)",Romance,888,6
901,Funny Face (1957),Comedy,889,0
902,Breakfast at Tiffany's (1961),Drama,890,2
903,Vertigo (1958),Thriller,891,5
904,Rear Window (1954),Thriller,892,5
905,It Happened One Night (1934),Comedy,893,0
906,Gaslight (1944),Thriller,894,5
907,"Gay Divorcee, The (1934)",Comedy,895,0
908,North by Northwest (1959),Drama,896,2
909,"Apartment, The (1960)",Drama,897,2
910,Some Like It Hot (1959),Comedy,898,0
911,Charade (1963),Comedy,899,0
912,Casablanca (1942),Drama,900,2
913,"Maltese Falcon, The (1941)",Mystery,901,13
914,My Fair Lady (1964),Romance,902,6
915,Sabrina (1954),Comedy,903,0
916,Roman Holiday (1953),Comedy,904,0
917,"Little Princess, The (1939)",Drama,905,2
918,Meet Me in St. Louis (1944),Musical,906,17
919,"Wizard of Oz, The (1939)",Drama,907,2
920,Gone with the Wind (1939),Drama,908,2
921,My Favorite Year (1982),Comedy,909,0
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,910,15
923,Citizen Kane (1941),Drama,911,2
924,2001: A Space Odyssey (1968),Drama,912,2
925,Golden Earrings (1947),Romance,913,6
926,All About Eve (1950),Drama,914,2
927,"Women, The (1939)",Comedy,915,0
928,Rebecca (1940),Thriller,916,5
929,Foreign Correspondent (1940),Thriller,917,5
930,Notorious (1946),Thriller,918,5
931,Spellbound (1945),Thriller,919,5
932,"Affair to Remember, An (1957)",Romance,920,6
933,To Catch a Thief (1955),Comedy,921,0
934,Father of the Bride (1950),Comedy,922,0
935,"Band Wagon, The (1953)",Comedy,923,0
936,Ninotchka (1939),Comedy,924,0
937,Love in the Afternoon (1957),Comedy,925,0
938,Gigi (1958),Musical,926,17
939,"Reluctant Debutante, The (1958)",Drama,927,2
940,"Adventures of Robin Hood, The (1938)",Action,928,3
941,"Mark of Zorro, The (1940)",Adventure,929,1
942,Laura (1944),Crime,930,8
943,"Ghost and Mrs. Muir, The (1947)",Drama,931,2
944,Lost Horizon (1937),Drama,932,2
945,Top Hat (1935),Comedy,933,0
946,To Be or Not to Be (1942),Drama,934,2
947,My Man Godfrey (1936),Comedy,935,0
948,Giant (1956),Drama,936,2
949,East of Eden (1955),Drama,937,2
950,"Thin Man, The (1934)",Mystery,938,13
951,His Girl Friday (1940),Comedy,939,0
952,Around the World in 80 Days (1956),Comedy,940,0
953,It's a Wonderful Life (1946),Drama,941,2
954,Mr. Smith Goes to Washington (1939),Drama,942,2
955,Bringing Up Baby (1938),Comedy,943,0
956,Penny Serenade (1941),Drama,944,2
957,"Scarlet Letter, The (1926)",Drama,945,2
958,Lady of Burlesque (1943),Comedy,946,0
959,Of Human Bondage (1934),Drama,947,2
960,Angel on My Shoulder (1946),Drama,948,2
961,Little Lord Fauntleroy (1936),Drama,949,2
962,They Made Me a Criminal (1939),Drama,950,2
963,"Inspector General, The (1949)",Musical,951,17
964,Angel and the Badman (1947),Western,952,10
965,"39 Steps, The (1935)",Thriller,953,5
966,"Walk in the Sun, A (1945)",Drama,954,2
967,"Outlaw, The (1943)",Western,955,10
968,Night of the Living Dead (1968),Horror,956,9
969,"African Queen, The (1951)",Action,957,3
970,Beat the Devil (1954),Drama,958,2
971,Cat on a Hot Tin Roof (1958),Drama,959,2
972,"Last Time I Saw Paris, The (1954)",Drama,960,2
973,Meet John Doe (1941),Drama,961,2
974,Algiers (1938),Drama,962,2
975,Something to Sing About (1937),Comedy,963,0
976,"Farewell to Arms, A (1932)",Romance,964,6
977,Moonlight Murder (1936),Mystery,965,13
978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,966,2
979,Nothing Personal (1995),Drama,967,2
980,In the Line of Duty 2 (1987),Action,968,3
981,Dangerous Ground (1997),Drama,969,2
982,Picnic (1955),Drama,970,2
983,Madagascar Skin (1995),Romance,971,6
984,"Pompatus of Love, The (1996)",Drama,972,2
985,Small Wonders (1996),Documentary,973,7
986,Fly Away Home (1996),Adventure,974,1
987,Bliss (1997),Drama,975,2
988,Grace of My Heart (1996),Drama,976,2
989,Schlafes Bruder (Brother of Sleep) (1995),Drama,977,2
990,Maximum Risk (1996),Action,978,3
991,Michael Collins (1996),Drama,979,2
992,"Rich Man's Wife, The (1996)",Thriller,980,5
993,Infinity (1996),Drama,981,2
994,Big Night (1996),Drama,982,2
996,Last Man Standing (1996),Drama,983,2
997,Caught (1996),Drama,984,2
998,Set It Off (1996),Action,985,3
999,2 Days in the Valley (1996),Crime,986,8
1000,Curdled (1996),Crime,987,8
1001,"Associate, The (L'Associe)(1982)",Comedy,988,0
1002,Ed's Next Move (1996),Comedy,989,0
1003,Extreme Measures (1996),Drama,990,2
1004,"Glimmer Man, The (1996)",Action,991,3
1005,D3: The Mighty Ducks (1996),Comedy,992,0
1006,"Chamber, The (1996)",Drama,993,2
1007,"Apple Dumpling Gang, The (1975)",Comedy,994,0
1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,995,10
1009,Escape to Witch Mountain (1975),Adventure,996,1
1010,"Love Bug, The (1969)",Comedy,997,0
1011,Herbie Rides Again (1974),Comedy,998,0
1012,Old Yeller (1957),Drama,999,2
1013,"Parent Trap, The (1961)",Drama,1000,2
1014,Pollyanna (1960),Drama,1001,2
1015,Homeward Bound: The Incredible Journey (1993),Adventure,1002,1
1016,"Shaggy Dog, The (1959)",Comedy,1003,0
1017,Swiss Family Robinson (1960),Adventure,1004,1
1018,That Darn Cat! (1965),Comedy,1005,0
1019,"20,000 Leagues Under the Sea (1954)",Adventure,1006,1
1020,Cool Runnings (1993),Comedy,1007,0
1021,Angels in the Outfield (1994),Comedy,1008,0
1022,Cinderella (1950),Children's,1009,4
1023,Winnie the Pooh and the Blustery Day (1968),Children's,1010,4
1024,"Three Caballeros, The (1945)",Children's,1011,4
1025,"Sword in the Stone, The (1963)",Children's,1012,4
1026,So Dear to My Heart (1949),Drama,1013,2
1027,Robin Hood: Prince of Thieves (1991),Drama,1014,2
1028,Mary Poppins (1964),Comedy,1015,0
1029,Dumbo (1941),Children's,1016,4
1030,Pete's Dragon (1977),Adventure,1017,1
1031,Bedknobs and Broomsticks (1971),Adventure,1018,1
1032,Alice in Wonderland (1951),Children's,1019,4
1033,"Fox and the Hound, The (1981)",Children's,1020,4
1034,Freeway (1996),Crime,1021,8
1035,"Sound of Music, The (1965)",Musical,1022,17
1036,Die Hard (1988),Action,1023,3
1037,"Lawnmower Man, The (1992)",Action,1024,3
1038,Unhook the Stars (1996),Drama,1025,2
1039,Synthetic Pleasures (1995),Documentary,1026,7
1040,"Secret Agent, The (1996)",Drama,1027,2
1041,Secrets & Lies (1996),Drama,1028,2
1042,That Thing You Do! (1996),Comedy,1029,0
1043,To Gillian on Her 37th Birthday (1996),Drama,1030,2
1044,Surviving Picasso (1996),Drama,1031,2
1045,Love Is All There Is (1996),Drama,1032,2
1046,Beautiful Thing (1996),Drama,1033,2
1047,"Long Kiss Goodnight, The (1996)",Action,1034,3
1049,"Ghost and the Darkness, The (1996)",Action,1035,3
1050,Looking for Richard (1996),Drama,1036,2
1051,Trees Lounge (1996),Drama,1037,2
1052,"Proprietor, The (1996)",Drama,1038,2
1053,Normal Life (1996),Drama,1039,2
1054,Get on the Bus (1996),Drama,1040,2
1055,Shadow Conspiracy (1997),Thriller,1041,5
1056,Jude (1996),Drama,1042,2
1057,Everyone Says I Love You (1996),Comedy,1043,0
1058,Bitter Sugar (Azucar Amargo) (1996),Drama,1044,2
1059,William Shakespeare's Romeo and Juliet (1996),Drama,1045,2
1060,Swingers (1996),Drama,1046,2
1061,Sleepers (1996),Drama,1047,2
1062,"Sunchaser, The (1996)",Drama,1048,2
1063,Johns (1996),Drama,1049,2
1064,Aladdin and the King of Thieves (1996),Comedy,1050,0
1065,"Woman in Question, The (1950)",Mystery,1051,13
1066,Shall We Dance? (1937),Comedy,1052,0
1067,"Damsel in Distress, A (1937)",Comedy,1053,0
1068,Crossfire (1947),Crime,1054,8
1069,"Murder, My Sweet (1944)",Thriller,1055,5
1070,Macao (1952),Adventure,1056,1
1071,For the Moment (1994),Romance,1057,6
1073,Willy Wonka and the Chocolate Factory (1971),Comedy,1058,0
1075,"Sexual Life of the Belgians, The (1994)",Comedy,1059,0
1076,"Innocents, The (1961)",Thriller,1060,5
1077,Sleeper (1973),Comedy,1061,0
1078,Bananas (1971),Comedy,1062,0
1079,"Fish Called Wanda, A (1988)",Comedy,1063,0
1080,Monty Python's Life of Brian (1979),Comedy,1064,0
1081,Victor/Victoria (1982),Comedy,1065,0
1082,"Candidate, The (1972)",Drama,1066,2
1083,"Great Race, The (1965)",Comedy,1067,0
1084,Bonnie and Clyde (1967),Drama,1068,2
1085,"Old Man and the Sea, The (1958)",Drama,1069,2
1086,Dial M for Murder (1954),Thriller,1070,5
1087,Madame Butterfly (1995),Musical,1071,17
1088,Dirty Dancing (1987),Romance,1072,6
1089,Reservoir Dogs (1992),Thriller,1073,5
1090,Platoon (1986),Drama,1074,2
1091,Weekend at Bernie's (1989),Comedy,1075,0
1092,Basic Instinct (1992),Thriller,1076,5
1093,"Doors, The (1991)",Drama,1077,2
1094,"Crying Game, The (1992)",Drama,1078,2
1095,Glengarry Glen Ross (1992),Drama,1079,2
1096,Sophie's Choice (1982),Drama,1080,2
1097,E.T. the Extra-Terrestrial (1982),Drama,1081,2
1098,"Search for One-eye Jimmy, The (1996)",Comedy,1082,0
1099,"Christmas Carol, A (1938)",Drama,1083,2
1100,Days of Thunder (1990),Action,1084,3
1101,Top Gun (1986),Action,1085,3
1102,American Strays (1996),Action,1086,3
1103,Rebel Without a Cause (1955),Drama,1087,2
1104,"Streetcar Named Desire, A (1951)",Drama,1088,2
1105,Children of the Corn IV: The Gathering (1996),Horror,1089,9
1106,"Leopard Son, The (1996)",Documentary,1090,7
1107,Loser (1991),Comedy,1091,0
1108,Prerokbe Ognja (1995),Documentary,1092,7
1109,Charm's Incidents (1996),Drama,1093,2
1110,Bird of Prey (1996),Action,1094,3
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,1095,7
1112,Palookaville (1996),Drama,1096,2
1113,"Associate, The (1996)",Comedy,1097,0
1114,"Funeral, The (1996)",Drama,1098,2
1115,Sleepover (1995),Drama,1099,2
1116,"Single Girl, A (La Fille Seule) (1995)",Drama,1100,2
1117,"Eighth Day, The (Le Huiti�me jour ) (1996)",Drama,1101,2
1118,Tashunga (1995),Adventure,1102,1
1119,Drunks (1997),Drama,1103,2
1120,"People vs. Larry Flynt, The (1996)",Drama,1104,2
1121,Glory Daze (1996),Drama,1105,2
1122,Plutonium Circus (1995),Documentary,1106,7
1123,"Perfect Candidate, A (1996)",Documentary,1107,7
1124,On Golden Pond (1981),Drama,1108,2
1125,"Return of the Pink Panther, The (1974)",Comedy,1109,0
1126,Drop Dead Fred (1991),Comedy,1110,0
1127,"Abyss, The (1989)",Action,1111,3
1128,"Fog, The (1980)",Horror,1112,9
1129,Escape from New York (1981),Action,1113,3
1130,"Howling, The (1980)",Horror,1114,9
1131,Jean de Florette (1986),Drama,1115,2
1132,Manon of the Spring (Manon des sources) (1986),Drama,1116,2
1133,Talking About Sex (1994),Drama,1117,2
1134,Johnny 100 Pesos (1993),Drama,1118,2
1135,Private Benjamin (1980),Comedy,1119,0
1136,Monty Python and the Holy Grail (1974),Comedy,1120,0
1137,Hustler White (1996),Romance,1121,6
1138,Dadetown (1995),Documentary,1122,7
1139,Everything Relative (1996),Drama,1123,2
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,1124,2
1141,Hoogste tijd (1995),Drama,1125,2
1142,Get Over It (1996),Drama,1126,2
1143,Three Lives and Only One Death (1996),Comedy,1127,0
1144,"Line King: Al Hirschfeld, The (1996)",Documentary,1128,7
1145,Snowriders (1996),Documentary,1129,7
1146,Curtis's Charm (1995),Drama,1130,2
1147,When We Were Kings (1996),Documentary,1131,7
1148,"Wrong Trousers, The (1993)",Comedy,1132,0
1149,JLG/JLG - autoportrait de d�cembre (1994),Drama,1133,2
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,1134,2
1151,Faust (1994),Comedy,1135,0
1152,He Walked by Night (1948),Thriller,1136,5
1153,Raw Deal (1948),Film-Noir,1137,15
1154,T-Men (1947),Film-Noir,1138,15
1155,"Invitation, The (Zaproszenie) (1986)",Drama,1139,2
1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama,1140,2
1157,"Symphonie pastorale, La (1946)",Drama,1141,2
1158,Here Comes Cookie (1935),Comedy,1142,0
1159,Love in Bloom (1935),Romance,1143,6
1160,Six of a Kind (1934),Comedy,1144,0
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,1145,2
1162,"Ruling Class, The (1972)",Comedy,1146,0
1163,Mina Tannenbaum (1994),Drama,1147,2
1164,Two or Three Things I Know About Her (1966),Drama,1148,2
1165,"Bloody Child, The (1996)",Drama,1149,2
1166,Farmer & Chase (1995),Comedy,1150,0
1167,Dear God (1996),Comedy,1151,0
1168,Bad Moon (1996),Horror,1152,9
1169,American Dream (1990),Documentary,1153,7
1170,Best of the Best 3: No Turning Back (1995),Action,1154,3
1171,Bob Roberts (1992),Comedy,1155,0
1172,Cinema Paradiso (1988),Drama,1156,2
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,1157,2
1174,Grosse Fatigue (1994),Comedy,1158,0
1175,Delicatessen (1991),Comedy,1159,0
1176,"Double Life of Veronique, The (La Double Vie de V�ronique) (1991)",Drama,1160,2
1177,Enchanted April (1991),Drama,1161,2
1178,Paths of Glory (1957),Drama,1162,2
1179,"Grifters, The (1990)",Drama,1163,2
1180,Hear My Song (1991),Comedy,1164,0
1181,"Shooter, The (1995)",Action,1165,3
1183,"English Patient, The (1996)",Drama,1166,2
1184,Mediterraneo (1991),Comedy,1167,0
1185,My Left Foot (1989),Drama,1168,2
1186,"Sex, Lies, and Videotape (1989)",Drama,1169,2
1187,Passion Fish (1992),Drama,1170,2
1188,Strictly Ballroom (1992),Comedy,1171,0
1189,"Thin Blue Line, The (1988)",Documentary,1172,7
1190,Tie Me Up! Tie Me Down! (1990),Drama,1173,2
1191,Madonna: Truth or Dare (1991),Documentary,1174,7
1192,Paris Is Burning (1990),Documentary,1175,7
1193,One Flew Over the Cuckoo's Nest (1975),Drama,1176,2
1194,Up in Smoke (1978),Comedy,1177,0
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Drama,1178,2
